plot.id,block.id.harvest,site.id,block.id,site.name,region,landuse,block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,target.sp.,pasture.disc.harvest,height.harvest,spo_pyr,mic_kun,sol_inc,the_tri,chr_ori,chl_pyc,het_con,spo_fes,dic_cin,dig_sp,dig_mac,bot_ins,ind_vol,ble_sp,cyp_sp,spo_ioc,pan_col,ind_sp,pen_mez,tri_ter,tra_bet,gut_cor,bra_sp,eup_ind,cyn_dac,sid_ova,jus_mat,ind_hoc,dac_aeg,era_rac,era_ten,oxy_sin,leu_sp,bid_sp,dys_rad,sph_sp,com_ben,spo_afr,bra_sem,dys_sp,chl_gay,kyl_sp,cro_spi,bra_bri,tra_ber,arc_sp,ari_ken,dic_rad,spo_sp,gut_pet,era_sp,pan_max,spo_fim,cyn_ple,aca_rob,lon_sp,kyl_ner,eup_hir,dic_mon,kyl_alb,rue_pat,old_sp,spo_sta,ipo_sp,mon_sp,het_ste,sen_aby,cyn_sp,hel_ste,son_sp,gut_sp,dac_gig,mar_sp,cra_pla,tep_pum,hyp_dis,bot_scr,oci_sua,eup_ina,ach_asp,her_sp,dig_vel ,cya_sp,com_tru,bid_sch,mar_amo,sed_ort,target.sp.cover.harvest,sum.sp.harvest,total.veg.cover.harvest
SE_3_EX2_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,EX2,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08,Dig.mac,4,29,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,30
SE_3_OP_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,OP,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08,Dig.mac,2,1.7,,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,10,45,45
SE_4_EX_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,EX,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08,Dig.mac,5.5,20.6,,,,,,,,,,,,,,,,,15.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,50
SE_4_EX2_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,EX2,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08,Dig.mac,7,21.6,,,,15.00,,,,,,,,,,,,,10.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,25,65,65
SE_4_OP_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,OP,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08,Dig.mac,4.5,16.4,,,,15.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,10,40,45
WET_W_1_EX_H6,WET_W_1_H6,WET_W,WET_W_1,Handajega,WET,W,1,EX,H6,954,-2.272484,34.023326,12/14/2017,03.10.2018,86,320.25,The.tri,3.5,26.5,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,60,60
WET_W_1_OP_H6,WET_W_1_H6,WET_W,WET_W_1,Handajega,WET,W,1,OP,H6,954,-2.272484,34.023326,12/14/2017,03.10.2018,86,320.25,The.tri,3.5,16.25,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,50,50
WET_W_2_EX_H6,WET_W_2_H6,WET_W,WET_W_2,Handajega,WET,W,2,EX,H6,953,-2.2783,34.024459,12/14/2017,03.10.2018,86,320.25,The.tri,4,25.25,,,,,,,40.00,10.00,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,70,70
WET_W_2_OP_H6,WET_W_2_H6,WET_W,WET_W_2,Handajega,WET,W,2,OP,H6,953,-2.2783,34.024459,12/14/2017,03.10.2018,86,320.25,The.tri,4,7,,,,,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,60,60
WET_W_3_EX_H6,WET_W_3_H6,WET_W,WET_W_3,Handajega,WET,W,3,EX,H6,951,-2.277999,34.027678,12/14/2017,03.10.2018,86,320.25,The.tri,2.5,4.5,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,30
WET_W_3_OP_H6,WET_W_3_H6,WET_W,WET_W_3,Handajega,WET,W,3,OP,H6,951,-2.277999,34.027678,12/14/2017,03.10.2018,86,320.25,The.tri,3.5,4.25,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,40
WET_W_4_EX_H6,WET_W_4_H6,WET_W,WET_W_4,Handajega,WET,W,4,EX,H6,950,-2.278837,34.031884,12/14/2017,03.10.2018,86,320.25,The.tri,6,10.25,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,35,35
WET_W_4_OP_H6,WET_W_4_H6,WET_W,WET_W_4,Handajega,WET,W,4,OP,H6,950,-2.278837,34.031884,12/14/2017,03.10.2018,86,320.25,The.tri,2.5,3.25,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,35,35
WET_P_1_EX_H6,WET_P_1_H6,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H6,957,-2.350052,34.049976,12/13/2017,03.09.2018,86,297.55,Chr.ori,2.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,90,90
WET_P_1_OP_H6,WET_P_1_H6,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H6,957,-2.350052,34.049976,12/13/2017,03.09.2018,86,297.55,Chr.ori,1.5,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,80,80
WET_P_2_EX_H6,WET_P_2_H6,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H6,959,-2.348488,34.05011,12/13/2017,03.09.2018,86,297.55,Chr.ori,5.5,16,,,,3.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,95,95
WET_P_2_OP_H6,WET_P_2_H6,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H6,959,-2.348488,34.05011,12/13/2017,03.09.2018,86,297.55,Chr.ori,2.5,3.63,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,75,75
WET_P_3_EX_H6,WET_P_3_H6,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H6,1022,-2.367293,34.062509,12/13/2017,03.09.2018,86,297.55,Chr.ori,2,10,,,,,,,,,,,,,10.00,,,,3.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,90,90
WET_P_3_OP_H6,WET_P_3_H6,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H6,1022,-2.367293,34.062509,12/13/2017,03.09.2018,86,297.55,Chr.ori,1.5,2.25,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,78,85,85
WET_P_4_EX_H6,WET_P_4_H6,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H6,1020,-2.36857,34.062586,12/13/2017,03.09.2018,86,297.55,Chr.ori,3.5,20.25,,,,,,,,,,,,,30.00,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,95,95
WET_P_4_OP_H6,WET_P_4_H6,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H6,1020,-2.36857,34.062586,12/13/2017,03.09.2018,86,297.55,Chr.ori,1.5,4.63,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,80,80
DRY_W_1_EX_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H6,995,-3.299332,34.848458,12.11.2017,03.07.2018,86,426.87,Cyn.dac,2.5,11.25,,,,,,,,,,,,,5.00,,,,,,,13.00,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,48,50
DRY_W_1_EX2_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H6,995,-3.299332,34.848458,12.11.2017,03.07.2018,86,426.87,Cyn.dac,3.5,20.25,,,5.00,,,,,,,,,,15.00,,,,,,,10.00,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,30,75,75
DRY_W_1_OP_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H6,995,-3.299332,34.848458,12.11.2017,03.07.2018,86,426.87,Cyn.dac,0.5,2,,,1.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,2,10,10
DRY_W_2_EX_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H6,980,-3.303268,34.847796,12.11.2017,03.07.2018,86,426.87,Cyn.dac,1.5,11.75,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,3.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,20,48,48
DRY_W_2_EX2_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H6,980,-3.303268,34.847796,12.11.2017,03.07.2018,86,426.87,Cyn.dac,2,5.75,,,5.00,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,2.00,,,,,,,,,10,41,41
DRY_W_2_OP_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H6,980,-3.303268,34.847796,12.11.2017,03.07.2018,86,426.87,Cyn.dac,1,2.25,,,1.00,,,,,,,,,,4.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,20
DRY_W_3_EX_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H6,998,-3.295645,34.852435,12.11.2017,03.07.2018,86,426.87,Cyn.dac,3,5,,,,,,,,,,,,,,,,,,,,20.00,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,55,55
DRY_W_3_EX2_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H6,998,-3.295645,34.852435,12.11.2017,03.07.2018,86,426.87,Cyn.dac,2.5,4.13,,,,,,,,,,,,,,,,,,,,15.00,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,2.00,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,25,53,55
DRY_W_3_OP_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H6,998,-3.295645,34.852435,12.11.2017,03.07.2018,86,426.87,Cyn.dac,3,2,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,40
DRY_W_4_EX_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H6,1000,-3.296013,34.854327,12.11.2017,03.07.2018,86,427.57,Cyn.dac,1.5,9.38,,,,,,,,,,,,,,,,,,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,7,45,45
DRY_W_4_EX2_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H6,1000,-3.296013,34.854327,12.11.2017,03.07.2018,86,427.57,Cyn.dac,1.5,2.13,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,30,30
DRY_W_4_OP_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H6,1000,-3.296013,34.854327,12.11.2017,03.07.2018,86,427.57,Cyn.dac,2,3.13,,,,,,,,,,,,,,,,,,,,12.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,3.00,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,36,35
DRY_P_1_EX_H6,DRY_P_1_H6,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H6,1009,-3.303212,34.847736,12.10.2017,03.08.2018,88,470.8,Chl.pyc,10.5,35.5,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,20.00,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,15.00,15.00,10.00,,,,,,,,,,,,,,,,,,,,0,95,95
DRY_P_1_OP_H6,DRY_P_1_H6,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H6,1009,-3.303212,34.847736,12.10.2017,03.08.2018,88,470.8,Chl.pyc,2,3.88,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,10.00,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,2.00,,,,,,,,,15,50,50
DRY_P_2_EX_H6,DRY_P_2_H6,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H6,1006,-3.408426,34.850244,12.10.2017,03.08.2018,88,470.8,Chl.pyc,2.5,17.25,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,5.00,,15.00,,,,,,,5.00,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,68,68
DRY_P_2_OP_H6,DRY_P_2_H6,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H6,1006,-3.408426,34.850244,12.10.2017,03.08.2018,88,470.8,Chl.pyc,1.5,1.25,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,5.00,5.00,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,30
DRY_P_3_EX_H6,DRY_P_3_H6,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H6,1001,-3.406316,34.850407,12.10.2017,03.08.2018,88,470.8,Chl.pyc,2,7.25,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,10.00,2.00,5.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,5.00,,,,,,,,,5.00,,,,,,,,,25,70,70
DRY_P_3_OP_H6,DRY_P_3_H6,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H6,1001,-3.406316,34.850407,12.10.2017,03.08.2018,88,470.8,Chl.pyc,1.5,4.5,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,10.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,30,70,70
DRY_P_4_EX_H6,DRY_P_4_H6,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H6,1003,-3.406853,34.8516,12.10.2017,03.08.2018,88,470.8,Chl.pyc,3,13.38,,,,,,,,,,,,,15.00,2.00,,,,,,,,,,,,,,,20.00,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,,5,62,62
DRY_P_4_OP_H6,DRY_P_4_H6,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H6,1003,-3.406853,34.8516,12.10.2017,03.08.2018,88,470.8,Chl.pyc,2,3.75,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,5.00,,,,,,,,,5,45,45
SE_1_EX_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,EX,H6,1023,-2.437747,34.855162,12/15/2017,03.12.2018,87,327.09,Dig.mac,17,37,,,,,,,,,,,,,5.00,,,,35.00,,,,,,,,,,5.00,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,13,98,98
SE_1_EX2_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,EX2,H6,1023,-2.437747,34.855162,12/15/2017,03.12.2018,87,327.09,Dig.mac,6.5,30.5,,,,5.00,,,,,,,,,20.00,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,15,60,60
SE_1_OP_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,OP,H6,1023,-2.437747,34.855162,12/15/2017,03.12.2018,87,327.09,Dig.mac,4,18.75,,,,10.00,,,,,,,,,5.00,,,,15.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,10,50,50
SE_2_EX_H6,SE_2_H6,SE,SE_2,Seronera,SE,W,2,EX,H6,1025,-2.437766,34.855394,12/15/2017,03.12.2018,87,327.09,Dig.mac,6,30.5,,,,,,,,,,,,,3.00,,,,15.00,,,,,,,,,,20.00,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,2.00,,,,,,,,,,,,,,,20,70,70
SE_2_EX2_H6,SE_2_H6,SE,SE_2,Seronera,SE,W,2,EX2,H6,1025,-2.437766,34.855394,12/15/2017,03.12.2018,87,327.09,Dig.mac,11,45.5,,,,,,,,,,,,15.00,,,,,15.00,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,35,90,90
SE_2_OP_H6,SE_2_H6,SE,SE_2,Seronera,SE,W,2,OP,H6,1025,-2.437766,34.855394,12/15/2017,03.12.2018,87,327.09,Dig.mac,6,24.75,,,5.00,,,,,,,,,,,,,,10.00,,,,,,,,,,5.00,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,15,55,55
SE_3_EX_H6,SE_3_H6,SE,SE_3,Seronera,SE,W,3,EX,H6,1027,-2.437991,34.855418,12/15/2017,03.12.2018,87,327.09,Dig.mac,9,27.5,,,,20.00,,,,,,,,,,15.00,,,15.00,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,5.00,5.00,,,,,,,,,,,,,,15,100,90
SE_3_EX2_H6,SE_3_H6,SE,SE_3,Seronera,SE,W,3,EX2,H6,1027,-2.437991,34.855418,12/15/2017,03.12.2018,87,327.09,Dig.mac,4,18.5,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,15,50,50
SE_3_OP_H6,SE_3_H6,SE,SE_3,Seronera,SE,W,3,OP,H6,1027,-2.437991,34.855418,12/15/2017,03.12.2018,87,327.09,Dig.mac,3.5,9.5,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,5.00,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,20,45,45
SE_4_EX_H6,SE_4_H6,SE,SE_4,Seronera,SE,W,4,EX,H6,1026,-2.438079,34.854989,12/15/2017,03.12.2018,87,327.09,Dig.mac,3.5,27.5,,,,,20.00,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,25,70,70
SE_4_EX2_H6,SE_4_H6,SE,SE_4,Seronera,SE,W,4,EX2,H6,1026,-2.438079,34.854989,12/15/2017,03.12.2018,87,327.09,Dig.mac,8,46,,,,,,,,,,,,,,,,10.00,25.00,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,35.00,,,,,,,,,,,,,,,,8,98,98
SE_4_OP_H6,SE_4_H6,SE,SE_4,Seronera,SE,W,4,OP,H6,1026,-2.438079,34.854989,12/15/2017,03.12.2018,87,327.09,Dig.mac,10.5,18.25,,,,,,,,,,,,,,,,,30.00,,,,,,,,,5.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,80,80
WET_W_1_EX_H7,WET_W_1_H7,WET_W,WET_W_1,Handajega,WET,W,1,EX,H7,954,-2.272484,34.023326,03.10.2018,5/22/2018,73,523.94,The.tri,14.5,101.2,,5.00,,,,,5.00,,,,,,,,,5.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,35,100,100
WET_W_1_OP_H7 ,WET_W_1_H7,WET_W,WET_W_1,Handajega,WET,W,1,OP,H7,954,-2.272484,34.023326,03.10.2018,5/22/2018,73,523.94,The.tri,7,81,,,,,,,,,,,,,10.00,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,40,90,90
WET_W_2_EX_H7,WET_W_2_H7,WET_W,WET_W_2,Handajega,WET,W,2,EX,H7,953,-2.2783,34.024459,03.10.2018,5/22/2018,73,523.94,The.tri,14,93.8,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,40,97,97
WET_W_2_OP_H7,WET_W_2_H7,WET_W,WET_W_2,Handajega,WET,W,2,OP,H7,953,-2.2783,34.024459,03.10.2018,5/22/2018,73,523.94,The.tri,11,76,,,,,,,20.00,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,20.00,,,,,,,3.00,,,,,,,,,,,,,,,,,,20,93,93
WET_W_3_EX_H7,WET_W_3_H7,WET_W,WET_W_3,Handajega,WET,W,3,EX,H7,951,-2.277999,34.027678,03.10.2018,5/22/2018,73,523.94,The.tri,13,63.4,,,,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90
WET_W_3_OP_H7,WET_W_3_H7,WET_W,WET_W_3,Handajega,WET,W,3,OP,H7,951,-2.277999,34.027678,03.10.2018,5/22/2018,73,523.94,The.tri,14,81.2,,,5.00,,,,60.00,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,5,85,85
WET_W_4_EX_H7,WET_W_4_H7,WET_W,WET_W_4,Handajega,WET,W,4,EX,H7,950,-2.278837,34.031884,03.10.2018,5/22/2018,73,523.94,The.tri,16,80,10.00,,,,,,,,,,,,,,,,65.00,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,90
WET_W_4_OP_H7,WET_W_4_H7,WET_W,WET_W_4,Handajega,WET,W,4,OP,H7,950,-2.278837,34.031884,03.10.2018,5/22/2018,73,523.94,The.tri,15,110.6,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,55,90,90
WET_P_1_EX_H7,WET_P_1_H7,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H7,957,-2.350052,34.049976,03.09.2018,5/21/2018,73,505.46,Chr.ori,4.5,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,92,97,97
WET_P_1_OP_H7,WET_P_1_H7,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H7,957,-2.350052,34.049976,03.09.2018,5/21/2018,73,505.46,Chr.ori,4.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,90,95,95
WET_P_2_EX_H7,WET_P_2_H7,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H7,959,-2.348488,34.05011,03.09.2018,5/21/2018,73,505.46,Chr.ori,5,66.6,,,,5.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,76,96,96
WET_P_2_OP_H7,WET_P_2_H7,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H7,959,-2.348488,34.05011,03.09.2018,5/21/2018,73,505.46,Chr.ori,5,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,80,95,95
