plot.id;block.id.harvest;site.id;block.id;site.name;region;landuse;block;treatment;harvest;wp;lat;long;setup.date;harvest.date;growth.period;rain.sum;target.sp.;pasture.disc.setup;height. setup;target.sp.cover.setup;total.veg.cover.setup;Comments (setup);Observer(s) setup;pasture.disc.harvest;height.harvest;target.sp.cover.harvest;total.veg.cover.harvest;Comments (harvest);Observer(s) harvest;PREVIOUS (HX-1)biomass.target.sp.g;PREVIOUS (HX-1)biomass.total.g;biomass.target.sp.;Sub.SUA;Sub.NTNU;biomass.other.sp.;Sub.SUA;Sub.NTNU;N.target.SUA;N.target.SUA17;N.target.NMBU;N.target.NTNU;P.target.SUA;P.target.SUA17;P.target.NMBU;P.target.USDM;N.other.SUA;N.other.SUA17;N.other.NMBU;N.other.NTNU;P.otherSUA;P.other.SUA17;P.other.NTNU;P.other.USDM;;;;;biomass.total.g;productivity.target.g.m2.day;consumption.target.g.m2.day;productivity.total.g.m2.day;consumption.total.g.m2.day
DRY_P_2_EX_H4;DRY_P_2_H4;DRY_P;DRY_P_2;Makao;DRY;P;2;EX;H4;1006;-3.408426;34.850244;22.07.2017;27.09.2017;67;6.53;Chl.pyc;0.5;0.4;5;10;;;0;0;1;4;;JB, MKA;4.42;21.3;0.00;;;0.00;;;;;;;;;;;;;;;;;;;;;;;0.00;-0.02;0.00;-0.33;0.00
DRY_P_2_OP_H4;DRY_P_2_H4;DRY_P;DRY_P_2;Makao;DRY;P;2;OP;H4;1006;-3.408426;34.850244;22.07.2017;27.09.2017;67;6.53;Chl.pyc;2.0;4.6;5;20;;;0;0;1;4;Plot in shade from the trees. A small tree in the plot. ;JB, MKA;0.44;8.02;0.00;;;0.00;;;;;;;;;;;;;;;;;;;;;;;0.00;-0.02;;-0.33;
DRY_P_3_EX_H4;DRY_P_3_H4;DRY_P;DRY_P_3;Makao;DRY;P;3;EX;H4;1001;-3.406316;34.850407;22.07.2017;27.09.2017;67;6.53;Chl.pyc;0.5;0.9;4;8;;;0;0;1;3;;JB, MKA;1.43;15.61;0.00;;;0.00;;;;;;;;;;;;;;;;;;;;;;;0.00;-0.02;;-0.35;
DRY_P_3_OP_H4;DRY_P_3_H4;DRY_P;DRY_P_3;Makao;DRY;P;3;OP;H4;1001;-3.406316;34.850407;22.07.2017;27.09.2017;67;6.53;Chl.pyc;0.5;1.0;2;8;;;;;;;Plot missing;JB, MKA;0.43;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DRY_P_4_EX_H4;DRY_P_4_H4;DRY_P;DRY_P_4;Makao;DRY;P;4;EX;H4;1003;-3.406853;34.851600;22.07.2017;27.09.2017;67;6.53;Chl.pyc;0.7;1.4;7;15;;;0;0;1;8;No biomass harvested. ;JB, MKA;2.6;20.86;0.00;;;0.00;;;;;;;;;;;;;;;;;;;;;;;0.00;-0.04;;-0.24;
DRY_P_4_OP_H4;DRY_P_4_H4;DRY_P;DRY_P_4;Makao;DRY;P;4;OP;H4;1003;-3.406853;34.851600;22.07.2017;27.09.2017;67;6.53;Chl.pyc;1.0;0.9;2;10;;;;;;;Plot missing;JB, MKA;0.98;5.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_1_EX_H4;SE_1_H4;SE;SE_1;Seronera;SE;W;1;EX;H4;1023;-2.437747;34.855162;26.07.2017;25.09.2017;61;167.09;Dig.mac;4.0;7.6;25;35;;;5;10.2;20;50;;JB, MKA;18.05;51.35;30.41;5.04;4.95;30.83;5.07;4.97;1.75;;;;0.03;;;;2.63;;;;0.15;;;;;;;;61.24;0.94;0.32;1.43;0.64
SE_1_EX2_H4;SE_1_H4;SE;SE_1;Seronera;SE;W;1;EX2;H4;1023;-2.437747;34.855162;26.07.2017;25.09.2017;61;167.09;Dig.mac;2.5;10.8;20;50;;;7;15;30;70;;JB, MKA;13.9;24.58;23.55;5.06;4.71;55.17;5.04;5.05;2.17;;;;0.15;;;;1.09;;;;0.14;;;;;;;;78.72;0.63;0.01;2.22;1.44
SE_1_OP_H4;SE_1_H4;SE;SE_1;Seronera;SE;W;1;OP;H4;1023;-2.437747;34.855162;26.07.2017;25.09.2017;61;167.09;Dig.mac;2.2;6.8;20;30;;;2.5;7;25;40;;JB, MKA;9.69;29.92;23.30;5.13;4.98;23.81;5.13;4.89;1.69;;;;0.12;;;;2.17;;;;0.13;;;;;;;;47.11;0.62;;0.78;
SE_2_EX_H4;SE_2_H4;SE;SE_2;Seronera;SE;W;2;EX;H4;1025;-2.437766;34.855394;26.07.2017;25.09.2017;61;167.09;Dig.mac;4.2;17.8;10;45;;;5;10.8;12;70;Destroyed plot, toppled over. Some grazing in plot, but not much. ;JB, MKA;7.72;23.09;10.67;6.18;4.49;72.08;5.06;5.06;1.58;;;;0.13;;;;1.44;;;;0.12;;;;;;;;82.75;-0.30;-0.07;2.23;1.81
SE_2_EX2_H4;SE_2_H4;SE;SE_2;Seronera;SE;W;2;EX2;H4;1025;-2.437766;34.855394;26.07.2017;25.09.2017;61;167.09;Dig.mac;2.2;9.0;5;30;;;2.75;7.6;8;35;;JB, MKA;29.3;60.32;8.58;4.94;3.65;40.10;5.03;4.72;1.40;;;;0.14;;;;1.54;;;;0.14;;;;;;;;48.68;-0.39;-0.16;0.68;0.25
SE_2_OP_H4;SE_2_H4;SE;SE_2;Seronera;SE;W;2;OP;H4;1025;-2.437766;34.855394;26.07.2017;25.09.2017;61;167.09;Dig.mac;3.5;4.8;12;40;;;3.5;6.2;17;40;;JB, MKA;17.15;33.74;12.14;5.06;4.66;30.97;5.09;4.95;1.26;;;;0.07;;;;1.36;;;;0.12;;;;;;;;43.11;-0.23;;0.43;
SE_3_EX_H4;SE_3_H4;SE;SE_3;Seronera;SE;W;3;EX;H4;1027;-2.437991;34.855418;26.07.2017;25.09.2017;61;167.09;Dig.mac;4.4;12.2;20;65;;;5.5;13.4;25;60;;JB, MKA;12.5;18.42;34.89;5.22;4.93;53.18;5.19;5.00;1.16;;;;0.10;;;;1.65;;;;0.11;;;;;;;;88.07;1.28;1.23;2.68;2.94
SE_3_EX2_H4;SE_3_H4;SE;SE_3;Seronera;SE;W;3;EX2;H4;1027;-2.437991;34.855418;26.07.2017;25.09.2017;61;167.09;Dig.mac;2.5;9.2;22;35;;;2.25;7.2;18;35;Others <5 ;JB, MKA;10.12;29.83;18.62;5.17;4.73;19.16;5.14;5.07;1.51;;;;0.19;;;;1.79;;;;0.17;;;;;;;;37.78;0.54;0.49;0.39;0.65
SE_3_OP_H4;SE_3_H4;SE;SE_3;Seronera;SE;W;3;OP;H4;1027;-2.437991;34.855418;26.07.2017;25.09.2017;61;167.09;Dig.mac;3.5;1.4;7;25;;;3.5;3.2;10;27;;JB, MKA;6.81;29.12;7.86;4.81;3.05;15.66;5.03;4.70;1.19;;;;0.12;;;;1.30;;;;0.09;;;;;;;;23.52;0.05;;-0.26;
SE_4_EX_H4;SE_4_H4;SE;SE_4;Seronera;SE;W;4;EX;H4;1026;-2.438079;34.854989;26.07.2017;25.09.2017;61;167.09;Dig.mac;3.2;9.2;15;30;;;4;8.6;20;40;;JB, MKA;16.55;40.81;18.33;5.14;5.00;18.93;5.02;4.72;1.26;;;;0.15;;;;1.69;;;;0.13;;;;;;;;37.26;0.53;0.12;1.08;0.33
SE_4_EX2_H4;SE_4_H4;SE;SE_4;Seronera;SE;W;4;EX2;H4;1026;-2.438079;34.854989;26.07.2017;25.09.2017;61;167.09;Dig.mac;2.5;8.4;15;25;;;5.75;7.8;20;40;;JB, MKA;5.67;25.39;27.72;5.16;4.78;23.55;5.05;4.89;1.40;;;;0.19;;;;1.33;;;;0.12;;;;;;;;51.27;0.95;0.55;1.72;0.97
SE_4_OP_H4;SE_4_H4;SE;SE_4;Seronera;SE;W;4;OP;H4;1026;-2.438079;34.854989;26.07.2017;25.09.2017;61;167.09;Dig.mac;2.5;8.8;15;30;;;2.5;5.4;12;35;Others ~8% in total, <5 each;JB, MKA;6.8;13.57;15.60;5.04;5.08;14.35;5.09;4.56;1.72;;;;0.20;;;;1.65;;;;0.14;;;;;;;;29.95;0.40;;0.75;
WET_W_1_EX_H5;WET_W_1_H5;WET_W;WET_W_1;Handajega;WET;W;1;EX;H5;954;-2.272484;34.023326;01.10.2017;14.12.2017;74;428.22;The.tri;4.4;14.4;15;40;Hard to find The.tri outside of the tree canopies (Especially site 1). Next time - 50-60 m to NE? ;;5;63.2;18;60;;Richard, SWS;10.26;56.77;14.00;6.00;;41.45;;;1.09;;;;0.09;;;;;;;;;;;;;;;;55.45;0.20;0.30;0.37;0.99
WET_W_1_OP_H5;WET_W_1_H5;WET_W;WET_W_1;Handajega;WET;W;1;OP;H5;954;-2.272484;34.023326;01.10.2017;14.12.2017;74;428.22;The.tri;3.5;8.6;10;30;Dung from Thomson gazelle in plot;;4;55.2;20;65;One corner marker missing. Based on The.tri cover. No Panicum found! (Was found in setup);Richard, SWS;8.78;45.69;6.00;3.00;;23.00;8.00;;1.05;;;;0.18;;;;1.02;;;;0.18;;;;;;;;29.00;-0.10;;-0.63;
WET_W_2_EX_H5;WET_W_2_H5;WET_W;WET_W_2;Handajega;WET;W;2;EX;H5;953;-2.278300;34.024459;01.10.2017;14.12.2017;74;428.22;The.tri;2.7;3.6;15;30;;;3.5;30.2;15;55;;Richard, SWS;7.72;27.75;12.00;5.00;;9.00;3.00;;1.09;;;;0.31;;;;1.30;;;;0.32;;;;;;;;21.00;0.15;0.04;-0.33;-0.79
WET_W_2_OP_H5;WET_W_2_H5;WET_W;WET_W_2;Handajega;WET;W;2;OP;H5;953;-2.278300;34.024459;01.10.2017;14.12.2017;74;428.22;The.tri;3.5;11.8;30;60;Others <5;;5.3;43;30;95;;Richard, SWS;8.07;29.88;11.00;5.00;;31.00;7.00;;0.84;;;;0.22;;;;;;;;;;;;;;;;42.00;0.11;;0.45;
WET_W_3_EX_H5;WET_W_3_H5;WET_W;WET_W_3;Handajega;WET;W;3;EX;H5;951;-2.277999;34.027678;01.10.2017;14.12.2017;74;428.22;The.tri;7.7;21.4;10;55;;;10;55.2;20;85;;Richard, SWS;10.83;39.04;19.00;8.00;;27.00;8.00;;0.81;;;;0.15;;;;0.88;;;;0.18;;;;;;;;46.00;0.20;0.45;-1.97;1.28
WET_W_3_OP_H5;WET_W_3_H5;WET_W;WET_W_3;Handajega;WET;W;3;OP;H5;951;-2.277999;34.027678;01.10.2017;14.12.2017;74;428.22;The.tri;3.0;4.6;12;40;Others <5;;4;23;40;65;;Richard, SWS;13.75;98.39;7.00;4.00;;5.00;2.00;;0.95;;;;0.24;;;;2.45;;;;0.25;;;;;;;;12.00;-0.25;;-3.24;
WET_W_4_EX_H5;WET_W_4_H5;WET_W;WET_W_4;Handajega;WET;W;4;EX;H5;950;-2.278837;34.031884;01.10.2017;14.12.2017;74;428.22;The.tri;3.6;11.0;34;45;;;9.5;51.6;55;92;;Richard, SWS;51.26;58.63;21.00;5.00;;41.29;;;0.74;;;;0.17;;;;;;;;;;;;;;;;62.29;0.47;0.34;1.03;1.29
WET_W_4_OP_H5;WET_W_4_H5;WET_W;WET_W_4;Handajega;WET;W;4;OP;H5;950;-2.278837;34.031884;01.10.2017;14.12.2017;74;428.22;The.tri;3.8;8.4;22;27;Others <5;;5;49;50;55;;Richard, SWS;8.57;34.95;12.00;6.00;;16.00;7.00;;1.02;;;;0.17;;;;0.98;;;;0.18;;;;;;;;28.00;0.13;;-0.26;
WET_P_1_EX_H5;WET_P_1_H5;WET_P;WET_P_1;Mwantimba;WET;P;1;EX;H5;957;-2.350052;34.049976;30.09.2017;13.12.2017;74;512.07;Chr.ori;0.0;0.9;16;20;Others <5;;3;9.6;80;95;;Richard, SWS;22.77;23.96;12.00;4.00;;4.00;2.00;;1.65;;;;0.11;;;;1.36;;;;0.02;;;;;;;;16.00;-0.84;0.19;-0.73;0.30
WET_P_1_OP_H5;WET_P_1_H5;WET_P;WET_P_1;Mwantimba;WET;P;1;OP;H5;957;-2.350052;34.049976;30.09.2017;13.12.2017;74;512.07;Chr.ori;0.0;1.4;21;26;Others <5;;1;1.8;85;95;No markers. Based on distance + Chr ori cover;Richard, SWS;34.5;35.44;7.00;3.00;;1.00;1.00;;1.82;;;;0.03;;;;2.24;;;;0.17;;;;;;;;8.00;-1.03;;-1.03;
WET_P_2_EX_H5;WET_P_2_H5;WET_P;WET_P_2;Mwantimba;WET;P;2;EX;H5;959;-2.348488;34.050110;30.09.2017;13.12.2017;74;512.07;Chr.ori;0.0;1.2;8;12;Others <5;;4.5;20.2;65;92;;Richard, SWS;20.96;26.78;9.00;4.00;;11.00;5.00;;2.03;;;;0.12;;;;1.23;;;;0.09;;;;;;;;20.00;-0.33;0.11;0.04;0.45
WET_P_2_OP_H5;WET_P_2_H5;WET_P;WET_P_2;Mwantimba;WET;P;2;OP;H5;959;-2.348488;34.050110;30.09.2017;13.12.2017;74;512.07;Chr.ori;0.0;1.0;14;18;;;2.4;4.2;60;72;;Richard, SWS;17.9;19.01;6.00;3.00;;2.00;2.00;;2.24;;;;0.09;;;;2.03;;;;0.05;;;;;;;;8.00;-0.45;;-0.41;
WET_P_3_EX_H5;WET_P_3_H5;WET_P;WET_P_3;Mwantimba;WET;P;3;EX;H5;1022;-2.367293;34.062509;30.09.2017;13.12.2017;74;512.07;Chr.ori;1.0;1.3;44;55;Others <5;;2;4.8;85;97;;Richard, SWS;13.18;18.56;14.00;6.00;;7.00;4.00;;1.96;;;;0.33;;;;1.72;;;;0.04;;;;;;;;21.00;0.05;-0.03;0.23;0.15
WET_P_3_OP_H5;WET_P_3_H5;WET_P;WET_P_3;Mwantimba;WET;P;3;OP;H5;1022;-2.367293;34.062509;30.09.2017;13.12.2017;74;512.07;Chr.ori;1.5;1.8;25;45;Others <5;;2;2.4;68;75;Ind.volk and Kyllinga sp. <5 %;Richard, SWS;12.64;14.74;14.89;;;2.00;2.00;;;;;;;;;;2.07;;;;0.14;;;;;;;;16.89;0.08;;0.08;
WET_P_4_EX_H5;WET_P_4_H5;WET_P;WET_P_4;Mwantimba;WET;P;4;EX;H5;1020;-2.368570;34.062586;30.09.2017;13.12.2017;74;512.07;Chr.ori;1.0;1.2;18;26;Others <5;;3.5;27.1;55;85;;Richard, SWS;13.92;21.18;21.78;;;34.47;;;;;;;;;;;;;;;;;;;;;;;56.25;0.16;0.59;0.98;1.55
WET_P_4_OP_H5;WET_P_4_H5;WET_P;WET_P_4;Mwantimba;WET;P;4;OP;H5;1020;-2.368570;34.062586;30.09.2017;13.12.2017;74;512.07;Chr.ori;1.0;2.4;37;30;;;1.5;4.3;55;65;;Richard, SWS;17.63;30.06;6.00;3.00;;9.00;4.00;;2.17;;;;0.07;;;;2.10;;;;0.21;;;;;;;;15.00;-0.44;;-0.57;
DRY_W_1_EX_H5;DRY_W_1_H5;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX;H5;995;-3.299332;34.848458;28.09.2017;11.12.2017;74;151.07;Cyn.dac;3.5;9.8;5;32;;;2.5;4.2;15;20;;Richard, SWS;2.28;9.65;7.70;;;22.00;8.00;;;;;;;;;;2.14;;;;0.26;;;;;;;;29.70;0.13;0.21;0.76;0.96
DRY_W_1_EX2_H5;DRY_W_1_H5;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX2;H5;995;-3.299332;34.848458;28.09.2017;11.12.2017;74;151.07;Cyn.dac;2.5;2.2;9;12;Others <5;;3;10.3;15;60;;Richard, SWS;5.32;18.94;11.96;;;2.00;2.00;;0.23;;;;0.13;;;;3.26;;;;0.29;;;;;;;;13.96;0.29;0.37;0.17;0.37
DRY_W_1_OP_H5;DRY_W_1_H5;DRY_W;DRY_W_1;Maswa;DRY;W;1;OP;H5;995;-3.299332;34.848458;28.09.2017;11.12.2017;74;151.07;Cyn.dac;3.0;1.2;7;10;Others <5;;3.5;0.8;5;10;No markers. Based on distane + Cyn dac.;Richard, SWS;4.33;9.54;2.00;2.00;;2.00;2.00;;1.19;;;;0.08;;;;2.80;;;;0.22;;;;;;;;4.00;-0.09;;-0.21;
DRY_W_2_EX_H5;DRY_W_2_H5;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX;H5;980;-3.303268;34.847796;28.09.2017;11.12.2017;74;151.07;Cyn.dac;1.6;4.4;10;23;;;2;4.2;20;28;;Richard, SWS;12.35;15.76;4.00;2.00;;16.87;;;1.75;;;;0.07;;;;;;;;;;;;;;;;20.87;0.06;0.08;0.61;0.60
DRY_W_2_EX2_H5;DRY_W_2_H5;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX2;H5;980;-3.303268;34.847796;28.09.2017;11.12.2017;74;151.07;Cyn.dac;1.0;2.4;10;13;Others <5;;1.5;3.9;12;45;;Richard, SWS;3.87;7.92;5.00;2.00;;3.00;3.00;;2.21;;;;0.07;;;;3.22;;;;0.38;;;;;;;;8.00;0.09;0.11;0.13;0.11
DRY_W_2_OP_H5;DRY_W_2_H5;DRY_W;DRY_W_2;Maswa;DRY;W;2;OP;H5;980;-3.303268;34.847796;28.09.2017;11.12.2017;74;151.07;Cyn.dac;1.5;2.4;5;15;;;1;1.8;8;26;One corner missing. Based on Cyn dac cover;Richard, SWS;2.52;4.57;2.00;2.00;;3.00;3.00;;1.51;;;;0.20;;;;1.96;;;;0.15;;;;;;;;5.00;-0.02;;0.02;
DRY_W_3_EX_H5;DRY_W_3_H5;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX;H5;998;-3.295645;34.852435;28.09.2017;11.12.2017;74;151.07;Cyn.dac;2.0;2.0;10;17;Others <5;;1;0.9;8;35;;Richard, SWS;5.11;10.57;10.48;;;4.00;4.00;;;;;;;;;;3.22;;;;0.18;;;;;;;;14.48;0.26;0.28;0.28;0.36
DRY_W_3_EX2_H5;DRY_W_3_H5;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX2;H5;998;-3.295645;34.852435;28.09.2017;11.12.2017;74;151.07;Cyn.dac;1.0;1.6;1;7;Others <5;;2;2.5;10;35;;Richard, SWS;1.77;4.92;2.00;2.00;;6.00;3.00;;1.79;;;;0.16;;;;3.32;;;;0.34;;;;;;;;8.00;-0.06;-0.04;0.04;0.11
DRY_W_3_OP_H5;DRY_W_3_H5;DRY_W;DRY_W_3;Maswa;DRY;W;3;OP;H5;998;-3.295645;34.852435;28.09.2017;11.12.2017;74;151.07;Cyn.dac;1.8;1.4;10;10;;;2.5;1.9;5;10;One corner missing. Based on Cyn dac cover;Richard, SWS;3.6;6.89;3.00;3.00;;2.00;2.00;;1.75;;;;0.15;;;;4.16;;;;0.40;;;;;;;;5.00;-0.02;;-0.07;
DRY_W_4_EX_H5;DRY_W_4_H5;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX;H5;1000;-3.296013;34.854327;28.09.2017;11.12.2017;74;214.85;Cyn.dac;1.3;2.4;10;10;;;1;5.1;15;20;;Richard, SWS;3.8;7.67;3.00;3.00;;8.00;3.20;;2.35;;;;0.08;;;;4.41;;;;0.24;;;;;;;;11.00;0.05;-0.15;0.18;0.08
DRY_W_4_EX2_H5;DRY_W_4_H5;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX2;H5;1000;-3.296013;34.854327;28.09.2017;11.12.2017;74;214.85;Cyn.dac;1.8;3.4;8;12;;;1;5.2;20;45;;Richard, SWS;3.92;10.21;4.00;4.00;;1.31;;;1.65;;;;0.04;;;;;;;;;;;;;;;;5.31;0.09;-0.11;-0.04;-0.14
DRY_W_4_OP_H5;DRY_W_4_H5;DRY_W;DRY_W_4;Maswa;DRY;W;4;OP;H5;1000;-3.296013;34.854327;28.09.2017;11.12.2017;74;214.85;Cyn.dac;1.5;7.6;10;14;Others <5;;1.5;2.6;25;40;;Richard, SWS;1.72;6.33;7.00;3.00;;2.00;2.00;;2.28;;;;0.08;;;;3.68;;;;0.17;;;;;;;;9.00;0.20;;0.10;
DRY_P_1_EX_H5;DRY_P_1_H5;DRY_P;DRY_P_1;Makao;DRY;P;1;EX;H5;1009;-3.303212;34.847736;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;4;;;0.8;1.6;10;25;;Richard, SWS;0.18;2.37;1.00;1.00;;1.00;;;3.40;;;;0.20;;;;3.68;;;;0.31;;;;;;;;2.00;0.04;0.01;0.08;-0.34
DRY_P_1_OP_H5;DRY_P_1_H5;DRY_P;DRY_P_1;Makao;DRY;P;1;OP;H5;1009;-3.303212;34.847736;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;6;;;0;0.8;15;35;Missing pegs. Based on distance;Richard, SWS;0;0;0.85;;;10.11;;;;;;;;;;;;;;;;;;;;;;;10.96;0.03;;0.41;
DRY_P_2_EX_H5;DRY_P_2_H5;DRY_P;DRY_P_2;Makao;DRY;P;2;EX;H5;1006;-3.408426;34.850244;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;6;;;2.9;3.3;5;35;;Richard, SWS;0;0;1.00;1.00;;4.00;4.00;;2.38;;;;0.29;;;;3.64;;;;0.59;;;;;;;;5.00;0.04;0.00;0.19;0.11
DRY_P_2_OP_H5;DRY_P_2_H5;DRY_P;DRY_P_2;Makao;DRY;P;2;OP;H5;1006;-3.408426;34.850244;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;3;;;0;0.7;4;10;;Richard, SWS;0;0;1.00;1.00;;1.00;1.00;;1.51;;;;0.08;;;;2.03;;;;0.05;;;;;;;;2.00;0.04;;0.08;
DRY_P_3_EX_H5;DRY_P_3_H5;DRY_P;DRY_P_3;Makao;DRY;P;3;EX;H5;1001;-3.406316;34.850407;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;4;;;0.5;2.5;5;18;;Richard, SWS;0;0;1.00;1.00;;3.17;;;2.31;;;;0.25;;;;;;;;;;;;;;;;4.17;0.04;0.00;0.16;0.07
DRY_P_3_OP_H5;DRY_P_3_H5;DRY_P;DRY_P_3;Makao;DRY;P;3;OP;H5;1001;-3.406316;34.850407;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;3;;;0;1.74;7;20;Missing pegs. Based on distance;Richard, SWS;0;0;1.00;1.00;;1.21;;;2.38;;;;0.11;;;;;;;;;;;;;;;;2.21;0.04;;0.08;
DRY_P_4_EX_H5;DRY_P_4_H5;DRY_P;DRY_P_4;Makao;DRY;P;4;EX;H5;1003;-3.406853;34.851600;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;7;;;0.5;3.2;5;35;;Richard, SWS;0;0;1.00;1.00;;1.00;1.00;;2.59;;;;0.13;;;;2.77;;;;0.19;;;;;;;;2.00;0.04;0.00;0.08;0.00
DRY_P_4_OP_H5;DRY_P_4_H5;DRY_P;DRY_P_4;Makao;DRY;P;4;OP;H5;1003;-3.406853;34.851600;27.09.2017;10.12.2017;74;128.55;Chl.pyc;0.0;0.0;1;5;;;0.5;1.1;18;32;Missing pegs. Based on distance + Chl.pyc.;Richard, VLH, PJ;0;0;1.00;1.00;;1.00;1.00;;3.01;;;;0.01;;;;2.66;;;;0.20;;;;;;;;2.00;0.04;;0.08;
SE_1_EX_H5;SE_1_H5;SE;SE_1;Seronera;SE;W;1;EX;H5;1023;-2.437747;34.855162;25.09.2017;15.12.2017;81;265.08;Dig.mac;4.5;7.4;30;40;Others <5;;5;15;20;50;;Richard, VLH, PJ;30.41;61.24;19.00;4.00;;16.00;9.00;;1.54;;;;0.29;;;;1.65;;;;0.25;;;;;;;;35.00;-0.15;-0.24;-0.42;0.17
SE_1_EX2_H5;SE_1_H5;SE;SE_1;Seronera;SE;W;1;EX2;H5;1023;-2.437747;34.855162;25.09.2017;15.12.2017;81;265.08;Dig.mac;5.3;11.4;35;45;;;5;21.9;25;35;;Richard, VLH, PJ;23.55;78.72;11.00;5.00;;30.00;9.00;;1.33;;;;0.20;;;;1.37;;;;0.36;;;;;;;;41.00;-0.42;-0.51;-0.21;0.38
SE_1_OP_H5;SE_1_H5;SE;SE_1;Seronera;SE;W;1;OP;H5;1023;-2.437747;34.855162;25.09.2017;15.12.2017;81;265.08;Dig.mac;6.0;9.0;30;55;;;3.5;0.5;20;40;;Richard, VLH, PJ;23.3;47.11;26.00;8.00;;4.00;2.00;;1.51;;;;0.20;;;;2.14;;;;0.28;;;;;;;;30.00;0.09;;-0.59;
SE_2_EX_H5;SE_2_H5;SE;SE_2;Seronera;SE;W;2;EX;H5;1025;-2.437766;34.855394;25.09.2017;15.12.2017;81;265.08;Dig.mac;3.0;3.6;20;30;;;4;17.6;20;47;;Richard, VLH, PJ;10.67;82.75;10.00;4.00;;21.00;7.00;;1.44;;;;0.08;;;;1.33;;;;0.15;;;;;;;;31.00;-0.07;0.17;-0.42;0.41
SE_2_EX2_H5;SE_2_H5;SE;SE_2;Seronera;SE;W;2;EX2;H5;1025;-2.437766;34.855394;25.09.2017;15.12.2017;81;265.08;Dig.mac;3.5;8.2;12;40;Abundant in species richness, but most <5%;;6;31.2;7;62;;Richard, VLH, PJ;8.58;48.68;3.00;3.00;;34.00;11.00;;0.84;;;;0.20;;;;1.05;;;;0.92;;;;;;;;37.00;-0.31;-0.07;-0.21;0.62
SE_2_OP_H5;SE_2_H5;SE;SE_2;Seronera;SE;W;2;OP;H5;1025;-2.437766;34.855394;25.09.2017;15.12.2017;81;265.08;Dig.mac;1.8;6.0;17;30;Abundant in species richness (Pan.col, Era sp., The.tri, Chl.pyc, Cyperus sp., Chr.ori) but most <5%;;3;3.7;10;30;;Richard, VLH, PJ;12.14;43.11;5.00;2.80;;14.00;6.00;;1.05;;;;0.26;;;;1.05;;;;0.20;;;;;;;;19.00;-0.24;;-0.83;
SE_3_EX_H5;SE_3_H5;SE;SE_3;Seronera;SE;W;3;EX;H5;1027;-2.437991;34.855418;25.09.2017;15.12.2017;81;265.08;Dig.mac;2.0;4.8;10;25;Others <5;;3;15.8;15;45;Destroyed;Richard, VLH, PJ;34.89;88.07;21.80;;;12.00;5.00;;;;;;;;;;1.72;;;;0.25;;;;;;;;33.80;0.48;0.58;0.35;0.68
SE_3_EX2_H5;SE_3_H5;SE;SE_3;Seronera;SE;W;3;EX2;H5;1027;-2.437991;34.855418;25.09.2017;15.12.2017;81;265.08;Dig.mac;3.0;3.4;23;35;Others ~7% total;;4;29;20;30;;Richard, VLH, PJ;18.62;37.78;9.00;4.00;;15.00;8.00;;1.30;;;;0.07;;;;1.51;;;;0.24;;;;;;;;24.00;0.04;0.14;0.02;0.34
SE_3_OP_H5;SE_3_H5;SE;SE_3;Seronera;SE;W;3;OP;H5;1027;-2.437991;34.855418;25.09.2017;15.12.2017;81;265.08;Dig.mac;2.3;3.2;15;28;;;2;1.7;10;45;;Richard, VLH, PJ;7.86;23.52;5.00;2.30;;9.00;4.00;;1.23;;;;0.18;;;;1.82;;;;0.28;;;;;;;;14.00;-0.10;;-0.33;
SE_4_EX_H5;SE_4_H5;SE;SE_4;Seronera;SE;W;4;EX;H5;1026;-2.438079;34.854989;25.09.2017;15.12.2017;81;265.08;Dig.mac;2.8;4.3;20;40;Others <5;;5.5;20.6;30;50;;Richard, VLH, PJ;18.33;37.26;12.00;5.00;;17.00;9.00;;1.26;;;;0.17;;;;2.10;;;;0.15;;;;;;;;29.00;-0.12;-0.56;-0.03;-0.49
SE_4_EX2_H5;SE_4_H5;SE;SE_4;Seronera;SE;W;4;EX2;H5;1026;-2.438079;34.854989;25.09.2017;15.12.2017;81;265.08;Dig.mac;4.3;5.8;25;40;;;7;21.6;25;65;;Richard, VLH, PJ;27.72;51.27;15.00;6.00;;37.43;;;1.23;;;;0.20;;;;;;;;;;;;;;;;52.43;-0.02;-0.46;0.77;0.31
