plot.id;block.id.harvest;site.id;block.id;site.name;region;landuse;block;treatment;harvest;wp;lat;long;setup.date;harvest.date;growth.period;rain.sum;target.sp.;pasture.disc.setup;height. setup;spo_pyr;mic_kun;sol_inc;the_tri;chr_ori;chl_pyc;het_con;orm_tri;spo_fes;dic_cin;dig_sp;dig_mac;bot_ins;ind_vol;ble_sp;cen_cil;cyp_sp;spo_ioc;pan_col;ind_sp;com_sp;pen_mez;tri_ter;gut_cor;bra_sp;eup_ind;ipo_mom;cyn_dac;906;918;921;963;964;965-967;sid_ova;jus_mat;her_sch;ind_hoc;dac_aeg;jus_bet;ari_sp;era_rac;era_ten;20;21;spo_mar;oxy_sin;leu_sp;leu_def;oxy_sp;bid_sp;dys_rad;sph_sp;com_ben;spo_afr;ath_sp;bra_sem;dys_sp;chl_gay;kyl_sp;cro_spi;bra_bri;tra_ber;arc_sp;ari_ken;dic_rad;ind_ere;spo_sp;gut_pet;mon_deb;era_sp;pan_max;spo_fim;cyn_ple;aca_rob;lon_sp;kyl_ner;eup_hir;dic_mon;kyl_alb;rue_pat;old_sp;spo_sta;aca_sey;aca_tor;com_afr;eus_pas;ipo_sp;mon_sp;het_ste;sen_aby;cyn_sp;hel_ste;son_sp;gut_sp;dac_gig;mar_sp;cra_pla;por_gra;het_sp;hyp_sp;ort_par;por_sp;tep_pum;hyp_dis;bot_scr;oci_sua;eup_ina;ach_asp;her_sp;dig_vel ;cya_sp;com_tru;bid_sch;mar_amo;sed_ort;target.sp.cover.setup;sum.sp.setup;total.veg.cover.setup
WET_P_1_EX_H4;WET_P_1_H4;WET_P;WET_P_1;Mwantimba;WET;P;1;EX;H4;957;-2.350052;34.049976;7/23/2017;9/30/2017;69;136.27;Chr.ori;1.6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;35;45
WET_P_1_OP_H4;WET_P_1_H4;WET_P;WET_P_1;Mwantimba;WET;P;1;OP;H4;957;-2.350052;34.049976;7/23/2017;9/30/2017;69;136.27;Chr.ori;1.3;1.2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;38;40
WET_P_2_EX_H4;WET_P_2_H4;WET_P;WET_P_2;Mwantimba;WET;P;2;EX;H4;959;-2.348488;34.05011;7/23/2017;9/30/2017;69;136.27;Chr.ori;1.7;3;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;35;40
WET_P_2_OP_H4;WET_P_2_H4;WET_P;WET_P_2;Mwantimba;WET;P;2;OP;H4;959;-2.348488;34.05011;7/23/2017;9/30/2017;69;136.27;Chr.ori;1.5;1.2;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;43;45
WET_P_3_EX_H4;WET_P_3_H4;WET_P;WET_P_3;Mwantimba;WET;P;3;EX;H4;1022;-2.367293;34.062509;7/23/2017;9/30/2017;69;136.27;Chr.ori;1.8;4.4;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;55;60
WET_P_3_OP_H4;WET_P_3_H4;WET_P;WET_P_3;Mwantimba;WET;P;3;OP;H4;1022;-2.367293;34.062509;7/23/2017;9/30/2017;69;136.27;Chr.ori;2;14.8;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;40;45
WET_P_4_EX_H4;WET_P_4_H4;WET_P;WET_P_4;Mwantimba;WET;P;4;EX;H4;1020;-2.36857;34.062586;7/23/2017;9/30/2017;69;136.27;Chr.ori;2;3.6;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;30;40
WET_P_4_OP_H4;WET_P_4_H4;WET_P;WET_P_4;Mwantimba;WET;P;4;OP;H4;1020;-2.36857;34.062586;7/23/2017;9/30/2017;69;136.27;Chr.ori;1.8;11.6;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;55;60
DRY_W_1_EX_H4;DRY_W_1_H4;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX;H4;995;-3.299332;34.848458;7/21/2017;9/28/2017;69;6.9;Cyn.dac;0.5;4.4;;;;;;4;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;10
DRY_W_1_EX2_H4;DRY_W_1_H4;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX2;H4;995;-3.299332;34.848458;7/21/2017;9/28/2017;69;6.9;Cyn.dac;1.5;2;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;40;40
DRY_W_1_OP_H4;DRY_W_1_H4;DRY_W;DRY_W_1;Maswa;DRY;W;1;OP;H4;995;-3.299332;34.848458;7/21/2017;9/28/2017;69;6.9;Cyn.dac;1.5;1.4;;;;;;8;;;;;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;20;20
DRY_W_2_EX_H4;DRY_W_2_H4;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX;H4;980;-3.303268;34.847796;7/21/2017;9/28/2017;69;6.9;Cyn.dac;2.5;6.2;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;35;40
DRY_W_2_EX2_H4;DRY_W_2_H4;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX2;H4;980;-3.303268;34.847796;7/21/2017;9/28/2017;69;6.9;Cyn.dac;2.2;1.8;;;;;;7;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;17
DRY_W_2_OP_H4;DRY_W_2_H4;DRY_W;DRY_W_2;Maswa;DRY;W;2;OP;H4;980;-3.303268;34.847796;7/21/2017;9/28/2017;69;6.9;Cyn.dac;2;7;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;20;20
DRY_W_3_EX_H4;DRY_W_3_H4;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX;H4;998;-3.295645;34.852435;7/21/2017;9/28/2017;69;6.9;Cyn.dac;2.5;7.6;;;;;;5;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;30;30
DRY_W_3_EX2_H4;DRY_W_3_H4;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX2;H4;998;-3.295645;34.852435;7/21/2017;9/28/2017;69;6.9;Cyn.dac;;2;;;;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;10;10
DRY_W_3_OP_H4;DRY_W_3_H4;DRY_W;DRY_W_3;Maswa;DRY;W;3;OP;H4;998;-3.295645;34.852435;7/21/2017;9/28/2017;69;6.9;Cyn.dac;2.8;1;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;13;13
DRY_W_4_EX_H4;DRY_W_4_H4;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX;H4;1000;-3.296013;34.854327;7/21/2017;9/28/2017;69;12.56;Cyn.dac;3.5;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;10;10
DRY_W_4_EX2_H4;DRY_W_4_H4;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX2;H4;1000;-3.296013;34.854327;7/21/2017;9/28/2017;69;12.56;Cyn.dac;2.5;1.8;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;19;19
DRY_W_4_OP_H4;DRY_W_4_H4;DRY_W;DRY_W_4;Maswa;DRY;W;4;OP;H4;1000;-3.296013;34.854327;7/21/2017;9/28/2017;69;12.56;Cyn.dac;1.5;4.6;;;;;;5;;;;;2;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;22;22
DRY_P_1_EX_H4;DRY_P_1_H4;DRY_P;DRY_P_1;Makao;DRY;P;1;EX;H4;1009;-3.303212;34.847736;7/22/2017;9/27/2017;67;6.53;Chl.pyc;0.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;10;15
DRY_P_1_OP_H4;DRY_P_1_H4;DRY_P;DRY_P_1;Makao;DRY;P;1;OP;H4;1009;-3.303212;34.847736;7/22/2017;9/27/2017;67;6.53;Chl.pyc;1.5;1;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;20;25
DRY_P_2_EX_H4;DRY_P_2_H4;DRY_P;DRY_P_2;Makao;DRY;P;2;EX;H4;1006;-3.408426;34.850244;7/22/2017;9/27/2017;67;6.53;Chl.pyc;0.5;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;10
DRY_P_2_OP_H4;DRY_P_2_H4;DRY_P;DRY_P_2;Makao;DRY;P;2;OP;H4;1006;-3.408426;34.850244;7/22/2017;9/27/2017;67;6.53;Chl.pyc;2;4.6;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;15;20
DRY_P_3_EX_H4;DRY_P_3_H4;DRY_P;DRY_P_3;Makao;DRY;P;3;EX;H4;1001;-3.406316;34.850407;7/22/2017;9/27/2017;67;6.53;Chl.pyc;0.5;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;8
DRY_P_3_OP_H4;DRY_P_3_H4;DRY_P;DRY_P_3;Makao;DRY;P;3;OP;H4;1001;-3.406316;34.850407;7/22/2017;9/27/2017;67;6.53;Chl.pyc;0.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;8
DRY_P_4_EX_H4;DRY_P_4_H4;DRY_P;DRY_P_4;Makao;DRY;P;4;EX;H4;1003;-3.406853;34.8516;7/22/2017;9/27/2017;67;6.53;Chl.pyc;0.7;1.4;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;12;15
DRY_P_4_OP_H4;DRY_P_4_H4;DRY_P;DRY_P_4;Makao;DRY;P;4;OP;H4;1003;-3.406853;34.8516;7/22/2017;9/27/2017;67;6.53;Chl.pyc;1;0.9;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;10;10
SE_1_EX_H4;SE_1_H4;SE;SE_1;Seronera;SE;W;1;EX;H4;1023;-2.437747;34.855162;7/26/2017;9/25/2017;61;167.09;Dig.mac;4;7.6;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;40;35
SE_1_EX2_H4;SE_1_H4;SE;SE_1;Seronera;SE;W;1;EX2;H4;1023;-2.437747;34.855162;7/26/2017;9/25/2017;61;167.09;Dig.mac;2.5;10.8;;;;5;;;;;;;;;;;;;;;10;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;55;50
SE_1_OP_H4;SE_1_H4;SE;SE_1;Seronera;SE;W;1;OP;H4;1023;-2.437747;34.855162;7/26/2017;9/25/2017;61;167.09;Dig.mac;2.2;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;25;30
SE_2_EX_H4;SE_2_H4;SE;SE_2;Seronera;SE;W;2;EX;H4;1025;-2.437766;34.855394;7/26/2017;9/25/2017;61;167.09;Dig.mac;4.2;17.8;;;;8;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;33;45
SE_2_EX2_H4;SE_2_H4;SE;SE_2;Seronera;SE;W;2;EX2;H4;1025;-2.437766;34.855394;7/26/2017;9/25/2017;61;167.09;Dig.mac;2.2;9;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;25;30
SE_2_OP_H4;SE_2_H4;SE;SE_2;Seronera;SE;W;2;OP;H4;1025;-2.437766;34.855394;7/26/2017;9/25/2017;61;167.09;Dig.mac;3.5;4.8;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;32;40
SE_3_EX_H4;SE_3_H4;SE;SE_3;Seronera;SE;W;3;EX;H4;1027;-2.437991;34.855418;7/26/2017;9/25/2017;61;167.09;Dig.mac;4.4;12.2;;;;5;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;50;65
SE_3_EX2_H4;SE_3_H4;SE;SE_3;Seronera;SE;W;3;EX2;H4;1027;-2.437991;34.855418;7/26/2017;9/25/2017;61;167.09;Dig.mac;2.5;9.2;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;34;35
SE_3_OP_H4;SE_3_H4;SE;SE_3;Seronera;SE;W;3;OP;H4;1027;-2.437991;34.855418;7/26/2017;9/25/2017;61;167.09;Dig.mac;3.5;1.4;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;20;25
SE_4_EX_H4;SE_4_H4;SE;SE_4;Seronera;SE;W;4;EX;H4;1026;-2.438079;34.854989;7/26/2017;9/25/2017;61;167.09;Dig.mac;3.2;9.2;;;;5;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;25;30
SE_4_EX2_H4;SE_4_H4;SE;SE_4;Seronera;SE;W;4;EX2;H4;1026;-2.438079;34.854989;7/26/2017;9/25/2017;61;167.09;Dig.mac;2.5;8.4;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;22;25
SE_4_OP_H4;SE_4_H4;SE;SE_4;Seronera;SE;W;4;OP;H4;1026;-2.438079;34.854989;7/26/2017;9/25/2017;61;167.09;Dig.mac;2.5;8.8;;;;;;;;;5;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;30;30
WET_W_1_EX_H5;WET_W_1_H5;WET_W;WET_W_1;Handajega;WET;W;1;EX;H5;954;-2.272484;34.023326;10.01.2017;12/14/2017;74;428.22;The.tri;4.4;14.4;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;30;40
WET_W_1_OP_H5;WET_W_1_H5;WET_W;WET_W_1;Handajega;WET;W;1;OP;H5;954;-2.272484;34.023326;10.01.2017;12/14/2017;74;428.22;The.tri;3.5;8.6;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;29;30
WET_W_2_EX_H5;WET_W_2_H5;WET_W;WET_W_2;Handajega;WET;W;2;EX;H5;953;-2.2783;34.024459;10.01.2017;12/14/2017;74;428.22;The.tri;2.7;3.6;;5;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;26;30
WET_W_2_OP_H5;WET_W_2_H5;WET_W;WET_W_2;Handajega;WET;W;2;OP;H5;953;-2.2783;34.024459;10.01.2017;12/14/2017;74;428.22;The.tri;3.5;11.8;;10;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;52;60
WET_W_3_EX_H5;WET_W_3_H5;WET_W;WET_W_3;Handajega;WET;W;3;EX;H5;951;-2.277999;34.027678;10.01.2017;12/14/2017;74;428.22;The.tri;7.7;21.4;;;;;;;10;;10;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;55;55
WET_W_3_OP_H5;WET_W_3_H5;WET_W;WET_W_3;Handajega;WET;W;3;OP;H5;951;-2.277999;34.027678;10.01.2017;12/14/2017;74;428.22;The.tri;3;4.6;;;;;;;23;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;40
WET_W_4_EX_H5;WET_W_4_H5;WET_W;WET_W_4;Handajega;WET;W;4;EX;H5;950;-2.278837;34.031884;10.01.2017;12/14/2017;74;428.22;The.tri;3.6;11;;;;;;;3;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;44;45
WET_W_4_OP_H5;WET_W_4_H5;WET_W;WET_W_4;Handajega;WET;W;4;OP;H5;950;-2.278837;34.031884;10.01.2017;12/14/2017;74;428.22;The.tri;3.8;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;22;27
WET_P_1_EX_H5;WET_P_1_H5;WET_P;WET_P_1;Mwantimba;WET;P;1;EX;H5;957;-2.350052;34.049976;9/30/2017;12/13/2017;74;512.07;Chr.ori;0;0.9;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;20;20
WET_P_1_OP_H5;WET_P_1_H5;WET_P;WET_P_1;Mwantimba;WET;P;1;OP;H5;957;-2.350052;34.049976;9/30/2017;12/13/2017;74;512.07;Chr.ori;0;1.4;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;26;26
WET_P_2_EX_H5;WET_P_2_H5;WET_P;WET_P_2;Mwantimba;WET;P;2;EX;H5;959;-2.348488;34.05011;9/30/2017;12/13/2017;74;512.07;Chr.ori;0;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;12
WET_P_2_OP_H5;WET_P_2_H5;WET_P;WET_P_2;Mwantimba;WET;P;2;OP;H5;959;-2.348488;34.05011;9/30/2017;12/13/2017;74;512.07;Chr.ori;0;1;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;18;18
WET_P_3_EX_H5;WET_P_3_H5;WET_P;WET_P_3;Mwantimba;WET;P;3;EX;H5;1022;-2.367293;34.062509;9/30/2017;12/13/2017;74;512.07;Chr.ori;1;1.3;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;52;55
WET_P_3_OP_H5;WET_P_3_H5;WET_P;WET_P_3;Mwantimba;WET;P;3;OP;H5;1022;-2.367293;34.062509;9/30/2017;12/13/2017;74;512.07;Chr.ori;1.5;1.8;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;40;45
WET_P_4_EX_H5;WET_P_4_H5;WET_P;WET_P_4;Mwantimba;WET;P;4;EX;H5;1020;-2.36857;34.062586;9/30/2017;12/13/2017;74;512.07;Chr.ori;1;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;26
WET_P_4_OP_H5;WET_P_4_H5;WET_P;WET_P_4;Mwantimba;WET;P;4;OP;H5;1020;-2.36857;34.062586;9/30/2017;12/13/2017;74;512.07;Chr.ori;1;2.4;;;;;;5;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;47;30
DRY_W_1_EX_H5;DRY_W_1_H5;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX;H5;995;-3.299332;34.848458;9/28/2017;12.11.2017;74;151.07;Cyn.dac;3.5;9.8;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;25;32
DRY_W_1_EX2_H5;DRY_W_1_H5;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX2;H5;995;-3.299332;34.848458;9/28/2017;12.11.2017;74;151.07;Cyn.dac;2.5;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;12
