plot.id,block.id.harvest,site.id,block.id,stu.block.id,site.name,region,landuse,block,stu.block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,rain.acc.sum,target.sp.,target_other,pasture.disc.setup,height. setup,sp.cover.setup,total.veg.cover.setup,pasture.disc.harvest,height.harvest,sp.cover.harvest,total.veg.cover.harvest,biomass.sp.,biomass.total.g,productivity.g.m2.day,consumption.g.m2.day,productivity.total.g.m2.day,consumption.total.g.m2.day
DRY_W_3_EX_H2,DRY_W_3_H2,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX,H2,998,-3.295645,34.852435,3/24/2017,05/11/2017,48,115.33,610.9396387,Cyn.dac,target,1.2,4.1,6,50,,,,,,,,,,
DRY_W_3_EX2_H2,DRY_W_3_H2,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX2,H2,998,-3.295645,34.852435,3/25/2017,05/11/2017,47,115.33,726.2738914,Cyn.dac,target,1.5,4.3,6,31,,,,,,,,,,
DRY_W_3_OP_H2,DRY_W_3_H2,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,OP,H2,998,-3.295645,34.852435,3/24/2017,05/11/2017,48,115.33,841.6081441,Cyn.dac,target,1.5,14.8,15,62,,,,,0,0,-0.420138889,,-1.456597222,
DRY_W_4_EX_H2,DRY_W_4_H2,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX,H2,1000,-3.296013,34.854327,3/25/2017,05/11/2017,47,132.71,643.7125121,Cyn.dac,target,1,2.3,6,35,2,3.6,18,25,14.46,25.81,0.358747045,0.554964539,-0.023640662,0.591607565
DRY_W_4_EX2_H2,DRY_W_4_H2,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX2,H2,1000,-3.296013,34.854327,3/25/2017,05/11/2017,47,132.71,776.4234698,Cyn.dac,target,1.8,3.2,7,35,,,20,45,0,,,,,
DRY_W_4_OP_H2,DRY_W_4_H2,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,OP,H2,1000,-3.296013,34.854327,3/25/2017,05/11/2017,47,132.71,909.1344275,Cyn.dac,target,1.5,,8,55,1.5,1.2,10,25,5.07,15.8,-0.196217494,,-0.615248227,
DRY_P_1_EX_H2,DRY_P_1_H2,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,EX,H2,1009,-3.303212,34.847736,3/26/2017,05/09/2017,44,90.82,404.4296025,Chl.pyc,target,4,7.1,11,60,4,15.6,25,85,24.77,72.93,1.056186869,0.092171717,1.124368687,2.603535354
DRY_P_1_OP_H2,DRY_P_1_H2,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,OP,H2,1009,-3.303212,34.847736,3/26/2017,05/09/2017,44,90.82,495.2463218,Chl.pyc,target,1.8,7.9,30,70,1.5,8.8,65,75,23.31,31.69,0.964015152,,-1.479166667,
DRY_P_2_EX_H2,DRY_P_2_H2,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,EX,H2,1006,-3.408426,34.850244,3/26/2017,05/09/2017,44,90.82,404.4296025,Chl.pyc,target,1.1,1.1,15,28,1.5,11.2,25,55,14.68,29.67,0.729166667,0.852272727,-0.799873737,0.829545455
DRY_P_2_OP_H2,DRY_P_2_H2,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,OP,H2,1006,-3.408426,34.850244,3/26/2017,05/09/2017,44,90.82,495.2463218,Chl.pyc,target,1.5,2.6,10,40,1.5,6.6,15,35,1.18,16.53,-0.123106061,,-1.629419192,
DRY_P_3_EX_H2,DRY_P_3_H2,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,EX,H2,1001,-3.406316,34.850407,3/26/2017,05/09/2017,44,90.82,444.4483937,Chl.pyc,target,1.8,2.2,25,35,2,14.2,40,55,13.47,27.67,0.748737374,0.382575758,-1.622474747,-0.764520202
DRY_P_3_OP_H2,DRY_P_3_H2,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,OP,H2,1001,-3.406316,34.850407,3/26/2017,05/09/2017,44,90.82,535.265113,Chl.pyc,target,1.2,3.5,15,50,2.5,14.1,15,70,7.41,39.78,0.366161616,,-0.857954545,
DRY_P_4_EX_H2,DRY_P_4_H2,DRY_P,DRY_P_4,,Makao,DRY,P,4,,EX,H2,1003,-3.406853,34.8516,3/26/2017,05/09/2017,44,90.82,444.4483937,Chl.pyc,target,1.3,4.5,7,35,1,6.1,10,40,5.69,26.72,0.230429293,-0.660984848,-0.646464646,-1.315025253
DRY_P_4_OP_H2,DRY_P_4_H2,DRY_P,DRY_P_4,,Makao,DRY,P,4,,OP,H2,1003,-3.406853,34.8516,3/26/2017,05/09/2017,44,90.82,535.265113,Chl.pyc,target,1.2,3.7,15,60,2,12.4,40,75,16.16,47.55,0.891414141,,0.668560606,
SE_1_EX_H2,SE_1_H2,SE,SE_1,,Seronera,SE,W,1,,EX,H2,1023,-2.437747,34.855162,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,target,5,4.5,15,50,5.8,35.6,25,60,20.74,65.63,0.510185185,0.605092593,1.00462963,-0.04212963
SE_1_EX2_H2,SE_1_H2,SE,SE_1,,Seronera,SE,W,1,,EX2,H2,1023,-2.437747,34.855162,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,target,4.5,2.5,7,45,4.5,21.5,15,50,9.19,48.94,-0.024537037,0.07037037,0.231944444,-0.814814815
SE_1_OP_H2,SE_1_H2,SE,SE_1,,Seronera,SE,W,1,,OP,H2,1023,-2.437747,34.855162,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,target,5.1,10.9,8,55,4.7,20.4,15,75,7.67,66.54,-0.094907407,,1.046759259,
SE_2_EX_H2,SE_2_H2,SE,SE_2,,Seronera,SE,W,2,,EX,H2,1025,-2.437766,34.855394,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,target,5.4,,25,75,8,23.4,30,85,32.45,85.99,1.155092593,,2.429166667,3.511574074
SE_2_EX2_H2,SE_2_H2,SE,SE_2,,Seronera,SE,W,2,,EX2,H2,1025,-2.437766,34.855394,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,target,4.5,8.9,10,65,5.6,32,10,55,5.81,61.88,-0.078240741,,1.312962963,2.39537037
SE_2_OP_H2,SE_2_H2,SE,SE_2,,Seronera,SE,W,2,,OP,H2,1025,-2.437766,34.855394,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,target,3,6.5,7,55,2.2,11.8,8,25,,10.14,,,-1.082407407,
SE_3_EX_H2,SE_3_H2,SE,SE_3,,Seronera,SE,W,3,,EX,H2,1027,-2.437991,34.855418,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,target,4.5,6.7,10,50,5.7,28.4,20,65,7.99,51.37,0.077777778,-0.627777778,0.559722222,-0.148148148
SE_3_EX2_H2,SE_3_H2,SE,SE_3,,Seronera,SE,W,3,,EX2,H2,1027,-2.437991,34.855418,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,target,5.1,7.8,15,50,3.6,24.6,10,70,5.26,63.84,-0.048611111,-0.754166667,1.137037037,0.429166667
SE_3_OP_H2,SE_3_H2,SE,SE_3,,Seronera,SE,W,3,,OP,H2,1027,-2.437991,34.855418,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,target,3.9,7.7,15,45,4.5,22.4,20,55,21.55,54.57,0.705555556,,0.70787037,
SE_4_EX_H2,SE_4_H2,SE,SE_4,,Seronera,SE,W,4,,EX,H2,1026,-2.438079,34.854989,3/18/2017,5/17/2017,60,136.42,393.5595194,Dig.mac,target,4,10.1,6,50,5.5,24.4,20,60,8.14,61.99,-0.043518519,0.151388889,1.180555556,0.578703704
SE_4_EX2_H2,SE_4_H2,SE,SE_4,,Seronera,SE,W,4,,EX2,H2,1026,-2.438079,34.854989,3/18/2017,5/17/2017,60,136.42,529.9750088,Dig.mac,target,5.3,7,25,65,10.5,28,25,85,21.61,88.52,0.580092593,0.775,2.408796296,1.806944444
SE_4_OP_H2,SE_4_H2,SE,SE_4,,Seronera,SE,W,4,,OP,H2,1026,-2.438079,34.854989,3/18/2017,5/17/2017,60,136.42,666.3904983,Dig.mac,target,3,6,4,45,5,20.4,10,60,4.87,49.49,-0.194907407,,0.601851852,
WET_W_1_EX_H3,WET_W_1_H3,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,EX,H3,954,-2.272484,34.023326,5/13/2017,7/24/2017,72,95.97,822.9242184,The.tri,target,1.5,7.4,5,25,1.6,7.2,5,17,8.41,22.49,-0.227237654,0.201003086,-1.044753086,0.12191358
WET_W_1_OP_H3,WET_W_1_H3,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,OP,H3,954,-2.272484,34.023326,5/13/2017,7/24/2017,72,95.97,918.8959025,The.tri,target,4,12.2,12,35,2,6.8,8,25,3.2,19.33,-0.428240741,,-1.166666667,
WET_W_2_EX_H3,WET_W_2_H3,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,EX,H3,953,-2.2783,34.024459,5/13/2017,7/24/2017,72,95.97,822.9242184,The.tri,target,3,25.4,40,70,2,4.2,10,27,7.67,30.95,,0.13117284,0.69367284,0.55941358
WET_W_2_OP_H3,WET_W_2_H3,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,OP,H3,953,-2.2783,34.024459,5/13/2017,7/24/2017,72,95.97,918.8959025,The.tri,target,2.5,13.2,25,55,1.5,10.2,8,25,4.27,16.45,,,0.134259259,
WET_W_3_EX_H3,WET_W_3_H3,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,EX,H3,951,-2.277999,34.027678,5/13/2017,7/24/2017,72,95.97,828.6157896,The.tri,target,2.2,21,25,60,3,21,35,65,21.13,41.21,,0.493055556,0.923996914,0.859567901
WET_W_3_OP_H3,WET_W_3_H3,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,OP,H3,951,-2.277999,34.027678,5/13/2017,7/24/2017,72,95.97,924.5874737,The.tri,target,3.4,14.8,25,50,2.5,6.8,7,30,8.35,18.93,,,0.064429012,
WET_W_4_EX_H3,WET_W_4_H3,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,EX,H3,950,-2.278837,34.031884,5/13/2017,7/24/2017,72,95.97,828.6157896,The.tri,target,4,10.8,15,35,3,9,20,45,26.72,31.64,0.756558642,0.584104938,0.237268519,-0.37962963
WET_W_4_OP_H3,WET_W_4_H3,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,OP,H3,950,-2.278837,34.031884,5/13/2017,7/24/2017,72,95.97,924.5874737,The.tri,target,3.2,22.2,20,55,2,2.6,13,27,11.58,41.48,0.172453704,,0.616898148,
WET_P_1_EX_H3,WET_P_1_H3,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,EX,H3,957,-2.350052,34.049976,5/14/2017,7/23/2017,70,71.7,840.7410479,Chr.ori,target,3,2.2,38,55,2.5,2.2,28,40,38.76,49.95,0.888492063,0.082142857,0.81031746,0.477380952
WET_P_1_OP_H3,WET_P_1_H3,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,OP,H3,957,-2.350052,34.049976,5/14/2017,7/23/2017,70,71.7,912.4373479,Chr.ori,target,1,2.2,70,85,1,1.4,30,35,36.69,37.92,0.806349206,,0.332936508,
WET_P_2_EX_H3,WET_P_2_H3,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,EX,H3,959,-2.348488,34.05011,5/14/2017,7/23/2017,70,71.7,840.7410479,Chr.ori,target,2,4.4,40,60,2.2,8.8,25,37,30.58,40.87,0.752380952,0.114285714,0.466269841,0.398809524
WET_P_2_OP_H3,WET_P_2_H3,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,OP,H3,959,-2.348488,34.05011,5/14/2017,7/23/2017,70,71.7,912.4373479,Chr.ori,target,1.3,5.4,45,55,1.9,1.8,15,22,27.7,30.82,0.638095238,,0.067460317,
WET_P_3_EX_H3,WET_P_3_H3,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,EX,H3,1022,-2.367293,34.062509,5/14/2017,7/23/2017,70,71.7,840.7410479,Chr.ori,target,3,17,30,95,2.8,24,45,70,40.77,60.91,1.573809524,0.938095238,-1.133730159,1.453968254
WET_P_3_OP_H3,WET_P_3_H3,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,OP,H3,1022,-2.367293,34.062509,5/14/2017,7/23/2017,70,71.7,912.4373479,Chr.ori,target,,25,40,95,2,4,40,55,17.13,24.27,0.635714286,,-2.587698413,
WET_P_4_EX_H3,WET_P_4_H3,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,EX,H3,1020,-2.36857,34.062586,5/14/2017,7/23/2017,70,71.7,756.9253149,Chr.ori,target,4.8,16.8,25,75,4.5,13.8,15,50,16.68,55.63,-0.042857143,0.218650794,-0.490079365,0.763888889
WET_P_4_OP_H3,WET_P_4_H3,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,OP,H3,1020,-2.36857,34.062586,5/14/2017,7/23/2017,70,71.7,828.6216148,Chr.ori,target,2,9.6,25,70,1.7,10.2,18,45,11.17,36.38,-0.261507937,,-1.253968254,
DRY_W_1_EX_H3,DRY_W_1_H3,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX,H3,995,-3.299332,34.848458,05/11/2017,7/21/2017,71,9.6,853.2455997,Cyn.dac,target,2,6,15,45,1.5,5,10,30,5.85,14.85,-0.002738654,0.04342723,-0.379890454,0.14084507
DRY_W_1_EX2_H3,DRY_W_1_H3,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX2,H3,995,-3.299332,34.848458,05/11/2017,7/21/2017,71,9.6,862.8455999,Cyn.dac,target,2.3,4,20,45,2,2.4,13,35,6.88,28.83,0.037558685,0.08372457,0.167057903,0.687793427
DRY_W_1_OP_H3,DRY_W_1_H3,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,OP,H3,995,-3.299332,34.848458,05/11/2017,7/21/2017,71,9.6,872.4456001,Cyn.dac,target,1.5,4.2,18,30,2,1.4,5,13,4.74,11.25,-0.046165884,,-0.520735524,
DRY_W_2_EX_H3,DRY_W_2_H3,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX,H3,980,-3.303268,34.847796,05/11/2017,7/21/2017,71,9.6,853.2455997,Cyn.dac,target,3.5,2.6,10,35,2.5,4.4,5,20,4.67,13.48,-0.028951487,0.047339593,-0.107981221,0.190923318
DRY_W_2_EX2_H3,DRY_W_2_H3,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX2,H3,980,-3.303268,34.847796,05/11/2017,7/21/2017,71,9.6,862.8455999,Cyn.dac,target,1.5,2.4,10,40,2,5.6,7,25,3.6,17.61,-0.070813772,0.005477308,0.053599374,0.352503912
DRY_W_2_OP_H3,DRY_W_2_H3,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,OP,H3,980,-3.303268,34.847796,05/11/2017,7/21/2017,71,9.6,872.4456001,Cyn.dac,target,1.5,3.6,15,25,,1.4,3,10,3.46,8.6,-0.07629108,,-0.298904538,
DRY_W_3_EX_H3,DRY_W_3_H3,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX,H3,998,-3.295645,34.852435,05/11/2017,7/21/2017,71,9.6,851.2081444,Cyn.dac,target,2.4,2.6,20,25,2.5,1,10,17,6.43,9.11,0.251564945,-0.001956182,0.356416275,-0.044209703
DRY_W_3_EX2_H3,DRY_W_3_H3,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX2,H3,998,-3.295645,34.852435,05/11/2017,7/21/2017,71,9.6,860.8081446,Cyn.dac,target,1.5,3.2,5,25,2,2.7,3,15,1.38,17.74,0.05399061,-0.199530516,0.694053208,0.29342723
DRY_W_3_OP_H3,DRY_W_3_H3,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,OP,H3,998,-3.295645,34.852435,05/11/2017,7/21/2017,71,9.6,870.4081448,Cyn.dac,target,1.3,3.3,10,30,1.5,3.6,11,15,6.48,10.24,0.253521127,,0.400625978,
DRY_W_4_EX_H3,DRY_W_4_H3,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX,H3,1000,-3.296013,34.854327,05/11/2017,7/21/2017,71,16.58,925.7094278,Cyn.dac,target,1.5,2.8,7,15,,1,5,7,3.8,11.55,-0.049687011,-0.164319249,-0.16627543,-0.079029734
DRY_W_4_EX2_H3,DRY_W_4_H3,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX2,H3,1000,-3.296013,34.854327,05/11/2017,7/21/2017,71,16.58,942.2844281,Cyn.dac,target,0,4.7,20,45,1.5,3.8,15,30,5.73,18.58,0.025821596,-0.088810642,0.108763693,0.19600939
DRY_W_4_OP_H3,DRY_W_4_H3,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,OP,H3,1000,-3.296013,34.854327,05/11/2017,7/21/2017,71,16.58,958.8594284,Cyn.dac,target,1.5,5.4,20,30,1.7,3.2,15,25,8,13.57,0.114632238,,-0.087245696,
DRY_P_1_EX_H3,DRY_P_1_H3,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,EX,H3,1009,-3.303212,34.847736,05/09/2017,7/22/2017,74,6.67,501.9213217,Chl.pyc,target,3,14.6,55,75,2,7.2,35,55,16.78,30.3,-0.24512012,0.338963964,-0.052177177,0.668168168
DRY_P_1_OP_H3,DRY_P_1_H3,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,OP,H3,1009,-3.303212,34.847736,05/09/2017,7/22/2017,74,6.67,508.5963216,Chl.pyc,target,3,19.2,70,90,,1,12,20,7.75,12.5,-0.584084084,,-0.720345345,
DRY_P_2_EX_H3,DRY_P_2_H3,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,EX,H3,1006,-3.408426,34.850244,05/09/2017,7/22/2017,74,6.67,501.9213217,Chl.pyc,target,1.2,7.4,10,35,1.5,4.8,8,15,4.42,21.3,0.121621622,0.149399399,0.179054054,0.498498498
DRY_P_2_OP_H3,DRY_P_2_H3,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,OP,H3,1006,-3.408426,34.850244,05/09/2017,7/22/2017,74,6.67,508.5963216,Chl.pyc,target,1,4.8,15,50,1.5,0.9,2,15,0.44,8.02,-0.027777778,,-0.319444444,
DRY_P_3_EX_H3,DRY_P_3_H3,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,EX,H3,1001,-3.406316,34.850407,05/09/2017,7/22/2017,74,6.67,541.9401129,Chl.pyc,target,11,18.8,35,60,1,1.8,10,25,1.43,15.61,-0.224474474,0.037537538,-0.907282282,0.270645646
DRY_P_3_OP_H3,DRY_P_3_H3,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,OP,H3,1001,-3.406316,34.850407,05/09/2017,7/22/2017,74,6.67,548.6151128,Chl.pyc,target,2,12.1,30,55,1,0.6,7,12,0.43,8.4,-0.262012012,,-1.177927928,
DRY_P_4_EX_H3,DRY_P_4_H3,DRY_P,DRY_P_4,,Makao,DRY,P,4,,EX,H3,1003,-3.406853,34.8516,05/09/2017,7/22/2017,74,6.67,541.9401129,Chl.pyc,target,2.5,14.4,20,70,1,1.8,7,25,2.6,20.86,-0.509009009,0.060810811,-1.001876877,0.568318318
DRY_P_4_OP_H3,DRY_P_4_H3,DRY_P,DRY_P_4,,Makao,DRY,P,4,,OP,H3,1003,-3.406853,34.8516,05/09/2017,7/22/2017,74,6.67,548.6151128,Chl.pyc,target,2.4,15.6,25,60,0.4,0.9,4,7,0.98,5.72,-0.56981982,,-1.570195195,
SE_1_EX_H3,SE_1_H3,SE,SE_1,,Seronera,SE,W,1,,EX,H3,1023,-2.437747,34.855162,5/17/2017,7/26/2017,70,65.34,731.7351518,Dig.mac,target,8.2,28.4,25,80,6,10.6,30,65,18.05,51.35,0.411904762,0.331746032,-0.602777778,0.850396825
SE_1_EX2_H3,SE_1_H3,SE,SE_1,,Seronera,SE,W,1,,EX2,H3,1023,-2.437747,34.855162,5/17/2017,7/26/2017,70,65.34,797.0798053,Dig.mac,target,2,13.4,30,50,2.5,6.2,20,30,13.9,24.58,0.247222222,0.167063492,-1.665079365,-0.211904762
SE_1_OP_H3,SE_1_H3,SE,SE_1,,Seronera,SE,W,1,,OP,H3,1023,-2.437747,34.855162,5/17/2017,7/26/2017,70,65.34,862.4244588,Dig.mac,target,5,18.4,15,60,3.5,4.4,20,30,9.69,29.92,0.08015873,,-1.453174603,
SE_2_EX_H3,SE_2_H3,SE,SE_2,,Seronera,SE,W,2,,EX,H3,1025,-2.437766,34.855394,5/17/2017,7/26/2017,70,65.34,731.7351518,Dig.mac,target,4,10,25,50,2.5,3.8,12,20,7.72,23.09,,-0.374206349,0.513888889,-0.422619048
SE_2_EX2_H3,SE_2_H3,SE,SE_2,,Seronera,SE,W,2,,EX2,H3,1025,-2.437766,34.855394,5/17/2017,7/26/2017,70,65.34,797.0798053,Dig.mac,target,2.5,18.2,15,65,2.1,9.6,10,40,29.3,60.32,,0.482142857,1.991269841,1.054761905
SE_2_OP_H3,SE_2_H3,SE,SE_2,,Seronera,SE,W,2,,OP,H3,1025,-2.437766,34.855394,5/17/2017,7/26/2017,70,65.34,862.4244588,Dig.mac,target,3.5,10.4,30,50,2.2,5.4,18,25,17.15,33.74,,,0.936507937,
SE_3_EX_H3,SE_3_H3,SE,SE_3,,Seronera,SE,W,3,,EX,H3,1027,-2.437991,34.855418,5/17/2017,7/26/2017,70,65.34,731.7351518,Dig.mac,target,4,7.4,,45,2.2,9.2,12,23,12.5,18.42,-0.359126984,0.225793651,-1.43452381,-0.424603175
SE_3_EX2_H3,SE_3_H3,SE,SE_3,,Seronera,SE,W,3,,EX2,H3,1027,-2.437991,34.855418,5/17/2017,7/26/2017,70,65.34,797.0798053,Dig.mac,target,2.5,15.4,15,45,2.2,6.6,10,35,10.12,29.83,-0.453571429,0.131349206,-0.981746032,0.028174603
SE_3_OP_H3,SE_3_H3,SE,SE_3,,Seronera,SE,W,3,,OP,H3,1027,-2.437991,34.855418,5/17/2017,7/26/2017,70,65.34,862.4244588,Dig.mac,target,5.5,24.8,18,55,2.5,5.4,8,25,6.81,29.12,-0.584920635,,-1.009920635,
SE_4_EX_H3,SE_4_H3,SE,SE_4,,Seronera,SE,W,4,,EX,H3,1026,-2.438079,34.854989,5/17/2017,7/26/2017,70,65.34,731.7351518,Dig.mac,target,6.5,18.2,35,70,3.5,7.4,25,35,16.55,40.81,0.463492063,0.386904762,-0.344444444,1.080952381
SE_4_EX2_H3,SE_4_H3,SE,SE_4,,Seronera,SE,W,4,,EX2,H3,1026,-2.438079,34.854989,5/17/2017,7/26/2017,70,65.34,797.0798053,Dig.mac,target,2.5,19.2,20,60,1,6,12,27,5.67,25.39,0.031746032,-0.04484127,-0.956349206,0.469047619
SE_4_OP_H3,SE_4_H3,SE,SE_4,,Seronera,SE,W,4,,OP,H3,1026,-2.438079,34.854989,5/17/2017,7/26/2017,70,65.34,862.4244588,Dig.mac,target,4.5,8.8,20,45,2.5,2.2,10,17,6.8,13.57,0.076587302,,-1.425396825,
WET_W_1_EX_H4,WET_W_1_H4,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,EX,H4,954,-2.272484,34.023326,7/24/2017,10/01/2017,69,162.63,1081.53011,The.tri,target,4,29.4,10,35,5.5,19.6,17,50,10.26,56.77,0.284219002,0.05958132,1.507246377,0.44605475
WET_W_1_OP_H4,WET_W_1_H4,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,OP,H4,954,-2.272484,34.023326,7/24/2017,10/01/2017,69,162.63,1244.164317,The.tri,target,3.2,11.4,12,30,4,7.4,10,36,8.78,45.69,0.224637681,,1.061191626,
WET_W_2_EX_H4,WET_W_2_H4,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,EX,H4,953,-2.2783,34.024459,7/24/2017,10/01/2017,69,162.63,1081.53011,The.tri,target,1.2,12.4,25,40,3.5,6.2,5,45,7.72,27.75,0.138888889,-0.014090177,0.454911433,-0.085748792
WET_W_2_OP_H4,WET_W_2_H4,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,OP,H4,953,-2.2783,34.024459,7/24/2017,10/01/2017,69,162.63,1244.164317,The.tri,target,2.3,10.8,15,38,3.3,4.5,17,35,8.07,29.88,0.152979066,,0.540660225,
WET_W_3_EX_H4,WET_W_3_H4,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,EX,H4,951,-2.277999,34.027678,7/24/2017,10/01/2017,69,162.63,1087.221681,The.tri,target,2,7.4,6,30,2,8.6,8,30,10.83,39.04,0.099838969,-0.117552335,0.80958132,-2.389291465
WET_W_3_OP_H4,WET_W_3_H4,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,OP,H4,951,-2.277999,34.027678,7/24/2017,10/01/2017,69,162.63,1249.855888,The.tri,target,9.5,15.8,16,60,9.7,12.9,10,50,13.75,98.39,0.217391304,,3.198872786,
WET_W_4_EX_H4,WET_W_4_H4,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,EX,H4,950,-2.278837,34.031884,7/24/2017,10/01/2017,69,162.63,1087.221681,The.tri,target,4.2,16,35,55,6.1,16.2,44,50,51.26,58.63,1.59742351,1.718599034,0.69041868,0.953301127
WET_W_4_OP_H4,WET_W_4_H4,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,OP,H4,950,-2.278837,34.031884,7/24/2017,10/01/2017,69,162.63,1249.855888,The.tri,target,2.5,18.4,20,40,2.1,3.8,5,30,8.57,34.95,-0.121175523,,-0.262882448,
WET_P_1_EX_H4,WET_P_1_H4,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,EX,H4,957,-2.350052,34.049976,7/23/2017,9/30/2017,69,136.27,1048.70949,Chr.ori,target,1.6,2,35,45,0.25,1.7,34,37,22.77,23.96,-0.560386473,-0.472222222,-0.561996779,-0.46215781
WET_P_1_OP_H4,WET_P_1_H4,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,OP,H4,957,-2.350052,34.049976,7/23/2017,9/30/2017,69,136.27,1184.981633,Chr.ori,target,1.3,1.2,35,40,0,1.7,28,30,34.5,35.44,-0.088164251,,-0.099838969,
WET_P_2_EX_H4,WET_P_2_H4,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,EX,H4,959,-2.348488,34.05011,7/23/2017,9/30/2017,69,136.27,1048.70949,Chr.ori,target,1.7,3,30,40,2,2.3,43,55,20.96,26.78,-0.271336554,0.123188406,-0.162640902,0.312801932
WET_P_2_OP_H4,WET_P_2_H4,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,OP,H4,959,-2.348488,34.05011,7/23/2017,9/30/2017,69,136.27,1184.981633,Chr.ori,target,1.5,1.2,38,45,0,1.4,21,25,17.9,19.01,-0.39452496,,-0.475442834,
WET_P_3_EX_H4,WET_P_3_H4,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,EX,H4,1022,-2.367293,34.062509,7/23/2017,9/30/2017,69,136.27,1048.70949,Chr.ori,target,1.8,4.4,25,60,1.5,2.6,27,48,13.18,18.56,-0.159017713,0.02173913,-0.229871176,0.153784219
