Season;Plot;Site;Region;Landuse;Block;Blockcode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash uncorrected;Massloss (g);rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots 
Wet;65;Maswa;Dry;Wild;1;Dry_W1_T1;Open;Rooibos;R525;2.147;1.897;2.28;1.854;1.704;1.553;3.994;1.491;01.02.2017;24.03.2017;51;0.344;0.363;185.6300658;47.96;22.92;29.12;clay;2.88;13.8;13.8;O;1;32.30;22.75;-3.299396038;34.84824096;NO;NO;NO
Wet;66;Maswa;Dry;Wild;1;Dry_W1_T2;Open;Rooibos;R150;2.147;1.897;2.28;1.854;0.214;0.063;;;01.02.2017;24.03.2017;51;1.834;;185.6300658;47.96;22.92;29.12;clay;3.88;8;19.8;O;1;30.60;21.95;-3.299309034;34.84840499;NO;YES;NO
Wet;67;Maswa;Dry;Wild;1;Dry_W1_T3;Open;Rooibos;R165;2.169;1.919;2.28;1.875;1.494;1.344;4.911;1.278;01.02.2017;24.03.2017;51;0.576;0.598;185.6300658;47.96;22.92;29.12;clay;4.88;5.5;5.5;O;1;29.90;20.7;-3.299434008;34.84851496;NO;NO;NO
Wet;68;Maswa;Dry;Wild;1;Dry_W1_T4;Open;Rooibos;R129;2.283;2.033;2.28;1.987;1.885;1.734;14.638;1.481;01.02.2017;24.03.2017;51;0.299;0.506;185.6300658;47.96;22.92;29.12;clay;5.88;9.7;23.4;O;1;29.85;21.2;-3.29911801;34.84824699;NO;NO;NO
Wet;69;Maswa;Dry;Wild;1;Dry_W1_T5;Open;Rooibos;R414;2.135;1.885;2.28;1.842;2.403;2.252;16.516;1.880;01.02.2017;24.03.2017;51;-0.367;-0.038;185.6300658;47.96;22.92;29.12;clay;6.88;14.4;24.4;O;1;31.25;23.45;-3.299318003;34.84823501;NO;NO;NO
Wet;70;Maswa;Dry;Wild;1;Dry_W1_T6;Open;Rooibos;R151;2.192;1.942;2.28;1.898;1.536;1.385;89.049;0.152;01.02.2017;24.03.2017;51;0.557;1.746;185.6300658;47.96;22.92;29.12;clay;7.88;15;28;O;0;32.15;23.7;-3.299381034;34.84831204;YES;YES;YES
Wet;71;Maswa;Dry;Wild;1;Dry_W1_T7;Open;Rooibos;R95;2.216;1.966;2.28;1.921;1.639;1.488;3.275;1.439;01.02.2017;24.03.2017;51;0.478;0.482;185.6300658;47.96;22.92;29.12;clay;8.88;15.5;32;O;1;29.35;21.95;-3.299242985;34.84790099;NO;NO;YES
Wet;72;Maswa;Dry;Wild;1;Dry_W1_T8;Open;Rooibos;R546;2.225;1.975;2.28;1.930;;;5.657;;01.02.2017;24.03.2017;51;;;185.6300658;47.96;22.92;29.12;clay;9.88;2.6;44;O;1;32.00;21.9;-3.299654033;34.84815102;NO;NO;NO
Wet;73;Maswa;Dry;Wild;2;Dry_W2_T1;Open;Rooibos;R438;2.183;1.933;2.28;1.889;0.175;0.024;;;01.02.2017;24.03.2017;51;1.909;;185.6300658;45.27;23.60;31.12;clay;2.05;9.1;10;M;1;27.85;26.15;-3.302586023;34.84804801;NO;YES;YES
Wet;74;Maswa;Dry;Wild;2;Dry_W2_T2;Open;Rooibos;R122;2.219;1.969;2.28;1.924;0.355;0.204;;;01.02.2017;24.03.2017;51;1.765;;185.6300658;45.27;23.60;31.12;clay;3.05;7.7;9.4;M;1;24.65;24.35;-3.302577976;34.84804197;YES;YES;NO
Wet;75;Maswa;Dry;Wild;2;Dry_W2_T3;Open;Rooibos;R404;2.178;1.928;2.28;1.884;0.156;0.005;;;01.02.2017;24.03.2017;51;1.923;;185.6300658;45.27;23.60;31.12;clay;4.05;6.1;13.8;O;0;27.15;25.65;-3.302687025;34.84792697;NO;YES;YES
Wet;76;Maswa;Dry;Wild;2;Dry_W2_T4;Open;Rooibos;R501;2.138;1.888;2.28;1.845;0.295;0.144;84.314;0.023;01.02.2017;24.03.2017;51;1.744;1.822;185.6300658;45.27;23.60;31.12;clay;5.05;6.7;19.3;M;1;26.80;23.7;-3.302456019;34.84787199;NO;YES;NO
Wet;77;Maswa;Dry;Wild;2;Dry_W2_T5;Open;Rooibos;R137;2.198;1.948;2.28;1.904;1.698;1.547;11.808;1.365;01.02.2017;24.03.2017;51;0.401;0.539;185.6300658;45.27;23.60;31.12;clay;6.05;3.1;9.8;O;1;25.95;25.95;-3.302328028;34.84822302;NO;NO;YES
Wet;78;Maswa;Dry;Wild;2;Dry_W2_T6;Open;Rooibos;R278;2.198;1.948;2.28;1.904;1.685;1.534;;;01.02.2017;24.03.2017;51;0.414;;185.6300658;45.27;23.60;31.12;clay;7.05;10.4;15.4;M;1;24.15;27.75;-3.302568002;34.84816703;NO;NO;YES
Wet;79;Maswa;Dry;Wild;2;Dry_W2_T7;Open;Rooibos;R235;2.169;1.919;2.28;1.875;1.553;1.402;8.708;1.280;01.02.2017;24.03.2017;51;0.517;0.595;185.6300658;45.27;23.60;31.12;clay;8.05;3;5;G;1;26.90;26.25;-3.30262701;34.84840801;NO;NO;YES
Wet;80;Maswa;Dry;Wild;2;Dry_W2_T8;Open;Rooibos;R181;2.175;1.925;2.28;1.881;0.238;0.087;;;01.02.2017;24.03.2017;51;1.838;;185.6300658;45.27;23.60;31.12;clay;9.05;2.7;12.4;O;1;28.55;27.45;-3.302853992;34.847989;NO;YES;NO
Wet;81;Maswa;Dry;Wild;3;Dry_W3_T1;Open;Rooibos;R187;2.221;1.971;2.28;1.926;1.842;1.691;4.214;1.620;01.02.2017;24.03.2017;51;0.280;0.306;185.0118508;38.69;26.81;34.50;clay loam;2.55;6.2;13.3;O;0;26.35;26.65;-3.295715963;34.852461;NO;NO;NO
Wet;82;Maswa;Dry;Wild;3;Dry_W3_T2;Open;Rooibos;R83;2.039;1.789;2.28;1.748;1.594;1.443;4.949;1.372;01.02.2017;25.03.2017;52;0.346;0.376;194.930098;38.69;26.81;34.50;clay loam;3.55;2.4;16.6;O;;26.60;23.05;-3.295723004;34.85241699;NO;YES;YES
Wet;83;Maswa;Dry;Wild;3;Dry_W3_T3;Open;Rooibos;R134;2.210;1.960;2.28;1.915;0.988;0.837;61.998;0.318;01.02.2017;25.03.2017;52;1.123;1.597;194.930098;38.69;26.81;34.50;clay loam;4.55;6.4;42;M;1;30.10;25.05;-3.295743037;34.85230903;NO;YES;NO
Wet;84;Maswa;Dry;Wild;3;Dry_W3_T4;Open;Rooibos;R49;2.300;2.050;2.28;2.003;1.638;1.487;8.825;1.356;01.02.2017;25.03.2017;52;0.563;0.647;194.930098;38.69;26.81;34.50;clay loam;5.55;5.5;55.8;M;1;27.75;23.6;-3.295795005;34.85232001;NO;NO;YES
Wet;85;Maswa;Dry;Wild;3;Dry_W3_T5;Open;Rooibos;R315;2.244;1.994;2.28;1.949;1.485;1.334;10.369;1.196;01.02.2017;25.03.2017;52;0.660;0.753;194.930098;38.69;26.81;34.50;clay loam;6.55;8.6;3.8;O;0;26.55;23.15;-3.295710012;34.85228397;YES;YES;YES
Wet;86;Maswa;Dry;Wild;3;Dry_W3_T6;Open;Rooibos;R1;2.211;1.961;2.28;1.916;0.382;0.231;;;01.02.2017;25.03.2017;52;1.730;;194.930098;38.69;26.81;34.50;clay loam;7.55;3.7;7.5;O;0;24.05;25.8;-3.29561404;34.85213703;YES;YES;YES
Wet;87;Maswa;Dry;Wild;3;Dry_W3_T7;Open;Rooibos;R408;2.248;1.998;2.28;1.953;0.360;0.209;;;01.02.2017;25.03.2017;52;1.789;;194.930098;38.69;26.81;34.50;clay loam;8.55;7.5;12.6;O;1;25.85;21.55;-3.295904975;34.85213603;YES;NO;YES
Wet;88;Maswa;Dry;Wild;3;Dry_W3_T8;Open;Rooibos;R385;2.256;2.006;2.28;1.960;;;;;01.02.2017;;;;;;38.69;26.81;34.50;clay loam;9.55;;;;;29.70;21.4;-3.295953004;34.85242504;NO;NO;NO
Wet;89;Maswa;Dry;Wild;4;Dry_W4_T1;Open;Rooibos;R196;2.242;1.992;2.28;1.947;0.174;0.023;;;01.02.2017;25.03.2017;52;1.969;;194.930098;28.15;25.09;46.77;sandy clay loam;2.17;7.3;35.8;O;0;20.95;24.45;-3.296670998;34.85440702;NO;YES;YES
Wet;90;Maswa;Dry;Wild;4;Dry_W4_T2;Open;Rooibos;R94;2.277;2.027;2.28;1.981;1.746;1.595;4.069;1.530;01.02.2017;25.03.2017;52;0.432;0.451;194.930098;28.15;25.09;46.77;sandy clay loam;3.17;7.7;30.4;O;0;27.50;23.85;-3.296686001;34.85437199;NO;NO;YES
Wet;91;Maswa;Dry;Wild;4;Dry_W4_T3;Open;Rooibos;R343;2.243;1.993;2.28;1.948;0.162;0.011;83.977;0.002;01.02.2017;25.03.2017;52;1.982;1.946;194.930098;28.15;25.09;46.77;sandy clay loam;4.17;6.1;39.4;O;1;26.40;24.35;-3.296618024;34.85446402;YES;YES;NO
Wet;92;Maswa;Dry;Wild;4;Dry_W4_T4;Open;Rooibos;R445;2.239;1.989;2.28;1.944;0.310;0.159;;;01.02.2017;25.03.2017;52;1.830;;194.930098;28.15;25.09;46.77;sandy clay loam;5.17;7.7;24.8;O;1;26.45;22.6;-3.296553986;34.85445597;YES;YES;NO
Wet;93;Maswa;Dry;Wild;4;Dry_W4_T5;Open;Rooibos;R12;2.171;1.921;2.28;1.877;0.170;0.019;;;01.02.2017;25.03.2017;52;1.902;;194.930098;28.15;25.09;46.77;sandy clay loam;6.17;6.6;40;O;1;25.25;23.5;-3.296478968;34.854331;NO;YES;NO
Wet;94;Maswa;Dry;Wild;4;Dry_W4_T6;Open;Rooibos;R244;2.249;1.999;2.28;1.954;;;;;01.02.2017;;;;;;28.15;25.09;46.77;sandy clay loam;7.17;;;;;36.20;22;-3.29646497;34.85434097;NO;NO;NO
Wet;95;Maswa;Dry;Wild;4;Dry_W4_T7;Open;Rooibos;R360;2.206;1.956;2.28;1.912;0.458;0.307;89.327;0.033;01.02.2017;25.03.2017;52;1.649;1.879;194.930098;28.15;25.09;46.77;sandy clay loam;8.17;5.4;15.2;O;0;28.85;23.2;-3.296725983;34.854216;NO;YES;YES
Wet;96;Maswa;Dry;Wild;4;Dry_W4_T8;Open;Rooibos;R318;2.230;1.980;2.28;1.935;1.748;1.597;11.128;1.420;01.02.2017;25.03.2017;52;0.383;0.515;194.930098;28.15;25.09;46.77;sandy clay loam;9.17;4;34.4;O;0;16.80;24.3;-3.296836037;34.85446201;YES;YES;NO
Wet;97;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T1;Open;Rooibos;R518;2.198;1.948;2.28;1.904;;;;;27.01.2017;22.03.2017;54;;;206.8514082;45.96;14.92;39.12;clay;2.04;2.4;8.9;G;1;19.25;28.75;-2.369162031;34.06028104;YES;YES;NO
Wet;98;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T2;Open;Rooibos;R489;2.157;1.907;2.28;1.864;1.539;1.388;12.680;1.212;27.01.2017;22.03.2017;54;0.519;0.651;206.8514082;45.96;14.92;39.12;clay;3.04;7.8;4.45;G;1;22.25;29.85;-2.369224979;34.06028599;NO;NO;NO
Wet;99;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T3;Open;Rooibos;R549;2.232;1.982;2.28;1.937;1.599;1.449;3.400;1.399;27.01.2017;22.03.2017;54;0.534;0.538;206.8514082;45.96;14.92;39.12;clay;4.04;5.1;2.3;G;0;17.95;30.85;-2.369284993;34.06028104;NO;NO;YES
Wet;100;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T4;Open;Rooibos;R500;2.207;1.957;2.28;1.913;1.764;1.613;22.317;1.253;27.01.2017;22.03.2017;54;0.344;0.659;206.8514082;45.96;14.92;39.12;clay;5.04;1.6;15;G;1;16.50;29.85;-2.369198995;34.06020803;YES;YES;NO
Wet;101;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T5;Open;Rooibos;R482;2.170;1.920;2.28;1.876;1.635;1.484;8.981;1.351;27.01.2017;22.03.2017;54;0.436;0.525;206.8514082;45.96;14.92;39.12;clay;6.04;4.35;17;G;1;22.55;31.15;-2.369190026;34.06017702;NO;NO;NO
Wet;102;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T6;Open;Rooibos;R569;2.096;1.846;2.28;1.804;1.655;1.504;6.421;1.408;27.01.2017;22.03.2017;54;0.342;0.396;206.8514082;45.96;14.92;39.12;clay;7.04;7.7;21;G;1;21.10;31.8;-2.369135041;34.06018297;NO;NO;NO
Wet;103;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T7;Open;Rooibos;R430;2.183;1.933;2.28;1.889;1.629;1.478;4.741;1.408;27.01.2017;22.03.2017;54;0.455;0.481;206.8514082;45.96;14.92;39.12;clay;8.04;3.25;16;G;1;20.45;30.25;-2.369133029;34.06023301;NO;NO;NO
Wet;104;"Mwantimba
";Wet;Agriculture;1;Wet_Ag1_T8;Open;Rooibos;R577;2.086;1.836;2.28;1.794;1.447;1.296;6.358;1.214;27.01.2017;22.03.2017;54;0.540;0.580;206.8514082;45.96;14.92;39.12;clay;9.04;10.5;17;G;1;21.60;29.3;-2.369291028;34.06016202;NO;NO;NO
Wet;105;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T1;Open;Rooibos;R548;2.192;1.942;2.28;1.898;1.859;1.708;16.477;1.427;27.01.2017;22.03.2017;54;0.234;0.471;206.8514082;34.34;19.23;46.43;sandy clay loam;1.75;5.5;23.5;M;0;11.35;32.15;-2.369808024;34.05967101;NO;NO;YES
Wet;106;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T2;Open;Rooibos;R590;2.218;1.968;2.28;1.923;1.777;1.626;10.077;1.463;27.01.2017;22.03.2017;54;0.342;0.461;206.8514082;34.34;19.23;46.43;sandy clay loam;2.75;8.6;17;M;0;12.40;32.95;-2.369762007;34.05973001;NO;NO;YES
Wet;107;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T3;Open;Rooibos;R574;2.160;1.910;2.28;1.867;1.706;1.555;6.053;1.461;27.01.2017;22.03.2017;54;0.355;0.405;206.8514082;34.34;19.23;46.43;sandy clay loam;3.75;3.85;15.5;M;0;11.30;32.45;-2.369840965;34.059814;NO;NO;NO
Wet;108;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T4;Open;Rooibos;R8;2.230;1.980;2.28;1.935;1.536;1.385;8.217;1.272;27.01.2017;22.03.2017;54;0.595;0.663;206.8514082;34.34;19.23;46.43;sandy clay loam;4.75;9.7;22.5;M;0;15.10;31.55;-2.369862003;34.05975902;NO;YES;NO
Wet;109;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T5;Open;Rooibos;R552;2.222;1.972;2.28;1.927;1.753;1.603;9.235;1.455;27.01.2017;22.03.2017;54;0.370;0.473;206.8514082;34.34;19.23;46.43;sandy clay loam;5.75;10.5;22.5;M;0;9.00;33.5;-2.369839037;34.059714;NO;NO;NO
Wet;110;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T6;Open;Rooibos;R462;2.226;1.976;2.28;1.931;1.547;1.396;7.316;1.294;27.01.2017;22.03.2017;54;0.580;0.637;206.8514082;34.34;19.23;46.43;sandy clay loam;6.75;5.75;22.5;M;0;16.95;30.5;-2.369754966;34.05966899;NO;NO;NO
Wet;111;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T7;Open;Rooibos;R505;2.198;1.948;2.28;1.904;1.673;1.522;8.762;1.389;27.01.2017;22.03.2017;54;0.426;0.515;206.8514082;34.34;19.23;46.43;sandy clay loam;7.75;6.1;26;M;0;11.10;32.65;-2.369733006;34.05961501;NO;NO;NO
Wet;112;"Mwantimba
";Wet;Agriculture;2;Wet_Ag2_T8;Open;Rooibos;R41;2.201;1.951;2.28;1.907;1.691;1.540;7.000;1.433;27.01.2017;22.03.2017;54;0.411;0.474;206.8514082;34.34;19.23;46.43;sandy clay loam;8.75;11.5;15;M;0;15.20;31.45;-2.36967098;34.05973596;NO;NO;YES
Wet;113;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T1;Open;Rooibos;R428;2.202;1.952;2.28;1.908;1.768;1.617;90.530;0.153;27.01.2017;22.03.2017;54;0.335;1.754;206.8514082;27.96;4.92;67.12;sandy clay loam;0.89;26;88.5;G;0;8.70;32.4;-2.348719994;34.05139103;NO;YES;YES
Wet;114;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T2;Open;Rooibos;R601;2.198;1.948;2.28;1.904;2.793;2.642;95.102;0.129;27.01.2017;22.03.2017;54;-0.694;1.774;206.8514082;27.96;4.92;67.12;sandy clay loam;1.89;16.5;87.5;G;0;12.90;30.45;-2.348716976;34.05148499;NO;YES;YES
Wet;115;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T3;Open;Rooibos;R553;2.195;1.945;2.28;1.901;1.000;0.849;91.722;0.070;27.01.2017;22.03.2017;54;1.096;1.831;206.8514082;27.96;4.92;67.12;sandy clay loam;2.89;19;79.5;G;1;9.95;31.7;-2.348780008;34.05149597;NO;YES;YES
Wet;116;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T4;Open;Rooibos;R459;2.209;1.959;2.28;1.914;0.687;0.537;84.784;0.082;27.01.2017;22.03.2017;54;1.423;1.833;206.8514082;27.96;4.92;67.12;sandy clay loam;3.89;22.5;76;G;1;8.75;25.6;-2.348812027;34.05146697;NO;YES;YES
Wet;117;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T5;Open;Rooibos;R511;2.178;1.928;2.28;1.884;0.397;0.246;90.301;0.024;27.01.2017;22.03.2017;54;1.682;1.860;206.8514082;27.96;4.92;67.12;sandy clay loam;4.89;23.5;76;G;1;5.70;31.75;-2.348814961;34.05143998;NO;YES;YES
Wet;118;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T6;Open;Rooibos;R495;2.250;2.000;2.28;1.955;1.468;1.317;90.559;0.124;27.01.2017;22.03.2017;54;0.683;1.830;206.8514082;27.96;4.92;67.12;sandy clay loam;5.89;17.5;70.5;G;1;10.70;30.85;-2.348872963;34.05145498;NO;YES;NO
Wet;119;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T7;Open;Rooibos;R584;2.217;1.967;2.28;1.922;0.435;0.284;;;27.01.2017;22.03.2017;54;1.683;;206.8514082;27.96;4.92;67.12;sandy clay loam;6.89;18.5;74.5;G;1;11.05;30.45;-2.348858966;34.05138901;NO;YES;NO
Wet;120;"Mwantimba
";Wet;Agriculture;3;Wet_Ag3_T8;Open;Rooibos;R454;2.182;1.932;2.28;1.888;0.388;0.237;;;27.01.2017;22.03.2017;54;1.695;;206.8514082;27.96;4.92;67.12;sandy clay loam;7.89;19;98.5;G;0;14.95;30.3;-2.348644976;34.05149597;NO;YES;NO
Wet;121;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T1;Open;Rooibos;R532;2.190;1.940;2.28;1.896;1.705;1.554;7.424;1.439;27.01.2017;22.03.2017;54;0.386;0.457;206.8514082;17.96;4.92;77.12;sandy loam;2.02;9.65;63;G;0;9.55;30.75;-2.349263979;34.05146403;YES;NO;YES
Wet;122;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T2;Open;Rooibos;R11;2.216;1.966;2.28;1.921;1.250;1.099;8.472;1.006;27.01.2017;22.03.2017;54;0.867;0.915;206.8514082;17.96;4.92;77.12;sandy loam;3.02;3.1;53;G;0;11.80;30.65;-2.34923196;34.05142204;NO;NO;YES
Wet;123;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T3;Open;Rooibos;R575;2.099;1.849;2.28;1.807;1.687;1.537;26.083;1.136;27.01.2017;22.03.2017;54;0.313;0.671;206.8514082;17.96;4.92;77.12;sandy loam;4.02;3.9;51;G;1;13.20;31.85;-2.349239001;34.05130402;YES;YES;NO
Wet;124;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T4;Open;Rooibos;R39;2.143;1.893;2.28;1.850;1.491;1.340;7.178;1.244;27.01.2017;22.03.2017;54;0.553;0.606;206.8514082;17.96;4.92;77.12;sandy loam;5.02;5.45;47;G;1;18.20;31.1;-2.349279989;34.05128097;NO;NO;YES
Wet;125;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T5;Open;Rooibos;R560;2.157;1.907;2.28;1.864;1.254;1.103;92.571;0.082;27.01.2017;22.03.2017;54;0.804;1.782;206.8514082;17.96;4.92;77.12;sandy loam;6.02;9.3;43;G;1;19.25;32.05;-2.34933204;34.05132196;NO;YES;YES
Wet;126;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T6;Open;Rooibos;R562;2.281;2.031;2.28;1.985;0.176;0.025;;;27.01.2017;22.03.2017;54;2.006;;206.8514082;17.96;4.92;77.12;sandy loam;7.02;10.85;40;G;1;16.65;32;-2.349350983;34.05133202;NO;NO;NO
Wet;127;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T7;Open;Rooibos;R506;2.158;1.908;2.28;1.865;1.471;1.320;5.862;1.243;27.01.2017;22.03.2017;54;0.588;0.622;206.8514082;17.96;4.92;77.12;sandy loam;8.02;5.35;58;G;1;15.80;31.55;-2.349185022;34.05126496;NO;NO;NO
Wet;128;"Mwantimba
";Wet;Agriculture;4;Wet_Ag4_T8;Open;Rooibos;R554;2.178;1.928;2.28;1.884;2.526;2.375;66.458;0.797;27.01.2017;22.03.2017;54;-0.447;1.087;206.8514082;17.96;4.92;77.12;sandy loam;9.02;10.9;44;G;0;8.15;31.65;-2.349309996;34.05141802;YES;YES;YES
Wet;129;"Mwantimba
";Wet;Pasture;1;Wet_P1_T1;Open;Rooibos;R46;2.289;2.039;2.28;1.993;0.490;0.339;;;27.01.2017;22.03.2017;54;1.700;;206.8514082;31.21;11.38;57.41;sandy clay loam;1.73;2.4;2.4;O;1;15.05;28;-2.350336025;34.04966201;NO;YES;NO
Wet;130;"Mwantimba
";Wet;Pasture;1;Wet_P1_T2;Open;Rooibos;R585;2.170;1.920;2.28;1.876;1.638;1.487;4.891;1.415;27.01.2017;22.03.2017;54;0.433;0.462;206.8514082;31.21;11.38;57.41;sandy clay loam;2.73;2.1;3.5;O;0;16.30;28.5;-2.350372989;34.04962697;NO;NO;NO
Wet;131;"Mwantimba
";Wet;Pasture;1;Wet_P1_T3;Open;Rooibos;R476;2.243;1.993;2.28;1.948;0.640;0.490;;;27.01.2017;22.03.2017;54;1.504;;206.8514082;31.21;11.38;57.41;sandy clay loam;3.73;4.5;7.5;O;0;9.30;28.95;-2.350325966;34.049617;YES;YES;NO
Wet;132;"Mwantimba
";Wet;Pasture;1;Wet_P1_T4;Open;Rooibos;R536;2.197;1.947;2.28;1.903;1.593;1.442;91.768;0.119;27.01.2017;22.03.2017;54;0.505;1.784;206.8514082;31.21;11.38;57.41;sandy clay loam;4.73;0.7;9.8;G;1;18.55;28.95;-2.350480026;34.04955103;YES;YES;NO
Wet;133;"Mwantimba
";Wet;Pasture;1;Wet_P1_T5;Open;Rooibos;R524;2.108;1.858;2.28;1.816;1.569;1.418;2.521;1.382;27.01.2017;22.03.2017;54;0.440;0.433;206.8514082;31.21;11.38;57.41;sandy clay loam;5.73;2.2;10;O;1;13.40;31.35;-2.350474996;34.04980198;NO;NO;NO
Wet;134;"Mwantimba
";Wet;Pasture;1;Wet_P1_T6;Open;Rooibos;R600;2.244;1.994;2.28;1.949;1.442;1.291;7.286;1.197;27.01.2017;22.03.2017;54;0.703;0.751;206.8514082;31.21;11.38;57.41;sandy clay loam;6.73;1.1;15.4;O;1;12.70;30.15;-2.350355973;34.04980098;NO;NO;NO
Wet;135;"Mwantimba
";Wet;Pasture;1;Wet_P1_T7;Open;Rooibos;R432;2.224;1.974;2.28;1.929;1.683;1.532;13.471;1.326;27.01.2017;22.03.2017;54;0.442;0.603;206.8514082;31.21;11.38;57.41;sandy clay loam;7.73;2.1;5.6;O;1;14.50;29.65;-2.350358991;34.049719;NO;NO;YES
Wet;136;"Mwantimba
";Wet;Pasture;1;Wet_P1_T8;Open;Rooibos;R474;2.258;2.008;2.28;1.962;1.583;1.432;5.040;1.360;27.01.2017;22.03.2017;54;0.576;0.602;206.8514082;31.21;11.38;57.41;sandy clay loam;8.73;2.3;16.3;G;1;14.65;30.6;-2.350215996;34.04982202;NO;NO;YES
Wet;137;"Mwantimba
";Wet;Pasture;2;Wet_P2_T1;Open;Rooibos;R34;2.135;1.885;2.28;1.842;1.571;1.420;7.897;1.308;27.01.2017;22.03.2017;54;0.465;0.534;206.8514082;33.96;8.92;57.12;sandy clay loam;2.07;1.2;32.4;G;1;15.50;28.5;-2.348596025;34.05007096;YES;NO;NO
Wet;138;"Mwantimba
";Wet;Pasture;2;Wet_P2_T2;Open;Rooibos;R426;2.153;1.903;2.28;1.860;1.613;1.462;4.800;1.392;27.01.2017;22.03.2017;54;0.441;0.468;206.8514082;33.96;8.92;57.12;sandy clay loam;3.07;2.8;26.4;G;1;15.50;29.35;-2.348544979;34.05014698;NO;NO;NO
Wet;139;"Mwantimba
";Wet;Pasture;2;Wet_P2_T3;Open;Rooibos;R563;2.115;1.865;2.28;1.823;2.501;2.350;90.192;0.231;27.01.2017;22.03.2017;54;-0.485;1.592;206.8514082;33.96;8.92;57.12;sandy clay loam;4.07;5.7;19.4;G;1;16.85;28.65;-2.348720999;34.05012804;YES;YES;YES
Wet;140;"Mwantimba
";Wet;Pasture;2;Wet_P2_T4;Open;Rooibos;R535;2.126;1.876;2.28;1.833;1.552;1.401;6.565;1.309;27.01.2017;22.03.2017;54;0.475;0.524;206.8514082;33.96;8.92;57.12;sandy clay loam;5.07;1.4;33.4;G;1;11.55;30.85;-2.348625027;34.05007096;NO;NO;YES
Wet;141;"Mwantimba
";Wet;Pasture;2;Wet_P2_T5;Open;Rooibos;R581;2.069;1.819;2.28;1.778;1.285;1.134;87.824;0.138;27.01.2017;22.03.2017;54;0.685;1.640;206.8514082;33.96;8.92;57.12;sandy clay loam;6.07;1.4;28.4;G;1;9.70;30.75;-2.348606;34.05001002;YES;YES;YES
Wet;142;"Mwantimba
";Wet;Pasture;2;Wet_P2_T6;Open;Rooibos;R460;2.166;1.916;2.28;1.872;0.143;-0.008;;;27.01.2017;22.03.2017;54;1.924;;206.8514082;33.96;8.92;57.12;sandy clay loam;7.07;1.7;33.8;G;1;15.50;28.75;-2.348618992;34.04999603;NO;YES;NO
Wet;143;"Mwantimba
";Wet;Pasture;2;Wet_P2_T7;Open;Rooibos;R456;2.230;1.980;2.28;1.935;1.618;1.467;1.800;1.441;27.01.2017;22.03.2017;54;0.513;0.494;206.8514082;33.96;8.92;57.12;sandy clay loam;8.07;2;23.4;G;1;14.50;30.9;-2.348497035;34.04997901;NO;NO;NO
Wet;144;"Mwantimba
";Wet;Pasture;2;Wet_P2_T8;Open;Rooibos;R571;2.117;1.867;2.28;1.825;1.365;1.214;77.783;0.270;27.01.2017;22.03.2017;54;0.653;1.555;206.8514082;33.96;8.92;57.12;sandy clay loam;9.07;2.5;19.8;G;1;17.15;31.4;-2.34865604;34.04989502;NO;YES;NO
