Season;Plot;Site;Region;Landuse;Block;Blockcode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash Uncorrected;rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots ;;;;;;;;;;;;;;;;;;;;
Dry;218;Seronera;Dry-Wet;Common Garden;2;Local2_CG2;Open;Green;G485;1,989;1,739;;;0,669;0,518;;;26.07.2017;26.09.2017;62;1,221;171,8481842;21,07;7,31;71,62;sandy clay loam;1,45;5,13;5,13;O;1;6,45;29,15;-2,439645035;34,83836599;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;219;Seronera;Dry-Wet;Common Garden;3;Local3_CG3;Open;Green;G196;2,028;1,778;;;0,576;0,425;;;26.07.2017;26.09.2017;62;1,353;171,8481842;21,96;4,92;73,12;sandy clay loam;1,4;7,9;7,9;O;1;5,75;32,75;-2,439599019;34,83841896;;YES;YES;;;;;;;;;;;;;;;;;;;;
Dry;220;Seronera;Dry-Wet;Common Garden;4;Local4_CG4;Open;Green;G39;2,067;1,817;;;;;;;26.07.2017;26.09.2017;62;;171,8481842;15,96;6,92;77,12;sandy loam;0,61;15,2;12,2;O;1;5,3;33,65;-2,439694991;34,83857403;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;1;Makao;Dry;Agriculture;1;Dry_Ag1_T1;Open;Rooibos;R811;2,226;1,976;;;1,829;1,679;;;22.07.2017;29.09.2017;69;0,298;6,900000125;12,57;0,97;86,47;loamy sand;1,02;26,4;41;M;1;3,8;26,9;-3,397861;34,837608;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;2;Makao;Dry;Agriculture;1;Dry_Ag1_T2;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;12,57;0,97;86,47;loamy sand;2,02;22,4;39,8;M;1;;;-3,397879042;34,83753601;;;;;;;;;;;;;;;;;;;;;;;
Dry;3;Makao;Dry;Agriculture;1;Dry_Ag1_T3;Open;Rooibos;R742;2,126;1,876;;;1,877;1,726;;;22.07.2017;29.09.2017;69;0,15;6,900000125;12,57;0,97;86,47;loamy sand;3,02;;;;;3,3;25;-3,397874;34,837579;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;4;Makao;Dry;Agriculture;1;Dry_Ag1_T4;Open;Rooibos;R661;2,163;1,913;;;1,837;1,686;;;22.07.2017;29.09.2017;69;0,227;6,900000125;12,57;0,97;86,47;loamy sand;4,02;;;;;2,25;27,35;-3,39777804;34,83751204;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;5;Makao;Dry;Agriculture;1;Dry_Ag1_T5;Open;Rooibos;R724;2,149;1,899;;;;;;;22.07.2017;;;;;12,57;0,97;86,47;loamy sand;5,02;28,4;36,4;M;1;3,2;26,7;-3,397802012;34,83751204;;;;;;;;;;;;;;;;;;;;;;;
Dry;6;Makao;Dry;Agriculture;1;Dry_Ag1_T6;Open;Rooibos;R688;2,171;1,921;;;;;;;22.07.2017;29.09.2017;69;;6,900000125;12,57;0,97;86,47;loamy sand;6,02;32,4;31;M;1;5,35;26,6;-3,39773898;34,83750198;;;;;;;;;;;;;;;;;;;;;;;
Dry;7;Makao;Dry;Agriculture;1;Dry_Ag1_T7;Open;Rooibos;R762;2,195;1,945;;;1,705;1,555;;;22.07.2017;29.09.2017;69;0,391;6,900000125;12,57;0,97;86,47;loamy sand;7,02;36;43,4;M;1;2,95;24,75;-3,397763036;34,83760097;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;8;Makao;Dry;Agriculture;1;Dry_Ag1_T8;Open;Rooibos;R727;2,163;1,913;;;;;;;22.07.2017;29.09.2017;69;;6,900000125;12,57;0,97;86,47;loamy sand;8,02;36;38,4;M;;2,6;26;-3,397732023;34,83756199;;;;;;;;;;;;;;;;;;;;;;;
Dry;9;Makao;Dry;Agriculture;2;Dry_Ag2_T1;Open;Rooibos;R785;2,255;2,005;;;3,781;3,631;;;22.07.2017;29.09.2017;69;-1,626;6,900000125;21,13;3,09;75,78;sandy clay loam;0,46;10,8;28,4;M;0;3,3;26,15;-3,397829002;34,83701197;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;10;Makao;Dry;Agriculture;2;Dry_Ag2_T2;Open;Rooibos;R747;2,155;1,905;;;;;;;22.07.2017;;;;;21,13;3,09;75,78;sandy clay loam;1,46;16,8;30;M;0;1,5;26,1;-3,397811987;34,83696898;;;;;;;;;;;;;;;;;;;;;;;
Dry;11;Makao;Dry;Agriculture;2;Dry_Ag2_T3;Open;Rooibos;R748;2,183;1,933;;;0,984;0,833;;;22.07.2017;29.09.2017;69;1,1;6,900000125;21,13;3,09;75,78;sandy clay loam;2,46;11,4;24,4;M;0;5,3;26,45;-3,39779296;34,837103;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;12;Makao;Dry;Agriculture;2;Dry_Ag2_T4;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;21,13;3,09;75,78;sandy clay loam;3,46;;;;;;;-3,397905026;34,83712303;;;;;;;;;;;;;;;;;;;;;;;
Dry;13;Makao;Dry;Agriculture;2;Dry_Ag2_T5;Open;Rooibos;R784;2,17;1,92;;;;;;;22.07.2017;29.09.2017;69;;6,900000125;21,13;3,09;75,78;sandy clay loam;4,46;11,4;31;M;0;4,8;26,1;-3,39790402;34,83702798;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;14;Makao;Dry;Agriculture;2;Dry_Ag2_T6;Open;Rooibos;R838;2,159;1,909;;;1,085;0,934;;;22.07.2017;29.09.2017;69;0,975;6,900000125;21,13;3,09;75,78;sandy clay loam;5,46;28,4;42,4;M;0;3,4;25,55;-3,397854986;34,83687401;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;15;Makao;Dry;Agriculture;2;Dry_Ag2_T7;Open;Rooibos;R793;2,205;1,955;;;0,246;0,095;;;22.07.2017;29.09.2017;69;1,86;6,900000125;21,13;3,09;75,78;sandy clay loam;6,46;15,8;30,4;M;0;3,1;28;-3,397806035;34,83702396;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;16;Makao;Dry;Agriculture;2;Dry_Ag2_T8;Open;Rooibos;R755;2,212;1,962;;;;;;;22.07.2017;29.09.2017;69;;6,900000125;21,13;3,09;75,78;sandy clay loam;7,46;8;12,4;M;0;9,2;27,05;-3,397766976;34,83718104;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;17;Makao;Dry;Agriculture;3;Dry_Ag3_T1;Open;Rooibos;R826;2,166;1,916;;;1,909;1,758;;;20.07.2017;29.09.2017;71;0,158;6,900000125;54,08;21,26;24,65;clay;1,84;;;;;12,9;26,2;-3,385409033;34,81890103;;;;;;;;;;;;;;;;;;;;;;;
Dry;18;Makao;Dry;Agriculture;3;Dry_Ag3_T2;Open;Rooibos;R732;2,219;1,969;;;1,987;1,837;;;20.07.2017;29.09.2017;71;0,132;6,900000125;54,08;21,26;24,65;clay;2,84;;;;;11,15;26,1;-3,385375002;34,81894;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;19;Makao;Dry;Agriculture;3;Dry_Ag3_T3;Open;Rooibos;R749;2,205;1,955;;;1,949;1,799;;;20.07.2017;29.09.2017;71;0,157;6,900000125;54,08;21,26;24,65;clay;3,84;;;;;15,75;25,7;-3,385358993;34,81899197;;;;;;;;;;;;;;;;;;;;;;;
Dry;20;Makao;Dry;Agriculture;3;Dry_Ag3_T4;Open;Rooibos;R632;2,127;1,877;;;1,916;1,766;;;20.07.2017;29.09.2017;71;0,112;6,900000125;54,08;21,26;24,65;clay;4,84;;;;;16;26,3;-3,385396963;34,81897797;;;;;;;;;;;;;;;;;;;;;;;
Dry;21;Makao;Dry;Agriculture;3;Dry_Ag3_T5;Open;Rooibos;R630;2,13;1,88;;;;;;;20.07.2017;29.09.2017;71;;6,900000125;54,08;21,26;24,65;clay;5,84;;;;;13,2;26,1;-3,385401992;34,81894604;;;;;;;;;;;;;;;;;;;;;;;
Dry;22;Makao;Dry;Agriculture;3;Dry_Ag3_T6;Open;Rooibos;R723;2,256;2,006;;;1,9;1,749;;;20.07.2017;29.09.2017;71;0,257;6,900000125;54,08;21,26;24,65;clay;6,84;;;;;19,05;25,75;-3,385447003;34,81894696;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;23;Makao;Dry;Agriculture;3;Dry_Ag3_T7;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;54,08;21,26;24,65;clay;7,84;;;;;;;-3,385420013;34,81885602;;;;;;;;;;;;;;;;;;;;;;;
Dry;24;Makao;Dry;Agriculture;3;Dry_Ag3_T8;Open;Rooibos;R225;2,214;1,964;;;1,957;1,807;;;20.07.2017;29.09.2017;71;0,158;6,900000125;54,08;21,26;24,65;clay;8,84;;;;;15,6;25,5;-3,385382965;34,81887798;;;;;;;;;;;;;;;;;;;;;;;
Dry;25;Makao;Dry;Agriculture;4;Dry_Ag4_T1;Open;Rooibos;R43;2,276;2,026;;;2,017;1,866;;;20.07.2017;29.09.2017;71;0,16;6,900000125;51,96;18,92;29,12;clay;1,85;;;;;9,85;25,4;-3,384912992;34,81889902;;;;;;;;;;;;;;;;;;;;;;;
Dry;26;Makao;Dry;Agriculture;4;Dry_Ag4_T2;Open;Rooibos;R602;2,19;1,94;;;1,985;1,834;;;20.07.2017;29.09.2017;71;0,106;6,900000125;51,96;18,92;29,12;clay;2,85;;;;;8,1;25,85;-3,384969;34,818908;;;;;;;;;;;;;;;;;;;;;;;
Dry;27;Makao;Dry;Agriculture;4;Dry_Ag4_T3;Open;Rooibos;R666;2,15;1,9;;;;;;;20.07.2017;29.09.2017;71;;6,900000125;51,96;18,92;29,12;clay;3,85;;;;;14,1;26,15;-3,384935036;34,81894302;;;;;;;;;;;;;;;;;;;;;;;
Dry;28;Makao;Dry;Agriculture;4;Dry_Ag4_T4;Open;Rooibos;R705;2,186;1,936;;;2,017;1,866;;;20.07.2017;29.09.2017;71;0,07;6,900000125;51,96;18,92;29,12;clay;4,85;;;;;9,1;25,7;-3,385007037;34,81888896;;;;;;;;;;;;;;;;;;;;;;;
Dry;29;Makao;Dry;Agriculture;4;Dry_Ag4_T5;Open;Rooibos;R305;2,283;2,033;;;2,072;1,921;;;20.07.2017;29.09.2017;71;0,112;6,900000125;51,96;18,92;29,12;clay;5,85;;;;;15,15;25,65;-3,384948028;34,81885401;;;;;;;;;;;;;;;;;;;;;;;
Dry;30;Makao;Dry;Agriculture;4;Dry_Ag4_T6;Open;Rooibos;R667;2,195;1,945;;;2,016;1,865;;;20.07.2017;29.09.2017;71;0,08;6,900000125;51,96;18,92;29,12;clay;6,85;;;;;9,3;24;-3,38496496;34,81879097;;;;;;;;;;;;;;;;;;;;;;;
Dry;31;Makao;Dry;Agriculture;4;Dry_Ag4_T7;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;51,96;18,92;29,12;clay;7,85;;;;;;;-3,384840991;34,818839;;;;;;;;;;;;;;;;;;;;;;;
Dry;32;Makao;Dry;Agriculture;4;Dry_Ag4_T8;Open;Rooibos;R743;2,248;1,998;;;1,995;1,844;;;20.07.2017;29.09.2017;71;0,154;6,900000125;51,96;18,92;29,12;clay;8,85;;;;;11,85;25,45;-3,384901006;34,81897999;;;;;;;;;;;;;;;;;;;;;;;
Dry;33;Makao;Dry;Pasture;1;Dry_P1_T1;Open;Rooibos;R769;2,248;1,998;;;1,991;1,841;;;22.07.2017;27.09.2017;67;0,158;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;9,5;17,2;G;0;1,65;26,15;-3,409203999;34,85275101;;;;;;;;;;;;;;;;;;;;;;;
Dry;34;Makao;Dry;Pasture;1;Dry_P1_T2;Open;Rooibos;R753;2,24;1,99;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;6,5;14,2;G;0;3,25;26,9;-3,409235012;34,85278202;;;;;;;;;;;;;;;;;;;;;;;
Dry;35;Makao;Dry;Pasture;1;Dry_P1_T3;Open;Rooibos;R776;2,199;1,949;;;1,945;1,794;;;22.07.2017;27.09.2017;67;0,155;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;0,7;10,6;G;0;3,35;26,95;-3,409177009;34,85281899;;;;;;;;;;;;;;;;;;;;;;;
Dry;36;Makao;Dry;Pasture;1;Dry_P1_T4;Open;Rooibos;R799;2,204;1,954;;;1,35;1,199;;;22.07.2017;27.09.2017;67;0,755;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;3,3;4,9;G;1;3;25,85;-3,40917198;34,85296098;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;37;Makao;Dry;Pasture;1;Dry_P1_T5;Open;Rooibos;R722;2,207;1,957;;;0,133;-0,017;;;22.07.2017;27.09.2017;67;1,975;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;8,3;27,8;G;0;4,25;26,1;-3,409070978;34,85271203;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;38;Makao;Dry;Pasture;1;Dry_P1_T6;Open;Rooibos;R796;2,236;1,986;;;1,908;1,757;;;22.07.2017;27.09.2017;67;0,229;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;2;20,4;O;0;2,85;26,7;-3,409280023;34,85261296;;;;;;;;;;;;;;;;;;;;;;;
Dry;39;Makao;Dry;Pasture;1;Dry_P1_T7;Open;Rooibos;;;;;;;;;;22.07.2017;;;;;23,96;0,92;75,12;sandy clay loam;1,25;2,4;18;G;1;;;-3,40938597;34,85285503;;;;;;;;;;;;;;;;;;;;;;;
Dry;40;Makao;Dry;Pasture;1;Dry_P1_T8;Open;Rooibos;R782;2,241;1,991;;;1,992;1,841;;;22.07.2017;27.09.2017;67;0,15;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;8,7;19,3;G;0;4,6;26,2;-3,409153959;34,85275503;;;;;;;;;;;;;;;;;;;;;;;
Dry;41;Makao;Dry;Pasture;2;Dry_P2_T1;Open;Rooibos;R820;2,217;1,967;;;1,271;1,12;;;22.07.2017;27.09.2017;67;0,847;6,525000036;19,96;4,92;75,12;sandy loam;1,64;4;19,1;G;0;4,65;27,85;-3,408342004;34,85028304;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;42;Makao;Dry;Pasture;2;Dry_P2_T2;Open;Rooibos;R806;2,239;1,989;;;0,148;-0,003;;;22.07.2017;27.09.2017;67;1,992;6,525000036;19,96;4,92;75,12;sandy loam;1,64;5,9;12,7;G;0;5,2;27,15;-3,408407969;34,85029503;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;43;Makao;Dry;Pasture;2;Dry_P2_T3;Open;Rooibos;R758;2,22;1,97;;;1,682;1,531;;;22.07.2017;27.09.2017;67;0,439;6,525000036;19,96;4,92;75,12;sandy loam;1,64;5;26,3;G;0;2,45;26,1;-3,408236979;34,85019;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;44;Makao;Dry;Pasture;2;Dry_P2_T4;Open;Rooibos;R783;2,199;1,949;;;1,897;1,747;;;22.07.2017;27.09.2017;67;0,203;6,525000036;19,96;4,92;75,12;sandy loam;1,64;2,6;39,2;G;0;3,85;26,5;-3,408152992;34,85016896;;;;;;;;;;;;;;;;;;;;;;;
Dry;45;Makao;Dry;Pasture;2;Dry_P2_T5;Open;Rooibos;R827;2,222;1,972;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;19,96;4,92;75,12;sandy loam;1,64;2,3;9,3;O;0;4,1;27,25;-3,408178976;34,85051698;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;46;Makao;Dry;Pasture;2;Dry_P2_T6;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;19,96;4,92;75,12;sandy loam;1,64;;;;;;;-3,408473013;34,85040198;;;;;;;;;;;;;;;;;;;;;;;
Dry;47;Makao;Dry;Pasture;2;Dry_P2_T7;Open;Rooibos;R831;2,241;1,991;;;1,911;1,76;;;22.07.2017;27.09.2017;67;0,231;6,525000036;19,96;4,92;75,12;sandy loam;1,64;5,2;5,2;G;0;5,35;26,4;-3,408481982;34,85002404;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;48;Makao;Dry;Pasture;2;Dry_P2_T8;Open;Rooibos;R828;2,233;1,983;;;1,76;1,609;;;22.07.2017;27.09.2017;67;0,374;6,525000036;19,96;4,92;75,12;sandy loam;1,64;7,3;27,2;M;0;3,95;25,95;-3,408199009;34,85025496;;;;;;;;;;;;;;;;;;;;;;;
Dry;49;Makao;Dry;Pasture;3;Dry_P3_T1;Open;Rooibos;R805;2,247;1,997;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;10,4;36;M;1;7,05;31,5;-3,406225992;34,85055998;;;;;;;;;;;;;;;;;;;;;;;
Dry;50;Makao;Dry;Pasture;3;Dry_P3_T2;Open;Rooibos;R754;2,207;1,957;;;;;;;22.07.2017;;;;;21,96;8,92;69,12;sandy clay loam;1,75;10;22,5;M;1;6,4;27,6;-3,40626304;34,85056601;;;;;;;;;;;;;;;;;;;;;;;
Dry;51;Makao;Dry;Pasture;3;Dry_P3_T3;Open;Rooibos;R798;2,185;1,935;;;1,896;1,745;;;22.07.2017;27.09.2017;67;0,19;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;3;18;O;0;2,45;34,45;-3,406392038;34,85069602;;;;;;;;;;;;;;;;;;;;;;;
Dry;52;Makao;Dry;Pasture;3;Dry_P3_T4;Open;Rooibos;R833;2,218;1,968;;;1,979;1,829;;;22.07.2017;27.09.2017;67;0,14;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;13,4;67;M;1;5,75;30,75;-3,406157;34,850739;;;;;;;;;;;;;;;;;;;;;;;
Dry;53;Makao;Dry;Pasture;3;Dry_P3_T5;Open;Rooibos;R734;2,159;1,909;;;1,891;1,741;;;22.07.2017;27.09.2017;67;0,168;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;;;;;6,5;30,4;-3,406114;34,850596;;;;;;;;;;;;;;;;;;;;;;;
Dry;54;Makao;Dry;Pasture;3;Dry_P3_T6;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;21,96;8,92;69,12;sandy clay loam;1,75;;;;;;;-3,406058019;34,85046602;;;;;;;;;;;;;;;;;;;;;;;
Dry;55;Makao;Dry;Pasture;3;Dry_P3_T7;Open;Rooibos;R839;2,227;1,977;;;1,978;1,827;;;22.07.2017;27.09.2017;67;0,15;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;15,8;45;M;1;4,8;31,9;-3,406138988;34,85057498;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;56;Makao;Dry;Pasture;3;Dry_P3_T8;Open;Rooibos;R760;2,232;1,982;;;1,982;1,832;;;22.07.2017;27.09.2017;67;0,151;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;15,4;30,8;M;0;8,3;30,05;-3,40629003;34,85044196;;;;;;;;;;;;;;;;;;;;;;;
Dry;57;Makao;Dry;Pasture;4;Dry_P4_T1;Open;Rooibos;R830;2,216;1,966;;;1,972;1,821;;;22.07.2017;27.09.2017;67;0,145;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;3,3;28,4;O;1;3,95;33,25;-3,406423973;34,85121301;;;;;;;;;;;;;;;;;;;;;;;
Dry;58;Makao;Dry;Pasture;4;Dry_P4_T2;Open;Rooibos;R725;2,193;1,943;;;0,715;0,564;;;22.07.2017;27.09.2017;67;1,379;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;1,4;54,4;O;0;5,7;32,35;-3,406502008;34,85105602;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;59;Makao;Dry;Pasture;4;Dry_P4_T3;Open;Rooibos;R721;2,223;1,973;;;1,955;1,804;;;22.07.2017;27.09.2017;67;0,169;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;3,3;46;O;0;7,7;31,8;-3,406235967;34,85110799;;;;;;;;;;;;;;;;;;;;;;;
Dry;60;Makao;Dry;Pasture;4;Dry_P4_T4;Open;Rooibos;R763;2,259;2,009;;;1,98;1,829;;;22.07.2017;27.09.2017;67;0,18;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;2,4;10,2;O;0;5,65;32,65;-3,406281983;34,85137898;;;;;;;;;;;;;;;;;;;;;;;
Dry;61;Makao;Dry;Pasture;4;Dry_P4_T5;Open;Rooibos;R775;2,229;1,979;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;5,6;34,2;O;0;4,5;34;-3,406569986;34,85132399;;;;;;;;;;;;;;;;;;;;;;;
Dry;62;Makao;Dry;Pasture;4;Dry_P4_T6;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;25,96;6,92;67,12;sandy clay loam;1,76;4,2;40,4;O;0;;;-3,406518018;34,85121402;;;;;;;;;;;;;;;;;;;;;;;
Dry;63;Makao;Dry;Pasture;4;Dry_P4_T7;Open;Rooibos;R733;2,181;1,931;;;1,903;1,752;;;22.07.2017;27.09.2017;67;0,179;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;4,9;45;O;0;4,75;31,3;-3,406334035;34,85117203;;;;;;;;;;;;;;;;;;;;;;;
Dry;64;Makao;Dry;Pasture;4;Dry_P4_T8;Open;Rooibos;R765;2,24;1,99;;;1,978;1,828;;;22.07.2017;27.09.2017;67;0,162;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;3;22,8;O;1;5,55;31,5;-3,406340992;34,85126004;;;;;;;;;;;;;;;;;;;;;;;
Dry;65;Maswa;Dry;Wild;1;Dry_W1_T1;Open;Rooibos;R731;2,248;1,998;;;;;;;21.07.2017;27.09.2017;68;;6,900000125;47,96;22,92;29,12;clay;2,88;13,8;13,8;O;1;10,65;28;-3,299396038;34,84824096;;;;;;;;;;;;;;;;;;;;;;;
Dry;66;Maswa;Dry;Wild;1;Dry_W1_T2;Open;Rooibos;R816;2,194;1,944;;;;;;;21.07.2017;27.09.2017;68;;6,900000125;47,96;22,92;29,12;clay;3,88;8;19,8;O;1;10,1;23,6;-3,299309034;34,84840499;;;;;;;;;;;;;;;;;;;;;;;
Dry;67;Maswa;Dry;Wild;1;Dry_W1_T3;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;47,96;22,92;29,12;clay;4,88;5,5;5,5;O;1;;;-3,299434008;34,84851496;;;;;;;;;;;;;;;;;;;;;;;
Dry;68;Maswa;Dry;Wild;1;Dry_W1_T4;Open;Rooibos;R815;2,213;1,963;;;1,947;1,796;;;21.07.2017;27.09.2017;68;0,167;6,900000125;47,96;22,92;29,12;clay;5,88;9,7;23,4;O;1;7,75;26,85;-3,29911801;34,84824699;;;;;;;;;;;;;;;;;;;;;;;
Dry;69;Maswa;Dry;Wild;1;Dry_W1_T5;Open;Rooibos;R741;2,262;2,012;;;1,97;1,82;;;21.07.2017;28.09.2017;69;0,193;6,900000125;47,96;22,92;29,12;clay;6,88;14,4;24,4;O;1;7,95;26,55;-3,299318003;34,84823501;YES;;;;;;;;;;;;;;;;;;;;;;
Dry;70;Maswa;Dry;Wild;1;Dry_W1_T6;Open;Rooibos;R294;2,226;1,976;;;0,51;0,359;;;21.07.2017;28.09.2017;69;1,617;6,900000125;47,96;22,92;29,12;clay;7,88;15;28;O;0;8,8;27,2;-3,299381034;34,84831204;YES;YES;;;;;;;;;;;;;;;;;;;;;
Dry;71;Maswa;Dry;Wild;1;Dry_W1_T7;Open;Rooibos;R761;2,151;1,901;;;1,902;1,751;;;21.07.2017;28.09.2017;69;0,15;6,900000125;47,96;22,92;29,12;clay;8,88;15,5;32;O;1;9,95;27,6;-3,299242985;34,84790099;;;;;;;;;;;;;;;;;;;;;;;
Dry;72;Maswa;Dry;Wild;1;Dry_W1_T8;Open;Rooibos;R780;2,19;1,94;;;1,948;1,797;;;21.07.2017;28.09.2017;69;0,143;6,900000125;47,96;22,92;29,12;clay;9,88;2,6;44;O;1;9,5;26,35;-3,299654033;34,84815102;;;;;;;;;;;;;;;;;;;;;;;
Dry;73;Maswa;Dry;Wild;2;Dry_W2_T1;Open;Rooibos;R730;2,151;1,901;;;;;;;21.07.2017;28.09.2017;69;;6,900000125;45,27;23,6;31,12;clay;2,05;9,1;10;M;1;9,55;28,35;-3,302586023;34,84804801;;;;;;;;;;;;;;;;;;;;;;;
Dry;74;Maswa;Dry;Wild;2;Dry_W2_T2;Open;Rooibos;R825;2,142;1,892;;;1,893;1,742;;;21.07.2017;28.09.2017;69;0,15;6,900000125;45,27;23,6;31,12;clay;3,05;7,7;9,4;M;1;10,8;28,1;-3,302577976;34,84804197;;;;;;;;;;;;;;;;;;;;;;;
Dry;75;Maswa;Dry;Wild;2;Dry_W2_T3;Open;Rooibos;R840;2,301;2,051;;;2,041;1,89;;;21.07.2017;28.09.2017;69;0,161;6,900000125;45,27;23,6;31,12;clay;4,05;6,1;13,8;O;0;12,3;27,2;-3,302687025;34,84792697;;;;;;;;;;;;;;;;;;;;;;;
Dry;76;Maswa;Dry;Wild;2;Dry_W2_T4;Open;Rooibos;R770;2,206;1,956;;;1,945;1,794;;;21.07.2017;28.09.2017;69;0,162;6,900000125;45,27;23,6;31,12;clay;5,05;6,7;19,3;M;1;11,1;27,75;-3,302456019;34,84787199;;;;;;;;;;;;;;;;;;;;;;;
Dry;77;Maswa;Dry;Wild;2;Dry_W2_T5;Open;Rooibos;;;;;;;;;;00.01.1900;;;;;45,27;23,6;31,12;clay;6,05;3,1;9,8;O;1;;;-3,302328028;34,84822302;;;;;;;;;;;;;;;;;;;;;;;
Dry;78;Maswa;Dry;Wild;2;Dry_W2_T6;Open;Rooibos;R696;2,139;1,889;;;1,961;1,81;;;21.07.2017;28.09.2017;69;0,079;6,900000125;45,27;23,6;31,12;clay;7,05;10,4;15,4;M;1;11,15;28,35;-3,302568002;34,84816703;;YES;;;;;;;;;;;;;;;;;;;;;
Dry;79;Maswa;Dry;Wild;2;Dry_W2_T7;Open;Rooibos;R270;2,217;1,967;;;1,997;1,846;;;21.07.2017;28.09.2017;69;0,121;6,900000125;45,27;23,6;31,12;clay;8,05;3;5;G;1;9,2;26,25;-3,30262701;34,84840801;;;;;;;;;;;;;;;;;;;;;;;
Dry;80;Maswa;Dry;Wild;2;Dry_W2_T8;Open;Rooibos;R726;2,281;2,031;;;1,947;1,797;;;21.07.2017;28.09.2017;69;0,235;6,900000125;45,27;23,6;31,12;clay;9,05;2,7;12,4;O;1;11,75;27,7;-3,302853992;34,847989;;;;;;;;;;;;;;;;;;;;;;;
Dry;81;Maswa;Dry;Wild;3;Dry_W3_T1;Open;Rooibos;R739;2,222;1,972;;;1,946;1,795;;;21.07.2017;28.09.2017;69;0,177;12,56301686;38,69;26,81;34,5;clay loam;2,55;6,2;13,3;O;0;11,85;26,35;-3,295715963;34,852461;;;;;;;;;;;;;;;;;;;;;;;
Dry;82;Maswa;Dry;Wild;3;Dry_W3_T2;Open;Rooibos;R800;2,158;1,908;;;1,871;1,721;;;21.07.2017;28.09.2017;69;0,188;12,56301686;38,69;26,81;34,5;clay loam;3,55;2,4;16,6;O;;9,95;25,5;-3,295723004;34,85241699;;;;;;;;;;;;;;;;;;;;;;;
