plot.ID,site,plot,area,landuse,block,sub.vs.inter,n.non.N,excl_open,date,latitude,longitude,rain.region,Disc_1,Disc_2,Disc_3,Disc_4,Disc_avg,time,temp,moist,GLAMA,tree_height.m,canopy_thickness.m,canopy_height.m,dbh,wild_broswer,wild_grazer,live_broswer,live_grazer,total_dung,livgrazer_prop.y,distance_pa_boundary.km.y,Cmd_1,HerbPRC,NMDS1,NMDS2,rain.sum.mm,rain.cumsum.mm,
70,12,32,Maswa,illegal,12,S,non,Open,09/10/2016,-3.375975033,34.82587896,dry,11,7,3,10,7.75,9.43,27.2,,,,,,,12,19,0,0,31,0,1.04,42.85651167,0.330827293,,,,,
71,12,33,Maswa,illegal,12,I,inter,Excl,09/10/2016,-3.375995988,34.82574997,dry,1.5,1.5,3,2,2,9.46,30.9,,,,,,,12,19,0,0,31,0,1.04,42.85651167,0.330827293,,,,,
72,12,33,Maswa,illegal,12,I,inter,Open,09/10/2016,-3.376091961,34.82570202,dry,8.5,1.5,2,1.5,3.375,9.49,27.7,,,,,,,12,19,0,0,31,0,1.04,42.85651167,0.330827293,,,,,
73,13,37,Maswa,wild,13,S,N,Excl,08/10/2016,-3.295762986,34.85236502,dry,3,2.5,2.5,2,2.5,14.35,30.3,,,7,3,4,15.8,3,1,0,0,4,0,9.16,-3.790065015,0.064163378,-0.023251489,0.53823778,6.050319821,16.84834971,dryseason
74,13,37,Maswa,wild,13,S,N,Open,08/10/2016,-3.295791987,34.85235396,dry,1.5,1.5,2,7,3,14.36,30.5,,,7,3,4,15.8,3,1,0,0,4,0,9.16,-3.790065015,0.064163378,0.222251249,0.319191143,6.050319821,16.84834971,dryseason
75,13,38,Maswa,wild,13,S,non,Excl,08/10/2016,-3.295764998,34.85218498,dry,4,4.5,3.5,3.5,3.875,14.37,31.8,,,6.2,5.6,0.6,10.9,3,1,0,0,4,0,9.16,-3.790065015,0.064163378,0.54363287,0.208519928,6.050319821,16.84834971,dryseason
76,13,38,Maswa,wild,13,S,non,Open,08/10/2016,-3.29572401,34.85221004,dry,3,2.5,2,3.5,2.75,14.39,26.7,,,6.2,5.6,0.6,10.9,3,1,0,0,4,0,9.16,-3.790065015,0.064163378,0.451520412,0.130255821,6.050319821,16.84834971,dryseason
77,13,39,Maswa,wild,13,I,inter,Excl,08/10/2016,-3.295741025,34.85229604,dry,2,2,1,4,2.25,14.4,31.7,,,,,,,3,1,0,0,4,0,9.16,-3.790065015,0.064163378,-0.088411411,0.295646113,6.050319821,16.84834971,dryseason
78,13,39,Maswa,wild,13,I,inter,Open,08/10/2016,-3.295717975,34.85247198,dry,2,1,1.5,1,1.375,14.41,36.6,,,,,,,3,1,0,0,4,0,9.16,-3.790065015,0.064163378,-0.032055941,0.530078681,6.050319821,16.84834971,dryseason
79,14,40,Maswa,wild,14,S,N,Excl,08/10/2016,-3.296608971,34.85440199,dry,1,1,2,2,1.5,14.5,30.1,,,6.8,6,0.8,30.7,18,3,0,0,21,0,9.09,24.01344856,0.199075578,0.698700402,0.208789576,6.050319821,16.84834971,dryseason
80,14,40,Maswa,wild,14,S,N,Open,08/10/2016,-3.296616012,34.85441599,dry,2,2,2,3.5,2.375,14.51,30.6,,,6.8,6,0.8,30.7,18,3,0,0,21,0,9.09,24.01344856,0.199075578,0.180258748,0.237676905,6.050319821,16.84834971,dryseason
81,14,41,Maswa,wild,14,S,non,Excl,08/10/2016,-3.29680603,34.85439302,dry,8,2.5,3,4.5,4.5,14.52,26.7,,,5.6,2.6,3,34.7,18,3,0,0,21,0,9.09,24.01344856,0.199075578,0.735564019,0.131149525,6.050319821,16.84834971,dryseason
82,14,41,Maswa,wild,14,S,non,Open,08/10/2016,-3.296788009,34.85442404,dry,5,3,3,6,4.25,14.54,25.5,,,5.6,2.6,3,34.7,18,3,0,0,21,0,9.09,24.01344856,0.199075578,0.953223639,0.172501308,6.050319821,16.84834971,dryseason
83,14,42,Maswa,wild,14,I,inter,Excl,08/10/2016,-3.29669103,34.854404,dry,1,0,2,0,0.75,14.55,34.8,,,,,,,18,3,0,0,21,0,9.09,24.01344856,0.199075578,-0.441470486,0.675709659,6.050319821,16.84834971,dryseason
84,14,42,Maswa,wild,14,I,inter,Open,08/10/2016,-3.296555998,34.854447,dry,1,1.5,0,1,0.875,14.56,37.2,,,,,,,18,3,0,0,21,0,9.09,24.01344856,0.199075578,-0.042529233,0.497992793,6.050319821,16.84834971,dryseason
85,15,43,Maswa,wild,15,S,N,Excl,08/10/2016,-3.299537022,34.84823501,dry,4,4,3.5,4.5,4,15.09,30.2,,,6.6,3.6,3,18.9,11,3,0,0,14,0,8.82,12.6239714,0.178210139,0.673647237,0.155455586,4.505563028,14.01462322,dryseason
86,15,43,Maswa,wild,15,S,N,Open,08/10/2016,-3.299542973,34.84823702,dry,9,7,5,3.5,6.125,15.1,28.7,,,6.6,3.6,3,18.9,11,3,0,0,14,0,8.82,12.6239714,0.178210139,0.683782379,-0.0153824,4.505563028,14.01462322,dryseason
87,15,44,Maswa,wild,15,S,non,Excl,08/10/2016,-3.299345998,34.84807097,dry,4,1,1.5,5,2.875,15.11,30,,,5.4,4.4,1,17.8,11,3,0,0,14,0,8.82,12.6239714,0.178210139,0.164781395,0.469273871,4.505563028,14.01462322,dryseason
88,15,44,Maswa,wild,15,S,non,Open,08/10/2016,-3.299282966,34.84808204,dry,1.5,1,3,2,1.875,15.12,24.9,,,5.4,4.4,1,17.8,11,3,0,0,14,0,8.82,12.6239714,0.178210139,0.795710928,0.347448833,4.505563028,14.01462322,dryseason
89,15,45,Maswa,wild,15,I,inter,Excl,08/10/2016,-3.299353039,34.84819,dry,2,4.5,6.5,2,3.75,15.13,33.5,,,,,,,11,3,0,0,14,0,8.82,12.6239714,0.178210139,-0.203592254,0.40970768,4.505563028,14.01462322,dryseason
90,15,45,Maswa,wild,15,I,inter,Open,08/10/2016,-3.299390003,34.84834104,dry,1.5,1.5,2,1.5,1.625,15.15,33.9,,,,,,,11,3,0,0,14,0,8.82,12.6239714,0.178210139,-0.188915782,0.608514314,4.505563028,14.01462322,dryseason
91,16,46,Maswa,wild,16,S,N,Excl,08/10/2016,-3.302548975,34.84792002,dry,1,1,1.5,1.5,1.25,15.28,30.3,,,8,3,5,24.7,7,9,0,0,16,0,8.54,17.06841655,0.244619038,0.206318177,0.340758786,4.505563028,14.01462322,dryseason
92,16,46,Maswa,wild,16,S,N,Open,08/10/2016,-3.302568002,34.84790904,dry,1,3.5,2,1.5,2,15.3,33.3,,,8,3,5,24.7,7,9,0,0,16,0,8.54,17.06841655,0.244619038,0.100562924,0.281445698,4.505563028,14.01462322,dryseason
93,16,47,Maswa,wild,16,S,non,Excl,08/10/2016,-3.302675039,34.84818899,dry,2,4,2.5,2.5,2.75,15.31,24.9,,,6.4,3.6,2.8,61.4,7,9,0,0,16,0,8.54,17.06841655,0.244619038,0.709489698,0.142762276,4.505563028,14.01462322,dryseason
94,16,47,Maswa,wild,16,S,non,Open,08/10/2016,-3.302684007,34.84821204,dry,2.5,2.5,1.5,2,2.125,15.32,27.4,,,6.4,3.6,2.8,61.4,7,9,0,0,16,0,8.54,17.06841655,0.244619038,0.67612968,0.165818119,4.505563028,14.01462322,dryseason
95,16,48,Maswa,wild,16,I,inter,Excl,08/10/2016,-3.302542018,34.84816502,dry,1.5,0,1,1.5,1,15.33,34.2,,,,,,,7,9,0,0,16,0,8.54,17.06841655,0.244619038,-0.130261988,0.622023883,4.505563028,14.01462322,dryseason
96,16,48,Maswa,wild,16,I,inter,Open,08/10/2016,-3.30256599,34.84803401,dry,1,2,1,1,1.25,15.35,34.1,,,,,,,7,9,0,0,16,0,8.54,17.06841655,0.244619038,0.050365388,0.421484659,4.505563028,14.01462322,dryseason
121,21,49,Mwantimba,pasture,21,S,N,Excl,06/10/2016,-2.350347005,34.04953402,wet,1.5,1.5,2,1.5,1.625,11.2,25.4,,,4.2,3.4,0.8,6,0,0,0,4,4,1,-5.1,-4.246636731,-0.243424623,-0.266771566,0.496839608,154.7293092,204.2626227,wetseason
122,21,49,Mwantimba,pasture,21,S,N,Open,06/10/2016,-2.350365026,34.04952999,wet,1,0.5,1,1,0.875,11.23,24.5,,,4.2,3.4,0.8,6,0,0,0,4,4,1,-5.1,-4.246636731,-0.243424623,-0.2784924,0.481234793,154.7293092,204.2626227,wetseason
123,21,50,Mwantimba,pasture,21,S,non,Excl,06/10/2016,-2.35029202,34.04975999,wet,0.5,0.5,2,0.5,0.875,11.22,26.8,,,4.2,3.6,0.6,21.3,0,0,0,4,4,1,-5.1,-4.246636731,-0.243424623,-0.362770091,0.47989353,154.7293092,204.2626227,wetseason
124,21,50,Mwantimba,pasture,21,S,non,Open,06/10/2016,-2.350263018,34.049775,wet,1,1.5,0.5,1,1,11.3,23.5,,,4.2,3.6,0.6,21.3,0,0,0,4,4,1,-5.1,-4.246636731,-0.243424623,-0.802818012,0.270146057,154.7293092,204.2626227,wetseason
125,21,51,Mwantimba,pasture,21,I,inter,Excl,06/10/2016,-2.350285985,34.04964801,wet,1.5,2,2,2.5,2,11.25,26.1,,,,,,,0,0,0,4,4,1,-5.1,-4.246636731,-0.243424623,-0.241611807,0.495771066,154.7293092,204.2626227,wetseason
126,21,51,Mwantimba,pasture,21,I,inter,Open,06/10/2016,-2.35040199,34.04969302,wet,0.5,1,0.5,0.5,0.625,11.26,26.1,,,,,,,0,0,0,4,4,1,-5.1,-4.246636731,-0.243424623,-0.332611727,0.541874588,154.7293092,204.2626227,wetseason
127,22,52,Mwantimba,pasture,22,S,N,Excl,06/10/2016,-2.348584039,34.05013399,wet,2,2.5,3,3,2.625,11.27,26.6,,,4.1,2.1,2,6.5,0,0,4,19,23,0.826086957,-4.92,15.14599584,-0.508651649,-0.548946651,0.089020967,154.7293092,204.2626227,wetseason
128,22,52,Mwantimba,pasture,22,S,N,Open,06/10/2016,-2.348590996,34.05013097,wet,2,2,1.5,1,1.625,11.28,25.9,,,4.1,2.1,2,6.5,0,0,4,19,23,0.826086957,-4.92,15.14599584,-0.508651649,-0.383452044,0.162286645,154.7293092,204.2626227,wetseason
129,22,53,Mwantimba,pasture,22,S,non,Excl,06/10/2016,-2.348701973,34.05010801,wet,2,0.5,1,2,1.375,11.3,28.1,,,4.2,2.4,1.8,14,0,0,4,19,23,0.826086957,-4.92,15.14599584,-0.508651649,-0.60823861,0.506508019,154.7293092,204.2626227,wetseason
130,22,53,Mwantimba,pasture,22,S,non,Open,06/10/2016,-2.348676994,34.05010398,wet,0.5,1,1.5,1.5,1.125,11.32,25.1,,,4.2,2.4,1.8,14,0,0,4,19,23,0.826086957,-4.92,15.14599584,-0.508651649,-0.576508629,0.280107286,154.7293092,204.2626227,wetseason
131,22,54,Mwantimba,pasture,22,I,inter,Excl,06/10/2016,-2.348791994,34.05003098,wet,1,1,1.5,1,1.125,11.35,27.7,,,,,,,0,0,4,19,23,0.826086957,-4.92,15.14599584,-0.508651649,-0.555639898,0.592610877,154.7293092,204.2626227,wetseason
132,22,54,Mwantimba,pasture,22,I,inter,Open,06/10/2016,-2.348617986,34.05010298,wet,0.5,0.5,1,0.5,0.625,11.55,26.6,,,,,,,0,0,4,19,23,0.826086957,-4.92,15.14599584,-0.508651649,-0.604445379,0.473976017,154.7293092,204.2626227,wetseason
133,23,55,Mwantimba,pasture,23,S,N,Excl,06/10/2016,-2.367685977,34.05930698,wet,6,4.5,6,5,5.375,10.3,22.8,,,4.2,2.4,1.8,9.5,0,0,0,4,4,1,-5.95,-4.411059757,-0.243424623,-0.120752768,-0.26638551,154.7293092,204.2626227,wetseason
134,23,55,Mwantimba,pasture,23,S,N,Open,06/10/2016,-2.367693018,34.05930799,wet,2.5,2,2.5,3,2.5,10.32,23.7,,,4.2,2.4,1.8,9.5,0,0,0,4,4,1,-5.95,-4.411059757,-0.243424623,-0.734498507,0.154546483,154.7293092,204.2626227,wetseason
135,23,56,Mwantimba,pasture,23,S,non,Excl,06/10/2016,-2.367653036,34.05944796,wet,2.5,2,3.5,5,3.25,10.34,23.7,,,4.2,2.2,2,15.6,0,0,0,4,4,1,-5.95,-4.411059757,-0.243424623,-0.17974566,-0.50721155,154.7293092,204.2626227,wetseason
136,23,56,Mwantimba,pasture,23,S,non,Open,06/10/2016,-2.367639039,34.05944897,wet,1.5,2,1.5,1.5,1.625,10.34,22.8,,,4.2,2.2,2,15.6,0,0,0,4,4,1,-5.95,-4.411059757,-0.243424623,0.619416709,-0.329073783,154.7293092,204.2626227,wetseason
137,23,57,Mwantimba,pasture,23,I,inter,Excl,06/10/2016,-2.367751021,34.05936196,wet,2.5,2,3.5,3.5,2.875,10.25,23.9,,,,,,,0,0,0,4,4,1,-5.95,-4.411059757,-0.243424623,-0.218077933,0.058538884,154.7293092,204.2626227,wetseason
138,23,57,Mwantimba,pasture,23,I,inter,Open,06/10/2016,-2.36784297,34.059512,wet,1.5,3,3.5,2.5,2.625,10.27,24.6,,,,,,,0,0,0,4,4,1,-5.95,-4.411059757,-0.243424623,-0.629700097,-0.089685453,154.7293092,204.2626227,wetseason
139,24,58,Mwantimba,pasture,24,S,N,Excl,06/10/2016,-2.367443992,34.06045103,wet,1,1.5,1.5,2,1.5,10.43,24.6,,,5.2,4.8,0.4,7.5,0,0,0,14,14,1,-5.93,13.42468295,-0.366620571,-0.547733009,-0.012159222,154.7293092,204.2626227,wetseason
140,24,58,Mwantimba,pasture,24,S,N,Open,06/10/2016,-2.36744198,34.06044298,wet,1.5,1,1,1.5,1.25,10.43,24.4,,,5.2,4.8,0.4,7.5,0,0,0,14,14,1,-5.93,13.42468295,-0.366620571,-0.733120788,-0.103033288,154.7293092,204.2626227,wetseason
141,24,59,Mwantimba,pasture,24,S,non,Excl,06/10/2016,-2.367674997,34.06030199,wet,1.5,3,3.5,3.5,2.875,10.38,24.3,,,3.2,2.6,0.6,8.6,0,0,0,14,14,1,-5.93,13.42468295,-0.366620571,-0.067666408,0.033258096,154.7293092,204.2626227,wetseason
142,24,59,Mwantimba,pasture,24,S,non,Open,06/10/2016,-2.367691007,34.06029697,wet,3.5,2.5,6,2,3.5,10.41,24.3,,,3.2,2.6,0.6,8.6,0,0,0,14,14,1,-5.93,13.42468295,-0.366620571,-0.04317962,0.052384217,154.7293092,204.2626227,wetseason
143,24,60,Mwantimba,pasture,24,I,inter,Excl,06/10/2016,-2.367513981,34.06038296,wet,3.5,3,4.5,6.5,4.375,10.42,24.5,,,,,,,0,0,0,14,14,1,-5.93,13.42468295,-0.366620571,-0.451305298,-0.045400377,154.7293092,204.2626227,wetseason
144,24,60,Mwantimba,pasture,24,I,inter,Open,06/10/2016,-2.367612971,34.06053904,wet,1.5,1,0.5,2.5,1.375,10.45,24.7,,,,,,,0,0,0,14,14,1,-5.93,13.42468295,-0.366620571,-0.249639254,0.108960356,154.7293092,204.2626227,wetseason
169,29,61,SNP,wild,29,S,N,Excl,04/10/2016,-2.277669031,34.02779303,wet,5.5,4.5,9,6.5,6.375,11.35,23,,,7.6,3.4,4.2,35.8,14,4,0,1,19,0.052631579,0.58,21.6364577,0.131270159,0.524042105,-0.491446389,82.99670958,182.763151,wetseason
170,29,61,SNP,wild,29,S,N,Open,04/10/2016,-2.277650004,34.02778096,wet,7.5,4.5,3.5,4.5,5,11.36,23.2,,,7.6,3.4,4.2,35.8,14,4,0,1,19,0.052631579,0.58,21.6364577,0.131270159,0.384303176,-0.536633982,82.99670958,182.763151,wetseason
171,29,62,SNP,wild,29,S,non,Excl,04/10/2016,-2.277900036,34.02754803,wet,3.5,2.5,4,1.5,2.875,11.24,23.4,,,4,2,2,18.7,14,4,0,1,19,0.052631579,0.58,21.6364577,0.131270159,0.250280602,-0.722356614,82.99670958,182.763151,wetseason
172,29,62,SNP,wild,29,S,non,Open,04/10/2016,-2.277884027,34.02756899,wet,2,4,3.5,5,3.625,11.29,28.8,,,4,2,2,18.7,14,4,0,1,19,0.052631579,0.58,21.6364577,0.131270159,0.045193872,-0.700284486,82.99670958,182.763151,wetseason
173,29,63,SNP,wild,29,I,inter,Excl,04/10/2016,-2.27775,34.02763998,wet,3,2.5,2.5,4,3,11.3,24.3,,,,,,,14,4,0,1,19,0.052631579,0.58,21.6364577,0.131270159,-0.920683486,-0.43191216,82.99670958,182.763151,wetseason
174,29,63,SNP,wild,29,I,inter,Open,04/10/2016,-2.277870029,34.02769597,wet,1,2,3,2.5,2.125,11.31,24.5,,,,,,,14,4,0,1,19,0.052631579,0.58,21.6364577,0.131270159,-0.751768517,-0.489418151,82.99670958,182.763151,wetseason
175,30,64,SNP,wild,30,S,N,Excl,06/10/2016,-2.278691037,34.032331,wet,1.5,3.5,1.5,2,2.125,16.09,28.8,,,7.2,3,4.2,33.4,2,2,0,0,4,0,0.81,-4.733380536,0.088634109,-0.038924405,-0.40769648,102.5127647,202.2792061,wetseason
176,30,64,SNP,wild,30,S,N,Open,06/10/2016,-2.278697994,34.03233301,wet,2.5,3,3.5,5.5,3.625,16.1,29.1,,,7.2,3,4.2,33.4,2,2,0,0,4,0,0.81,-4.733380536,0.088634109,0.173348438,-0.430696278,102.5127647,202.2792061,wetseason
177,30,65,SNP,wild,30,S,non,Excl,06/10/2016,-2.278619036,34.03211097,wet,4.5,4,3.5,4.5,4.125,16.15,28.4,,,4.8,3,1.8,25.5,2,2,0,0,4,0,0.81,-4.733380536,0.088634109,-0.135428328,-0.443608234,102.5127647,202.2792061,wetseason
178,30,65,SNP,wild,30,S,non,Open,06/10/2016,-2.278609984,34.03211902,wet,3.5,3,3,2.5,3,16.17,29.7,,,4.8,3,1.8,25.5,2,2,0,0,4,0,0.81,-4.733380536,0.088634109,-0.109600126,-0.499220556,102.5127647,202.2792061,wetseason
179,30,66,SNP,wild,30,I,inter,Excl,06/10/2016,-2.278715009,34.03215003,wet,2,2.5,1.5,1.5,1.875,16.19,31.3,,,,,,,2,2,0,0,4,0,0.81,-4.733380536,0.088634109,-0.747924113,-0.350307593,102.5127647,202.2792061,wetseason
180,30,66,SNP,wild,30,I,inter,Open,06/10/2016,-2.278762031,34.03196001,wet,1.5,1,2,0.5,1.25,16.2,32.5,,,,,,,2,2,0,0,4,0,0.81,-4.733380536,0.088634109,-0.727467212,-0.148517523,102.5127647,202.2792061,wetseason
181,31,67,SNP,wild,31,S,N,Excl,06/10/2016,-2.272657994,34.02313102,wet,2.5,1.5,2.5,3,2.375,17.17,29.7,,,6.8,3.2,3.6,25.5,3,0,0,0,3,0,0.61,-6.867428479,0,0.396542723,-0.649151588,102.5127647,202.2792061,wetseason
182,31,67,SNP,wild,31,S,N,Open,06/10/2016,-2.272637961,34.02315298,wet,2,1.5,1,1.5,1.5,17.19,31.6,,,6.8,3.2,3.6,25.5,3,0,0,0,3,0,0.61,-6.867428479,0,0.396542723,-0.649151588,102.5127647,202.2792061,wetseason
183,31,68,SNP,wild,31,S,non,Excl,06/10/2016,-2.272692025,34.02307,wet,0.5,2,2.5,2.5,1.875,17.16,29.8,,,4.5,2.5,2,34.4,3,0,0,0,3,0,0.61,-6.867428479,0,0.008372101,-0.595552113,102.5127647,202.2792061,wetseason
184,31,68,SNP,wild,31,S,non,Open,06/10/2016,-2.272680039,34.02307704,wet,1.5,2.5,1.5,2,1.875,17.15,26.3,,,4.5,2.5,2,34.4,3,0,0,0,3,0,0.61,-6.867428479,0,-0.065778691,-0.633341644,102.5127647,202.2792061,wetseason
185,31,69,SNP,wild,31,I,inter,Excl,06/10/2016,-2.272728989,34.02299096,wet,0.5,1.5,0.5,0.5,0.75,17.19,32.9,,,,,,,3,0,0,0,3,0,0.61,-6.867428479,0,-0.505313286,-0.744376135,102.5127647,202.2792061,wetseason
186,31,69,SNP,wild,31,I,inter,Open,06/10/2016,-2.272787997,34.02319204,wet,2.5,1,1.5,3,2,17.2,32.5,,,,,,,3,0,0,0,3,0,0.61,-6.867428479,0,-0.488808902,-0.500520126,102.5127647,202.2792061,wetseason
187,32,70,SNP,wild,32,S,N,Excl,04/10/2016,-2.278511999,34.02428001,wet,2,3,4,4,3.25,10.56,22.6,,,5.2,1.8,3.4,42,0,2,0,0,2,0,0.24,-8.229284928,0.038750725,0.396542723,-0.649151588,82.99670958,182.763151,wetseason
188,32,70,SNP,wild,32,S,N,Open,04/10/2016,-2.278522979,34.024278,wet,3,4,2.5,3,3.125,11.23,22.2,,,5.2,1.8,3.4,42,0,2,0,0,2,0,0.24,-8.229284928,0.038750725,0.438693385,-0.605916915,82.99670958,182.763151,wetseason
189,32,71,SNP,wild,32,S,non,Excl,04/10/2016,-2.278395994,34.02417398,wet,1,1,3,3,2,10.5,23.1,,,4.6,2.6,2,31.8,0,2,0,0,2,0,0.24,-8.229284928,0.038750725,-0.017863096,-0.635193767,82.99670958,182.763151,wetseason
190,32,71,SNP,wild,32,S,non,Open,04/10/2016,-2.278419966,34.02418303,wet,1,1,2,2,1.5,10.54,22.7,,,4.6,2.6,2,31.8,0,2,0,0,2,0,0.24,-8.229284928,0.038750725,0.221730872,-0.662196245,82.99670958,182.763151,wetseason
191,32,72,SNP,wild,32,I,inter,Excl,04/10/2016,-2.27851904,34.02416199,wet,2,2,1.5,2,1.875,11.03,24.2,,,,,,,0,2,0,0,2,0,0.24,-8.229284928,0.038750725,-0.744855964,-0.548470068,82.99670958,182.763151,wetseason
192,32,72,SNP,wild,32,I,inter,Open,04/10/2016,-2.278432036,34.02437104,wet,1,2.5,2,1,1.625,11.05,24.3,,,,,,,0,2,0,0,2,0,0.24,-8.229284928,0.038750725,-0.828439624,-0.586561449,82.99670958,182.763151,wetseason
1,1,1,Makao,pasture,1,S,N,Excl,25/11/2016,-3.406347027,34.85055604,dry,3,2,2.5,2,2.375,,,,,,,,,7,0,0,10,17,0.588235294,-3.36,18.75013033,-0.334275595,-0.148510925,0.048212238,23.13250602,34.24565862,dryseason
2,1,1,Makao,pasture,1,S,N,Open,25/11/2016,-3.406363036,34.85055797,dry,1,2.5,2.5,2,2,,,,,,,,,7,0,0,10,17,0.588235294,-3.36,18.75013033,-0.334275595,-0.052584838,-0.187021696,23.13250602,34.24565862,dryseason
3,1,2,Makao,pasture,1,S,non,Excl,25/11/2016,-3.406253988,34.85066299,dry,4,1.5,2,2,2.375,,,,,,,,,7,0,0,10,17,0.588235294,-3.36,18.75013033,-0.334275595,-0.328883281,-0.099738332,23.13250602,34.24565862,dryseason
4,1,2,Makao,pasture,1,S,non,Open,25/11/2016,-3.406276032,34.850665,dry,3.5,3,3,2.5,3,,,,,,,,,7,0,0,10,17,0.588235294,-3.36,18.75013033,-0.334275595,-0.066750614,-0.218539926,23.13250602,34.24565862,dryseason
5,1,3,Makao,pasture,1,I,inter,Excl,25/11/2016,-3.406194979,34.85053601,dry,3,2,2,2.5,2.375,,,,,,,,,7,0,0,10,17,0.588235294,-3.36,18.75013033,-0.334275595,-0.509386885,0.578512002,23.13250602,34.24565862,dryseason
6,1,3,Makao,pasture,1,I,inter,Open,25/11/2016,-3.406066988,34.85057901,dry,1,2,1,1,1.25,,,,,,,,,7,0,0,10,17,0.588235294,-3.36,18.75013033,-0.334275595,-0.474049401,0.514082735,23.13250602,34.24565862,dryseason
7,2,4,Makao,pasture,2,S,N,Excl,25/11/2016,-3.40942503,34.85278797,dry,5,4,3.1,2.5,3.65,,,,,,,,,0,0,0,15,15,1,-3.78,15.61538719,-0.470711622,0.191263756,0.015953101,23.13250602,34.24565862,dryseason
8,2,4,Makao,pasture,2,S,N,Open,25/11/2016,-3.409399968,34.85279401,dry,2.5,3,2.5,2,2.5,,,,,,,,,0,0,0,15,15,1,-3.78,15.61538719,-0.470711622,0.120407557,0.021935305,23.13250602,34.24565862,dryseason
9,2,5,Makao,pasture,2,S,non,Excl,25/11/2016,-3.409166029,34.85270499,dry,3,2,2,1,2,,,,,,,,,0,0,0,15,15,1,-3.78,15.61538719,-0.470711622,0.1123389,0.49289718,23.13250602,34.24565862,dryseason
10,2,5,Makao,pasture,2,S,non,Open,25/11/2016,-3.409190001,34.85270399,dry,3,2,2,2,2.25,,,,,,,,,0,0,0,15,15,1,-3.78,15.61538719,-0.470711622,0.088204258,0.234367939,23.13250602,34.24565862,dryseason
11,2,6,Makao,pasture,2,I,inter,Excl,25/11/2016,-3.409267031,34.85268597,dry,2,2.5,1.5,2,2,,,,,,,,,0,0,0,15,15,1,-3.78,15.61538719,-0.470711622,-0.314557565,0.225300261,23.13250602,34.24565862,dryseason
12,2,6,Makao,pasture,2,I,inter,Open,25/11/2016,-3.409353029,34.85292502,dry,1,1,1.5,1,1.125,,,,,,,,,0,0,0,15,15,1,-3.78,15.61538719,-0.470711622,-0.473644803,0.191041951,23.13250602,34.24565862,dryseason
13,3,7,Makao,pasture,3,S,N,Excl,25/11/2016,-3.408244019,34.85029503,dry,2,2.5,3,2,2.375,,,,,,,,,0,0,0,10,10,1,-3.51,6.205803442,-0.428694329,0.077492546,-0.051460354,23.13250602,34.24565862,dryseason
14,3,7,Makao,pasture,3,S,N,Open,25/11/2016,-3.408206971,34.85028598,dry,2.2,1,2,2,1.8,,,,,,,,,0,0,0,10,10,1,-3.51,6.205803442,-0.428694329,0.479394863,-0.507157731,23.13250602,34.24565862,dryseason
15,3,8,Makao,pasture,3,S,non,Excl,25/11/2016,-3.40841501,34.85011498,dry,3.5,2.5,2,2.5,2.625,,,,,,,,,0,0,0,10,10,1,-3.51,6.205803442,-0.428694329,0.106589487,-0.091752934,23.13250602,34.24565862,dryseason
16,3,8,Makao,pasture,3,S,non,Open,25/11/2016,-3.408432025,34.85012203,dry,5,1,2,4,3,,,,,,,,,0,0,0,10,10,1,-3.51,6.205803442,-0.428694329,0.151988316,-0.007964861,23.13250602,34.24565862,dryseason
17,3,9,Makao,pasture,3,I,inter,Excl,25/11/2016,-3.40839196,34.850304,dry,1,1.5,1,1.5,1.25,,,,,,,,,0,0,0,10,10,1,-3.51,6.205803442,-0.428694329,-0.110254941,0.64986553,23.13250602,34.24565862,dryseason
18,3,9,Makao,pasture,3,I,inter,Open,25/11/2016,-3.408284001,34.85010199,dry,1,1,1.5,1,1.125,,,,,,,,,0,0,0,10,10,1,-3.51,6.205803442,-0.428694329,-0.194711726,0.505708676,23.13250602,34.24565862,dryseason
19,4,10,Makao,pasture,4,S,N,Excl,25/11/2016,-3.410775019,34.85504597,dry,2.5,2,2.5,2,2.25,,,,,,,,,2,0,0,6,8,0.75,-4.09,2.236458532,-0.328126335,,,23.13250602,34.24565862,dryseason
20,4,10,Makao,pasture,4,S,N,Open,25/11/2016,-3.410785999,34.85504597,dry,1,3,1.5,1,1.625,,,,,,,,,2,0,0,6,8,0.75,-4.09,2.236458532,-0.328126335,,,23.13250602,34.24565862,dryseason
21,4,11,Makao,pasture,4,S,non,Excl,25/11/2016,-3.41090804,34.85547496,dry,2,1,2,1,1.5,,,,,,,,,2,0,0,6,8,0.75,-4.09,2.236458532,-0.328126335,,,23.13250602,34.24565862,dryseason
22,4,11,Makao,pasture,4,S,non,Open,25/11/2016,-3.410970988,34.85547001,dry,3,2,3.5,1.5,2.5,,,,,,,,,2,0,0,6,8,0.75,-4.09,2.236458532,-0.328126335,,,23.13250602,34.24565862,dryseason
23,4,12,Makao,pasture,4,I,inter,Excl,25/11/2016,-3.411052963,34.85539198,dry,2,2.5,1.5,1.5,1.875,,,,,,,,,2,0,0,6,8,0.75,-4.09,2.236458532,-0.328126335,,,23.13250602,34.24565862,dryseason
24,4,12,Makao,pasture,4,I,inter,Open,25/11/2016,-3.410976017,34.855251,dry,2,1,2.5,1,1.625,,,,,,,,,2,0,0,6,8,0.75,-4.09,2.236458532,-0.328126335,,,23.13250602,34.24565862,dryseason
