plot.ID,site,plot,area,landuse,block,sub.vs.inter,n.non.N,excl_open,date,latitude,longitude,rain.region,Disc_1,Disc_2,Disc_3,Disc_4,Disc_avg,time,temp,moist,GLAMA,tree_height.m,canopy_thickness.m,canopy_height.m,dbh,wild_broswer,wild_grazer,live_broswer,live_grazer,total_dung,livgrazer_prop.y,distance_pa_boundary.km.y,Cmd_1,HerbPRC,NMDS1,NMDS2,rain.sum.mm,rain.cumsum.mm,
25,5,13,MakaoWMA,wild,5,S,N,Excl,25/11/2016,-3.425976019,34.75033999,dry,2.5,2,2,3,2.375,,,,,,,,,0,10,0,0,10,0,0.52,7.319156014,0.062169151,0.341702563,-0.214352348,29.32330751,40.64784014,dryseason
26,5,13,MakaoWMA,wild,5,S,N,Open,25/11/2016,-3.426002003,34.75033597,dry,2,1.5,2.5,2,2,,,,,,,,,0,10,0,0,10,0,0.52,7.319156014,0.062169151,0.337561636,-0.182652096,29.32330751,40.64784014,dryseason
27,5,14,MakaoWMA,wild,5,S,non,Excl,25/11/2016,-3.425989011,34.75018904,dry,3.5,1.5,3.5,2.5,2.75,,,,,,,,,0,10,0,0,10,0,0.52,7.319156014,0.062169151,0.349904696,-0.29253891,29.32330751,40.64784014,dryseason
28,5,14,MakaoWMA,wild,5,S,non,Open,25/11/2016,-3.426029999,34.75014998,dry,2.5,2,1,2,1.875,,,,,,,,,0,10,0,0,10,0,0.52,7.319156014,0.062169151,0.347578644,-0.176906771,29.32330751,40.64784014,dryseason
29,5,15,MakaoWMA,wild,5,I,inter,Excl,25/11/2016,-3.426082972,34.75007798,dry,1.5,2,2,1,1.625,,,,,,,,,0,10,0,0,10,0,0.52,7.319156014,0.062169151,-0.411668354,0.292618148,29.32330751,40.64784014,dryseason
30,5,15,MakaoWMA,wild,5,I,inter,Open,25/11/2016,-3.426144999,34.75024503,dry,2,2.5,3,3.5,2.75,,,,,,,,,0,10,0,0,10,0,0.52,7.319156014,0.062169151,-0.31824929,0.004357509,29.32330751,40.64784014,dryseason
31,6,16,MakaoWMA,wild,6,S,N,Excl,25/11/2016,-3.425689023,34.75080804,dry,3,2,4.5,3.5,3.25,,,,,,,,,0,25,0,0,25,0,0.49,37.78231277,0.141796422,0.381318123,-0.153768456,29.32330751,40.64784014,dryseason
32,6,16,MakaoWMA,wild,6,S,N,Open,25/11/2016,-3.425652981,34.75079798,dry,3,2,1.5,3,2.375,,,,,,,,,0,25,0,0,25,0,0.49,37.78231277,0.141796422,0.409598813,-0.333831417,29.32330751,40.64784014,dryseason
33,6,17,MakaoWMA,wild,6,S,non,Excl,25/11/2016,-3.425530018,34.75118799,dry,1.5,2.5,2,3,2.25,,,,,,,,,0,25,0,0,25,0,0.49,37.78231277,0.141796422,-0.127678649,0.12139884,29.32330751,40.64784014,dryseason
34,6,17,MakaoWMA,wild,6,S,non,Open,25/11/2016,-3.425510991,34.75116896,dry,3,2.5,2,2.5,2.5,,,,,,,,,0,25,0,0,25,0,0.49,37.78231277,0.141796422,-0.729208818,-0.238924726,29.32330751,40.64784014,dryseason
35,6,18,MakaoWMA,wild,6,I,inter,Excl,25/11/2016,-3.42542097,34.75122202,dry,2,1.5,1,3,1.875,,,,,,,,,0,25,0,0,25,0,0.49,37.78231277,0.141796422,-0.347714919,-0.423566154,29.32330751,40.64784014,dryseason
36,6,18,MakaoWMA,wild,6,I,inter,Open,25/11/2016,-3.425488025,34.75083402,dry,2,1.5,1,1.5,1.5,,,,,,,,,0,25,0,0,25,0,0.49,37.78231277,0.141796422,-0.692623424,0.167427965,29.32330751,40.64784014,dryseason
37,7,19,MakaoWMA,wild,7,S,N,Excl,25/11/2016,-3.425013022,34.75853599,dry,1.5,2,4,2,2.375,,,,,,,,,0,9,0,0,9,0,0.67,4.997226196,0.053346461,0.160109786,-0.19857483,29.32330751,40.64784014,dryseason
38,7,19,MakaoWMA,wild,7,S,N,Open,25/11/2016,-3.425038001,34.75852098,dry,3.5,2,2,5,3.125,,,,,,,,,0,9,0,0,9,0,0.67,4.997226196,0.053346461,0.273901304,-0.406105205,29.32330751,40.64784014,dryseason
39,7,20,MakaoWMA,wild,7,S,non,Excl,25/11/2016,-3.425151994,34.75837899,dry,2.5,2,2.5,2,2.25,,,,,,,,,0,9,0,0,9,0,0.67,4.997226196,0.053346461,,,29.32330751,40.64784014,dryseason
40,7,20,MakaoWMA,wild,7,S,non,Open,25/11/2016,-3.425136991,34.75838101,dry,2,2,1.5,1.5,1.75,,,,,,,,,0,9,0,0,9,0,0.67,4.997226196,0.053346461,-0.466353864,-0.854625398,29.32330751,40.64784014,dryseason
41,7,21,MakaoWMA,wild,7,I,inter,Excl,25/11/2016,-3.425220978,34.75847798,dry,2,1.5,2,1.5,1.75,,,,,,,,,0,9,0,0,9,0,0.67,4.997226196,0.053346461,-0.292341061,-0.219602738,29.32330751,40.64784014,dryseason
42,7,21,MakaoWMA,wild,7,I,inter,Open,25/11/2016,-3.424973041,34.75841504,dry,1,1,1,1.5,1.125,,,,,,,,,0,9,0,0,9,0,0.67,4.997226196,0.053346461,-0.202468212,-0.17628412,29.32330751,40.64784014,dryseason
43,8,22,MakaoWMA,wild,8,S,N,Excl,25/11/2016,-3.422442041,34.76117503,dry,4,2.5,3,4.5,3.5,,,,,,,,,0,7,0,0,7,0,0.38,0.86231231,0.032690467,0.031754453,-0.337120131,29.32330751,40.64784014,dryseason
44,8,22,MakaoWMA,wild,8,S,N,Open,25/11/2016,-3.422460984,34.761156,dry,5.5,5,6,3,4.875,,,,,,,,,0,7,0,0,7,0,0.38,0.86231231,0.032690467,0.240368452,-0.193806641,29.32330751,40.64784014,dryseason
45,8,23,MakaoWMA,wild,8,S,non,Excl,25/11/2016,-3.422530973,34.76150796,dry,3,3,7,7,5,,,,,,,,,0,7,0,0,7,0,0.38,0.86231231,0.032690467,0.433418823,-0.244421704,29.32330751,40.64784014,dryseason
46,8,23,MakaoWMA,wild,8,S,non,Open,25/11/2016,-3.422479006,34.76146697,dry,3,4,4,5,4,,,,,,,,,0,7,0,0,7,0,0.38,0.86231231,0.032690467,0.423034834,-0.393275229,29.32330751,40.64784014,dryseason
47,8,24,MakaoWMA,wild,8,I,inter,Excl,25/11/2016,-3.422548994,34.76134803,dry,2.2,1.5,2,2,1.925,,,,,,,,,0,7,0,0,7,0,0.38,0.86231231,0.032690467,-0.3917154,-0.350014836,29.32330751,40.64784014,dryseason
48,8,24,MakaoWMA,wild,8,I,inter,Open,25/11/2016,-3.422631975,34.76139396,dry,1.5,2,1,1,1.375,,,,,,,,,0,7,0,0,7,0,0.38,0.86231231,0.032690467,-0.408103618,-0.34155689,29.32330751,40.64784014,dryseason
49,9,34,Maswa,illegal,9,S,N,Excl,14/11/2016,-3.379195025,34.82925402,dry,2.5,3.5,3,2.5,2.875,,,,,,,,,6,3,0,0,9,0,0.61,3.77435364,0.056882721,,,,,
50,9,34,Maswa,illegal,9,S,N,Open,14/11/2016,-3.379157977,34.82925,dry,4.5,2,2,2,2.625,,,,,,,,,6,3,0,0,9,0,0.61,3.77435364,0.056882721,,,,,
51,9,35,Maswa,illegal,9,S,non,Excl,14/11/2016,-3.379559973,34.82945804,dry,3,3.5,5,6.5,4.5,,,,,,,,,6,3,0,0,9,0,0.61,3.77435364,0.056882721,,,,,
52,9,35,Maswa,illegal,9,S,non,Open,14/11/2016,-3.379598027,34.82947396,dry,3.5,3,2,3,2.875,,,,,,,,,6,3,0,0,9,0,0.61,3.77435364,0.056882721,,,,,
53,9,36,Maswa,illegal,9,I,inter,Excl,14/11/2016,-3.379475987,34.82938402,dry,3.5,2.5,3.5,2.5,3,,,,,,,,,6,3,0,0,9,0,0.61,3.77435364,0.056882721,,,,,
54,9,36,Maswa,illegal,9,I,inter,Open,14/11/2016,-3.379327962,34.82924002,dry,3,2,2,1.5,2.125,,,,,,,,,6,3,0,0,9,0,0.61,3.77435364,0.056882721,,,,,
55,10,25,Maswa,illegal,10,S,N,Excl,14/11/2016,-3.377683014,34.82340002,dry,3,2.5,1.5,2,2.25,,,,,,,,,5,5,0,0,10,0,1.03,6.08271035,0.087416554,-0.178955574,0.124991614,5.706384828,19.72100805,dryseason
56,10,25,Maswa,illegal,10,S,N,Open,14/11/2016,-3.377734981,34.823412,dry,3,3.5,2,2,2.625,,,,,,,,,5,5,0,0,10,0,1.03,6.08271035,0.087416554,0.029761741,0.058925157,5.706384828,19.72100805,dryseason
57,10,26,Maswa,illegal,10,S,non,Excl,14/11/2016,-3.378162039,34.82319097,dry,3.5,4.5,5.5,6,4.875,,,,,,,,,5,5,0,0,10,0,1.03,6.08271035,0.087416554,-0.168273267,0.270894093,5.706384828,19.72100805,dryseason
58,10,26,Maswa,illegal,10,S,non,Open,14/11/2016,-3.378130021,34.82320304,dry,5.5,3,3,3.5,3.75,,,,,,,,,5,5,0,0,10,0,1.03,6.08271035,0.087416554,0.02084088,0.31282298,5.706384828,19.72100805,dryseason
59,10,27,Maswa,illegal,10,I,inter,Excl,14/11/2016,-3.378006974,34.82323498,dry,1.5,1,2,1.5,1.5,,,,,,,,,5,5,0,0,10,0,1.03,6.08271035,0.087416554,-0.509430159,0.359369102,5.706384828,19.72100805,dryseason
60,10,27,Maswa,illegal,10,I,inter,Open,14/11/2016,-3.377879988,34.82315099,dry,1.5,2,1.5,1.5,1.625,,,,,,,,,5,5,0,0,10,0,1.03,6.08271035,0.087416554,-0.591085338,0.414608428,5.706384828,19.72100805,dryseason
61,11,28,Maswa,illegal,11,S,N,Excl,14/11/2016,-3.377846042,34.82037197,dry,4,5.5,3.5,4,4.25,,,,,,,,,9,4,0,0,13,0,1.14,11.57463167,0.09373383,0.508959208,0.117924909,5.706384828,19.72100805,dryseason
62,11,28,Maswa,illegal,11,S,N,Open,14/11/2016,-3.377830032,34.82038597,dry,3.5,4,10,5.5,5.75,,,,,,,,,9,4,0,0,13,0,1.14,11.57463167,0.09373383,0.679701383,-0.107031701,5.706384828,19.72100805,dryseason
63,11,29,Maswa,illegal,11,S,non,Excl,14/11/2016,-3.378100013,34.82046903,dry,6.5,2.5,2.5,4,3.875,,,,,,,,,9,4,0,0,13,0,1.14,11.57463167,0.09373383,0.777848658,-0.142199163,5.706384828,19.72100805,dryseason
64,11,29,Maswa,illegal,11,S,non,Open,14/11/2016,-3.378120968,34.82046702,dry,4.5,2.5,2.5,3,3.125,,,,,,,,,9,4,0,0,13,0,1.14,11.57463167,0.09373383,0.554704078,0.077782567,5.706384828,19.72100805,dryseason
65,11,30,Maswa,illegal,11,I,inter,Excl,14/11/2016,-3.377788961,34.82051698,dry,3.5,5,4,5.5,4.5,,,,,,,,,9,4,0,0,13,0,1.14,11.57463167,0.09373383,-0.198289182,0.236572338,5.706384828,19.72100805,dryseason
66,11,30,Maswa,illegal,11,I,inter,Open,14/11/2016,-3.378115017,34.82060096,dry,2.5,2,2.5,3.5,2.625,,,,,,,,,9,4,0,0,13,0,1.14,11.57463167,0.09373383,-0.172076964,0.241910982,5.706384828,19.72100805,dryseason
67,12,31,Maswa,illegal,12,S,N,Excl,14/11/2016,-3.376080981,34.82580998,dry,2,3.5,3,2.5,2.75,,,,,,,,,6,7,0,0,13,0,1.04,12.2077061,0.121046098,,,,,
68,12,31,Maswa,illegal,12,S,N,Open,14/11/2016,-3.376094978,34.82579196,dry,5,3,2,4.5,3.625,,,,,,,,,6,7,0,0,13,0,1.04,12.2077061,0.121046098,,,,,
69,12,32,Maswa,illegal,12,S,non,Excl,14/11/2016,-3.375994982,34.825843,dry,3,4,3.5,5.5,4,,,,,,,,,6,7,0,0,13,0,1.04,12.2077061,0.121046098,,,,,
70,12,32,Maswa,illegal,12,S,non,Open,14/11/2016,-3.375975033,34.82587896,dry,3.5,3,3,3,3.125,,,,,,,,,6,7,0,0,13,0,1.04,12.2077061,0.121046098,,,,,
71,12,33,Maswa,illegal,12,I,inter,Excl,14/11/2016,-3.375995988,34.82574997,dry,3.5,2,1.5,3,2.5,,,,,,,,,6,7,0,0,13,0,1.04,12.2077061,0.121046098,,,,,
72,12,33,Maswa,illegal,12,I,inter,Open,14/11/2016,-3.376091961,34.82570202,dry,2,1.5,3,2.5,2.25,,,,,,,,,6,7,0,0,13,0,1.04,12.2077061,0.121046098,,,,,
73,13,37,Maswa,wild,13,S,N,Excl,14/11/2016,-3.295762986,34.85236502,dry,3,2.5,3,3,2.875,,,,,,,,,4,3,0,0,7,0,9.16,-0.217624537,0.041604925,-0.023251489,0.53823778,7.978982248,24.82733195,dryseason
74,13,37,Maswa,wild,13,S,N,Open,14/11/2016,-3.295791987,34.85235396,dry,4.5,2,2,2,2.625,,,,,,,,,4,3,0,0,7,0,9.16,-0.217624537,0.041604925,0.222251249,0.319191143,7.978982248,24.82733195,dryseason
75,13,38,Maswa,wild,13,S,non,Excl,14/11/2016,-3.295764998,34.85218498,dry,3,3.5,5,6.5,4.5,,,,,,,,,4,3,0,0,7,0,9.16,-0.217624537,0.041604925,0.54363287,0.208519928,7.978982248,24.82733195,dryseason
76,13,38,Maswa,wild,13,S,non,Open,14/11/2016,-3.29572401,34.85221004,dry,3.5,2.5,3.5,2.5,3,,,,,,,,,4,3,0,0,7,0,9.16,-0.217624537,0.041604925,0.451520412,0.130255821,7.978982248,24.82733195,dryseason
77,13,39,Maswa,wild,13,I,inter,Excl,14/11/2016,-3.295741025,34.85229604,dry,3.5,2.5,3.5,2.5,3,,,,,,,,,4,3,0,0,7,0,9.16,-0.217624537,0.041604925,-0.088411411,0.295646113,7.978982248,24.82733195,dryseason
78,13,39,Maswa,wild,13,I,inter,Open,14/11/2016,-3.295717975,34.85247198,dry,3,2.5,2,1.5,2.25,,,,,,,,,4,3,0,0,7,0,9.16,-0.217624537,0.041604925,-0.032055941,0.530078681,7.978982248,24.82733195,dryseason
79,14,40,Maswa,wild,14,S,N,Excl,14/11/2016,-3.296608971,34.85440199,dry,3,2.5,1.5,2,2.25,,,,,,,,,11,3,0,0,14,0,9.09,13.38245274,0.081356295,0.698700402,0.208789576,7.978982248,24.82733195,dryseason
80,14,40,Maswa,wild,14,S,N,Open,14/11/2016,-3.296616012,34.85441599,dry,3,3.5,2,2,2.625,,,,,,,,,11,3,0,0,14,0,9.09,13.38245274,0.081356295,0.180258748,0.237676905,7.978982248,24.82733195,dryseason
81,14,41,Maswa,wild,14,S,non,Excl,14/11/2016,-3.29680603,34.85439302,dry,3.5,4.5,5.5,6.5,5,,,,,,,,,11,3,0,0,14,0,9.09,13.38245274,0.081356295,0.735564019,0.131149525,7.978982248,24.82733195,dryseason
82,14,41,Maswa,wild,14,S,non,Open,14/11/2016,-3.296788009,34.85442404,dry,5.5,3,3,3.5,3.75,,,,,,,,,11,3,0,0,14,0,9.09,13.38245274,0.081356295,0.953223639,0.172501308,7.978982248,24.82733195,dryseason
83,14,42,Maswa,wild,14,I,inter,Excl,14/11/2016,-3.29669103,34.854404,dry,1.5,1,2,1.5,1.5,,,,,,,,,11,3,0,0,14,0,9.09,13.38245274,0.081356295,-0.441470486,0.675709659,7.978982248,24.82733195,dryseason
84,14,42,Maswa,wild,14,I,inter,Open,14/11/2016,-3.296555998,34.854447,dry,1.5,2,1.5,1.5,1.625,,,,,,,,,11,3,0,0,14,0,9.09,13.38245274,0.081356295,-0.042529233,0.497992793,7.978982248,24.82733195,dryseason
85,15,43,Maswa,wild,15,S,N,Excl,14/11/2016,-3.299537022,34.84823501,dry,4,5.5,3.5,4,4.25,,,,,,,,,5,4,0,0,9,0,8.82,3.808604249,0.070539378,0.673647237,0.155455586,5.706384828,19.72100805,dryseason
86,15,43,Maswa,wild,15,S,N,Open,14/11/2016,-3.299542973,34.84823702,dry,3.5,4,10,5.5,5.75,,,,,,,,,5,4,0,0,9,0,8.82,3.808604249,0.070539378,0.683782379,-0.0153824,5.706384828,19.72100805,dryseason
87,15,44,Maswa,wild,15,S,non,Excl,14/11/2016,-3.299345998,34.84807097,dry,6.5,2.5,2.5,4,3.875,,,,,,,,,5,4,0,0,9,0,8.82,3.808604249,0.070539378,0.164781395,0.469273871,5.706384828,19.72100805,dryseason
88,15,44,Maswa,wild,15,S,non,Open,14/11/2016,-3.299282966,34.84808204,dry,3.5,5,4,5.5,4.5,,,,,,,,,5,4,0,0,9,0,8.82,3.808604249,0.070539378,0.795710928,0.347448833,5.706384828,19.72100805,dryseason
89,15,45,Maswa,wild,15,I,inter,Excl,14/11/2016,-3.299353039,34.84819,dry,2.5,2,2.5,3.5,2.625,,,,,,,,,5,4,0,0,9,0,8.82,3.808604249,0.070539378,-0.203592254,0.40970768,5.706384828,19.72100805,dryseason
90,15,45,Maswa,wild,15,I,inter,Open,14/11/2016,-3.299390003,34.84834104,dry,3,2,1.5,3,2.375,,,,,,,,,5,4,0,0,9,0,8.82,3.808604249,0.070539378,-0.188915782,0.608514314,5.706384828,19.72100805,dryseason
91,16,46,Maswa,wild,16,S,N,Excl,14/11/2016,-3.302548975,34.84792002,dry,2,3.5,3,2.5,2.75,,,,,,,,,6,3,0,0,9,0,8.54,3.595835718,0.056882721,0.206318177,0.340758786,5.706384828,19.72100805,dryseason
92,16,46,Maswa,wild,16,S,N,Open,14/11/2016,-3.302568002,34.84790904,dry,5,2,2,1.5,2.625,,,,,,,,,6,3,0,0,9,0,8.54,3.595835718,0.056882721,0.100562924,0.281445698,5.706384828,19.72100805,dryseason
93,16,47,Maswa,wild,16,S,non,Excl,14/11/2016,-3.302675039,34.84818899,dry,3,4,3.5,3.5,3.5,,,,,,,,,6,3,0,0,9,0,8.54,3.595835718,0.056882721,0.709489698,0.142762276,5.706384828,19.72100805,dryseason
94,16,47,Maswa,wild,16,S,non,Open,14/11/2016,-3.302684007,34.84821204,dry,3.5,3,3,3,3.125,,,,,,,,,6,3,0,0,9,0,8.54,3.595835718,0.056882721,0.67612968,0.165818119,5.706384828,19.72100805,dryseason
95,16,48,Maswa,wild,16,I,inter,Excl,14/11/2016,-3.302542018,34.84816502,dry,1.5,2,1.5,3,2,,,,,,,,,6,3,0,0,9,0,8.54,3.595835718,0.056882721,-0.130261988,0.622023883,5.706384828,19.72100805,dryseason
96,16,48,Maswa,wild,16,I,inter,Open,14/11/2016,-3.30256599,34.84803401,dry,2,1.5,3,2.5,2.25,,,,,,,,,6,3,0,0,9,0,8.54,3.595835718,0.056882721,0.050365388,0.421484659,5.706384828,19.72100805,dryseason
121,21,49,Mwantimba,pasture,21,S,N,Excl,25/11/2016,-2.350347005,34.04953402,wet,1.5,1.3,2.1,1.4,1.575,,,,,,,,,0,0,10,4,14,0.285714286,-5.1,-27.25210768,-0.503825924,-0.266771566,0.496839608,197.2653255,401.5279482,wetseason
122,21,49,Mwantimba,pasture,21,S,N,Open,25/11/2016,-2.350365026,34.04952999,wet,0.5,0.2,1,1.2,0.725,,,,,,,,,0,0,10,4,14,0.285714286,-5.1,-27.25210768,-0.503825924,-0.2784924,0.481234793,197.2653255,401.5279482,wetseason
123,21,50,Mwantimba,pasture,21,S,non,Excl,25/11/2016,-2.35029202,34.04975999,wet,1,1.4,2.5,1,1.475,,,,,,,,,0,0,10,4,14,0.285714286,-5.1,-27.25210768,-0.503825924,-0.362770091,0.47989353,197.2653255,401.5279482,wetseason
124,21,50,Mwantimba,pasture,21,S,non,Open,25/11/2016,-2.350263018,34.049775,wet,0.5,0.5,0.4,0.3,0.425,,,,,,,,,0,0,10,4,14,0.285714286,-5.1,-27.25210768,-0.503825924,-0.802818012,0.270146057,197.2653255,401.5279482,wetseason
125,21,51,Mwantimba,pasture,21,I,inter,Excl,25/11/2016,-2.350285985,34.04964801,wet,3,2.5,2.5,2.8,2.7,,,,,,,,,0,0,10,4,14,0.285714286,-5.1,-27.25210768,-0.503825924,-0.241611807,0.495771066,197.2653255,401.5279482,wetseason
126,21,51,Mwantimba,pasture,21,I,inter,Open,25/11/2016,-2.35040199,34.04969302,wet,0.8,1,0.5,0.3,0.65,,,,,,,,,0,0,10,4,14,0.285714286,-5.1,-27.25210768,-0.503825924,-0.332611727,0.541874588,197.2653255,401.5279482,wetseason
127,22,52,Mwantimba,pasture,22,S,N,Excl,25/11/2016,-2.348584039,34.05013399,wet,3.6,4.4,4.2,4,4.05,,,,,,,,,0,0,7,2,9,0.222222222,-4.92,-25.19887658,-0.424823065,-0.548946651,0.089020967,197.2653255,401.5279482,wetseason
128,22,52,Mwantimba,pasture,22,S,N,Open,25/11/2016,-2.348590996,34.05013097,wet,1.5,2.3,1,2,1.7,,,,,,,,,0,0,7,2,9,0.222222222,-4.92,-25.19887658,-0.424823065,-0.383452044,0.162286645,197.2653255,401.5279482,wetseason
129,22,53,Mwantimba,pasture,22,S,non,Excl,25/11/2016,-2.348701973,34.05010801,wet,4.5,2.5,3,3.7,3.425,,,,,,,,,0,0,7,2,9,0.222222222,-4.92,-25.19887658,-0.424823065,-0.60823861,0.506508019,197.2653255,401.5279482,wetseason
130,22,53,Mwantimba,pasture,22,S,non,Open,25/11/2016,-2.348676994,34.05010398,wet,1.6,0.8,1.5,2,1.475,,,,,,,,,0,0,7,2,9,0.222222222,-4.92,-25.19887658,-0.424823065,-0.576508629,0.280107286,197.2653255,401.5279482,wetseason
131,22,54,Mwantimba,pasture,22,I,inter,Excl,25/11/2016,-2.348791994,34.05003098,wet,1.9,2,3,1.8,2.175,,,,,,,,,0,0,7,2,9,0.222222222,-4.92,-25.19887658,-0.424823065,-0.555639898,0.592610877,197.2653255,401.5279482,wetseason
132,22,54,Mwantimba,pasture,22,I,inter,Open,25/11/2016,-2.348617986,34.05010298,wet,0.5,1,0.8,0.5,0.7,,,,,,,,,0,0,7,2,9,0.222222222,-4.92,-25.19887658,-0.424823065,-0.604445379,0.473976017,197.2653255,401.5279482,wetseason
133,23,55,Mwantimba,pasture,23,S,N,Excl,25/11/2016,-2.367685977,34.05930698,wet,7,7.5,6.7,5.5,6.675,,,,,,,,,0,0,1,2,3,0.666666667,-5.95,-12.65000789,-0.330271431,-0.120752768,-0.26638551,197.2653255,401.5279482,wetseason
134,23,55,Mwantimba,pasture,23,S,N,Open,25/11/2016,-2.367693018,34.05930799,wet,2,1.5,1.8,2.5,1.95,,,,,,,,,0,0,1,2,3,0.666666667,-5.95,-12.65000789,-0.330271431,-0.734498507,0.154546483,197.2653255,401.5279482,wetseason
135,23,56,Mwantimba,pasture,23,S,non,Excl,25/11/2016,-2.367653036,34.05944796,wet,3.5,5.5,12,3.6,6.15,,,,,,,,,0,0,1,2,3,0.666666667,-5.95,-12.65000789,-0.330271431,-0.17974566,-0.50721155,197.2653255,401.5279482,wetseason
136,23,56,Mwantimba,pasture,23,S,non,Open,25/11/2016,-2.367639039,34.05944897,wet,0.5,1,1.5,1.6,1.15,,,,,,,,,0,0,1,2,3,0.666666667,-5.95,-12.65000789,-0.330271431,0.619416709,-0.329073783,197.2653255,401.5279482,wetseason
137,23,57,Mwantimba,pasture,23,I,inter,Excl,25/11/2016,-2.367751021,34.05936196,wet,3.8,3,3.5,4,3.575,,,,,,,,,0,0,1,2,3,0.666666667,-5.95,-12.65000789,-0.330271431,-0.218077933,0.058538884,197.2653255,401.5279482,wetseason
138,23,57,Mwantimba,pasture,23,I,inter,Open,25/11/2016,-2.36784297,34.059512,wet,1,2.6,1.7,3.5,2.2,,,,,,,,,0,0,1,2,3,0.666666667,-5.95,-12.65000789,-0.330271431,-0.629700097,-0.089685453,197.2653255,401.5279482,wetseason
139,24,58,Mwantimba,pasture,24,S,N,Excl,25/11/2016,-2.367443992,34.06045103,wet,1.8,1,1.9,2.4,1.775,,,,,,,,,0,0,2,6,8,0.75,-5.93,-6.284699838,-0.452940116,-0.547733009,-0.012159222,197.2653255,401.5279482,wetseason
140,24,58,Mwantimba,pasture,24,S,N,Open,25/11/2016,-2.36744198,34.06044298,wet,0.5,1,0.8,1.5,0.95,,,,,,,,,0,0,2,6,8,0.75,-5.93,-6.284699838,-0.452940116,-0.733120788,-0.103033288,197.2653255,401.5279482,wetseason
141,24,59,Mwantimba,pasture,24,S,non,Excl,25/11/2016,-2.367674997,34.06030199,wet,3.6,2.8,4.2,3.9,3.625,,,,,,,,,0,0,2,6,8,0.75,-5.93,-6.284699838,-0.452940116,-0.067666408,0.033258096,197.2653255,401.5279482,wetseason
142,24,59,Mwantimba,pasture,24,S,non,Open,25/11/2016,-2.367691007,34.06029697,wet,0.5,1,0.5,0.6,0.65,,,,,,,,,0,0,2,6,8,0.75,-5.93,-6.284699838,-0.452940116,-0.04317962,0.052384217,197.2653255,401.5279482,wetseason
143,24,60,Mwantimba,pasture,24,I,inter,Excl,25/11/2016,-2.367513981,34.06038296,wet,3.7,3.8,4.5,5,4.25,,,,,,,,,0,0,2,6,8,0.75,-5.93,-6.284699838,-0.452940116,-0.451305298,-0.045400377,197.2653255,401.5279482,wetseason
144,24,60,Mwantimba,pasture,24,I,inter,Open,25/11/2016,-2.367612971,34.06053904,wet,0.5,1,0.9,0.8,0.8,,,,,,,,,0,0,2,6,8,0.75,-5.93,-6.284699838,-0.452940116,-0.249639254,0.108960356,197.2653255,401.5279482,wetseason
169,29,61,SNP,wild,29,S,N,Excl,10/11/2016,-2.277669031,34.02779303,wet,5,6,4.5,5,5.125,,,,,,,,,0,4,0,0,4,0,0.58,-5.82182636,-0.010816917,0.524042105,-0.491446389,121.220931,303.9840819,wetseason
170,29,61,SNP,wild,29,S,N,Open,10/11/2016,-2.277650004,34.02778096,wet,5,3.5,4.5,4,4.25,,,,,,,,,0,4,0,0,4,0,0.58,-5.82182636,-0.010816917,0.384303176,-0.536633982,121.220931,303.9840819,wetseason
171,29,62,SNP,wild,29,S,non,Excl,10/11/2016,-2.277900036,34.02754803,wet,3.5,5,3.8,4,4.075,,,,,,,,,0,4,0,0,4,0,0.58,-5.82182636,-0.010816917,0.250280602,-0.722356614,121.220931,303.9840819,wetseason
172,29,62,SNP,wild,29,S,non,Open,10/11/2016,-2.277884027,34.02756899,wet,2.5,4,3,2,2.875,,,,,,,,,0,4,0,0,4,0,0.58,-5.82182636,-0.010816917,0.045193872,-0.700284486,121.220931,303.9840819,wetseason
173,29,63,SNP,wild,29,I,inter,Excl,10/11/2016,-2.27775,34.02763998,wet,4.3,1,3.5,4,3.2,,,,,,,,,0,4,0,0,4,0,0.58,-5.82182636,-0.010816917,-0.920683486,-0.43191216,121.220931,303.9840819,wetseason
174,29,63,SNP,wild,29,I,inter,Open,10/11/2016,-2.277870029,34.02769597,wet,2.5,3,1.5,1.5,2.125,,,,,,,,,0,4,0,0,4,0,0.58,-5.82182636,-0.010816917,-0.751768517,-0.489418151,121.220931,303.9840819,wetseason
175,30,64,SNP,wild,30,S,N,Excl,10/11/2016,-2.278691037,34.032331,wet,3,3,3,4.2,3.3,,,,,,,,,0,2,0,0,2,0,0.81,-10.35683575,-0.058103119,-0.038924405,-0.40769648,117.4764535,319.7556595,wetseason
176,30,64,SNP,wild,30,S,N,Open,10/11/2016,-2.278697994,34.03233301,wet,3.5,2,3,2.8,2.825,,,,,,,,,0,2,0,0,2,0,0.81,-10.35683575,-0.058103119,0.173348438,-0.430696278,117.4764535,319.7556595,wetseason
177,30,65,SNP,wild,30,S,non,Excl,10/11/2016,-2.278619036,34.03211097,wet,4,3,6.5,3.5,4.25,,,,,,,,,0,2,0,0,2,0,0.81,-10.35683575,-0.058103119,-0.135428328,-0.443608234,117.4764535,319.7556595,wetseason
178,30,65,SNP,wild,30,S,non,Open,10/11/2016,-2.278609984,34.03211902,wet,4,3.8,3,2.8,3.4,,,,,,,,,0,2,0,0,2,0,0.81,-10.35683575,-0.058103119,-0.109600126,-0.499220556,117.4764535,319.7556595,wetseason
