Experiment;Season;Plot;Site;Region;Landuse;Block;Blockcode;Samplecode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Final weight tea only (from ash protocol);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash uncorrected;Massloss (g);rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots ;S;K
Main;Dry;25;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T1;Open;Green;G322;2.017;1.767;5.51;1.670;1.870;1.719;1.690;6.11;1.59;20.07.2017;29.09.2017;71;0.048;0.083;6.90;51.96;18.92;29.12;clay;1.85;;;;;9.85;25.40;-3.384912992;34.81889902;NO;NO;NO;0.748351701;
Main;Dry;26;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T2;Open;Green;G58;1.937;1.687;5.51;1.594;1.736;1.585;1.583;5.72;1.49;20.07.2017;29.09.2017;71;0.102;0.102;6.90;51.96;18.92;29.12;clay;2.85;;;;;8.1;25.85;-3.384969;34.818908;NO;NO;NO;0.916480424;
Main;Dry;27;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T3;Open;Green;G340;2.015;1.765;5.51;1.668;1.430;1.279;1.180;8.47;1.08;20.07.2017;29.09.2017;71;0.486;0.588;6.90;51.96;18.92;29.12;clay;3.85;;;;;14.1;26.15;-3.384935036;34.81894302;NO;NO;NO;0.952041381;
Main;Dry;28;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T4;Open;Green;G61;1.880;1.630;5.51;1.540;1.499;1.349;1.334;6.89;1.24;20.07.2017;29.09.2017;71;0.282;0.298;6.90;51.96;18.92;29.12;clay;4.85;;;;;9.1;25.70;-3.385007037;34.81888896;NO;NO;NO;0.920867133;
Main;Dry;29;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T5;Open;Green;G319;2.012;1.762;5.51;1.665;1.816;1.666;1.657;6.32;1.55;20.07.2017;29.09.2017;71;0.097;0.113;6.90;51.96;18.92;29.12;clay;5.85;;;;;15.15;25.65;-3.384948028;34.81885401;NO;NO;NO;0.923678032;
Main;Dry;30;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T6;Open;Green;G273;2.073;1.823;5.51;1.723;1.932;1.781;1.793;5.11;1.70;20.07.2017;29.09.2017;71;0.042;0.022;6.90;51.96;18.92;29.12;clay;6.85;;;;;9.3;24.00;-3.38496496;34.81879097;NO;NO;NO;0.941441818;
Main;Dry;31;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T7;Open;Green;;;;5.51;;;;;;;;;;;;;51.96;18.92;29.12;clay;7.85;;;;;;;-3.384840991;34.818839;NO;NO;NO;0.8699137;
Main;Dry;32;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T8;Open;Green;G193;2.177;1.927;5.51;1.821;1.885;1.734;1.736;6.50;1.62;20.07.2017;29.09.2017;71;0.193;0.198;6.90;51.96;18.92;29.12;clay;8.85;;;;;11.85;25.45;-3.384901006;34.81897999;NO;NO;NO;0.971968692;
Main;Dry;33;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T1;Open;Green;G218;1.960;1.710;5.51;1.616;1.777;1.626;1.630;5.83;1.54;22.07.2017;27.09.2017;67;0.084;0.081;6.53;23.96;0.92;75.12;sandy clay loam;1.25;9.5;17.2;G;0;1.65;26.15;-3.409203999;34.85275101;NO;NO;NO;0.728321679;
Main;Dry;34;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T2;Open;Green;G104;2.026;1.776;5.51;1.678;1.430;1.279;1.180;8.20;1.08;22.07.2017;27.09.2017;67;0.497;0.595;6.53;23.96;0.92;75.12;sandy clay loam;1.25;6.5;14.2;G;0;3.25;26.90;-3.409235012;34.85278202;NO;YES;NO;;
Main;Dry;35;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T3;Open;Green;G188;1.952;1.702;5.51;1.608;1.785;1.634;1.625;5.91;1.53;22.07.2017;27.09.2017;67;0.068;0.080;6.53;23.96;0.92;75.12;sandy clay loam;1.25;0.7;10.6;G;0;3.35;26.95;-3.409177009;34.85281899;NO;NO;NO;0.917113046;
Main;Dry;36;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T4;Open;Green;G379;2.052;1.802;5.51;1.703;1.650;1.499;1.489;8.67;1.36;22.07.2017;27.09.2017;67;0.303;0.343;6.53;23.96;0.92;75.12;sandy clay loam;1.25;3.3;4.9;G;1;3;25.85;-3.40917198;34.85296098;NO;NO;NO;0.951988352;
Main;Dry;37;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T5;Open;Green;G66;1.949;1.699;5.51;1.605;3.330;3.179;3.170;73.51;0.84;22.07.2017;27.09.2017;67;-1.480;0.766;6.53;23.96;0.92;75.12;sandy clay loam;1.25;8.3;27.8;G;0;4.25;26.10;-3.409070978;34.85271203;YES;YES;NO;0.648762406;
Main;Dry;38;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T6;Open;Green;G625;1.965;1.715;5.51;1.621;1.838;1.687;1.673;10.00;1.51;22.07.2017;27.09.2017;67;0.028;0.115;6.53;23.96;0.92;75.12;sandy clay loam;1.25;2;20.4;O;0;2.85;26.70;-3.409280023;34.85261296;YES;YES;NO;0.977006761;
Main;Dry;39;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T7;Open;Green;;;;5.51;;;;;;;22.07.2017;;;;;;23.96;0.92;75.12;sandy clay loam;1.25;2.4;18;G;1;;;-3.40938597;34.85285503;NO;NO;NO;0.919733328;
Main;Dry;40;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T8;Open;Green;G88;2.155;1.905;5.51;1.800;1.950;1.799;1.778;6.69;1.66;22.07.2017;27.09.2017;67;0.106;0.141;6.53;23.96;0.92;75.12;sandy clay loam;1.25;8.7;19.3;G;0;4.6;26.20;-3.409153959;34.85275503;YES;YES;NO;0.980666731;
Main;Dry;41;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T1;Open;Green;G256;2.110;1.860;5.51;1.758;1.621;1.470;1.487;6.36;1.39;22.07.2017;27.09.2017;67;0.390;0.365;6.53;19.96;4.92;75.12;sandy loam;1.64;4;19.1;G;0;4.65;27.85;-3.408342004;34.85028304;NO;YES;NO;0.918726422;
Main;Dry;42;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T2;Open;Green;G341;1.954;1.704;5.51;1.610;1.727;1.576;1.537;7.17;1.43;22.07.2017;27.09.2017;67;0.128;0.184;6.53;19.96;4.92;75.12;sandy loam;1.64;5.9;12.7;G;0;5.2;27.15;-3.408407969;34.85029503;YES;YES;NO;0.918795325;
Main;Dry;43;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T3;Open;Green;G246;2.183;1.933;5.51;1.827;1.958;1.807;1.820;8.15;1.67;22.07.2017;27.09.2017;67;0.126;0.155;6.53;19.96;4.92;75.12;sandy loam;1.64;5;26.3;G;0;2.45;26.10;-3.408236979;34.85019;YES;YES;NO;;
Main;Dry;44;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T4;Open;Green;G115;2.048;1.798;5.51;1.699;1.707;1.556;1.576;5.94;1.48;22.07.2017;27.09.2017;67;0.242;0.216;6.53;19.96;4.92;75.12;sandy loam;1.64;2.6;39.2;G;0;3.85;26.50;-3.408152992;34.85016896;NO;NO;NO;0.962349069;
Main;Dry;45;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T5;Open;Green;G480;1.985;1.735;5.51;1.640;1.698;1.547;1.448;25.21;1.08;22.07.2017;27.09.2017;67;0.188;0.557;6.53;19.96;4.92;75.12;sandy loam;1.64;2.3;9.3;O;0;4.1;27.25;-3.408178976;34.85051698;YES;YES;NO;0.953876016;
Main;Dry;46;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T6;Open;Green;;;;5.51;;;;;;;;;;;;;19.96;4.92;75.12;sandy loam;1.64;;;;;;;-3.408473013;34.85040198;NO;NO;NO;0.889622017;
Main;Dry;47;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T7;Open;Green;G110;2.093;1.843;5.51;1.742;1.837;1.687;1.687;6.34;1.58;22.07.2017;27.09.2017;67;0.157;0.161;6.53;19.96;4.92;75.12;sandy loam;1.64;5.2;5.2;G;0;5.35;26.40;-3.408481982;34.85002404;NO;NO;NO;0.941244252;
Main;Dry;48;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T8;Open;Green;G233;1.949;1.699;5.51;1.605;1.673;1.522;1.553;6.34;1.45;22.07.2017;27.09.2017;67;0.177;0.151;6.53;19.96;4.92;75.12;sandy loam;1.64;7.3;27.2;M;0;3.95;25.95;-3.408199009;34.85025496;NO;NO;NO;0.92088268;
Main;Dry;49;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T1;Open;Green;G54;2.054;1.804;5.51;1.705;1.589;1.438;1.339;6.59;1.25;22.07.2017;27.09.2017;67;0.366;0.454;6.53;21.96;8.92;69.12;sandy clay loam;1.75;10.4;36;M;1;7.05;31.50;-3.406225992;34.85055998;NO;NO;NO;0.244515234;
Main;Dry;50;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T2;Open;Green;G276;1.966;1.716;5.51;1.622;;;;;;22.07.2017;;;;;;21.96;8.92;69.12;sandy clay loam;1.75;10;22.5;M;1;6.4;27.60;-3.40626304;34.85056601;NO;NO;NO;;
Main;Dry;51;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T3;Open;Green;G227;1.986;1.736;5.51;1.640;1.772;1.621;1.625;5.91;1.53;22.07.2017;27.09.2017;67;0.115;0.111;6.53;21.96;8.92;69.12;sandy clay loam;1.75;3;18;O;0;2.45;34.45;-3.406392038;34.85069602;NO;NO;NO;0.389529207;
Main;Dry;52;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T4;Open;Green;G237;1.988;1.738;5.51;1.642;1.822;1.671;1.667;5.82;1.57;22.07.2017;27.09.2017;67;0.067;0.072;6.53;21.96;8.92;69.12;sandy clay loam;1.75;13.4;67;M;1;5.75;30.75;-3.406157;34.850739;NO;NO;NO;0.344766567;
Main;Dry;53;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T5;Open;Green;G172;1.987;1.737;5.51;1.641;1.820;1.669;1.662;5.63;1.57;22.07.2017;27.09.2017;67;0.068;0.073;6.53;21.96;8.92;69.12;sandy clay loam;1.75;;;;;6.5;30.40;-3.406114;34.850596;NO;NO;NO;0.35948503;
Main;Dry;54;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T6;Open;Green;;;;5.51;;;;;;;;;;;;;21.96;8.92;69.12;sandy clay loam;1.75;;;;;;;-3.406058019;34.85046602;NO;NO;NO;0.920867133;
Main;Dry;55;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T7;Open;Green;G86;2.103;1.853;5.51;1.751;1.891;1.741;1.678;6.12;1.58;22.07.2017;27.09.2017;67;0.112;0.175;6.53;21.96;8.92;69.12;sandy clay loam;1.75;15.8;45;M;1;4.8;31.90;-3.406138988;34.85057498;YES;YES;NO;0.207420681;
Main;Dry;56;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T8;Open;Green;G107;2.175;1.925;5.51;1.819;2.028;1.877;1.869;5.62;1.76;22.07.2017;27.09.2017;67;0.048;0.055;6.53;21.96;8.92;69.12;sandy clay loam;1.75;15.4;30.8;M;0;8.3;30.05;-3.40629003;34.85044196;NO;NO;NO;0.327923187;
Main;Dry;57;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T1;Open;Green;G41;1.985;1.735;5.51;1.640;1.785;1.634;1.649;6.12;1.55;22.07.2017;27.09.2017;67;0.101;0.091;6.53;25.96;6.92;67.12;sandy clay loam;1.76;3.3;28.4;O;1;3.95;33.25;-3.406423973;34.85121301;NO;NO;NO;0.15780596;
Main;Dry;58;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T2;Open;Green;G481;2.053;1.803;5.51;1.704;1.761;1.611;1.601;5.86;1.51;22.07.2017;27.09.2017;67;0.193;0.197;6.53;25.96;6.92;67.12;sandy clay loam;1.76;1.4;54.4;O;0;5.7;32.35;-3.406502008;34.85105602;NO;YES;NO;0.161866362;
Main;Dry;59;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T3;Open;Green;G261;1.985;1.735;5.51;1.640;1.804;1.654;1.662;5.74;1.57;22.07.2017;27.09.2017;67;0.082;0.073;6.53;25.96;6.92;67.12;sandy clay loam;1.76;3.3;46;O;0;7.7;31.80;-3.406235967;34.85110799;NO;NO;NO;0.222234574;
Main;Dry;60;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T4;Open;Green;G152;2.049;1.799;5.51;1.700;1.870;1.719;1.714;5.55;1.62;22.07.2017;27.09.2017;67;0.080;0.081;6.53;25.96;6.92;67.12;sandy clay loam;1.76;2.4;10.2;O;0;5.65;32.65;-3.406281983;34.85137898;NO;NO;NO;0.187407194;
Main;Dry;61;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T5;Open;Green;G191;2.059;1.809;5.51;1.709;1.487;1.337;1.237;7.21;1.15;22.07.2017;27.09.2017;67;0.473;0.561;6.53;25.96;6.92;67.12;sandy clay loam;1.76;5.6;34.2;O;0;4.5;34.00;-3.406569986;34.85132399;NO;NO;NO;0.223816055;
Main;Dry;62;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T6;Open;Green;;;;5.51;;;;;;;;;;;;;25.96;6.92;67.12;sandy clay loam;1.76;4.2;40.4;O;0;;;-3.406518018;34.85121402;NO;NO;NO;0.971968692;
Main;Dry;63;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T7;Open;Green;G49;2.086;1.836;5.51;1.735;1.933;1.782;1.773;4.94;1.69;22.07.2017;27.09.2017;67;0.054;0.050;6.53;25.96;6.92;67.12;sandy clay loam;1.76;4.9;45;O;0;4.75;31.30;-3.406334035;34.85117203;NO;NO;NO;0.189349701;
Main;Dry;64;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T8;Open;Green;G347;1.892;1.642;5.51;1.552;1.693;1.542;1.532;6.33;1.44;22.07.2017;27.09.2017;67;0.100;0.116;6.53;25.96;6.92;67.12;sandy clay loam;1.76;3;22.8;O;1;5.55;31.50;-3.406340992;34.85126004;NO;NO;NO;0.170217058;
Main;Dry;65;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T1;Open;Green;G495;2.039;1.789;5.51;1.691;1.549;1.398;1.299;6.74;1.21;21.07.2017;27.09.2017;68;0.391;0.479;6.90;47.96;22.92;29.12;clay;2.88;13.8;13.8;O;1;10.65;28.00;-3.299396038;34.84824096;NO;NO;NO;0.140163395;
Main;Dry;66;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T2;Open;Green;G247;2.130;1.880;5.51;1.777;1.985;1.835;1.822;6.08;1.71;21.07.2017;27.09.2017;68;0.045;0.065;6.90;47.96;22.92;29.12;clay;3.88;8;19.8;O;1;10.1;23.60;-3.299309034;34.84840499;YES;YES;NO;0.212531238;
Main;Dry;67;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T3;Open;Green;;;;5.51;;;;;;;;;;;;;47.96;22.92;29.12;clay;4.88;5.5;5.5;O;1;;;-3.299434008;34.84851496;NO;NO;NO;0.939944694;
Main;Dry;68;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T4;Open;Green;G63;2.000;1.750;5.51;1.654;1.815;1.665;1.675;5.69;1.58;21.07.2017;27.09.2017;68;0.086;0.074;6.90;47.96;22.92;29.12;clay;5.88;9.7;23.4;O;1;7.75;26.85;-3.29911801;34.84824699;NO;NO;NO;0.183049464;
Main;Dry;69;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T5;Open;Green;G382;2.096;1.846;5.51;1.744;1.868;1.717;1.743;5.51;1.65;21.07.2017;28.09.2017;69;0.129;0.098;6.90;47.96;22.92;29.12;clay;6.88;14.4;24.4;O;1;7.95;26.55;-3.299318003;34.84823501;NO;NO;NO;0.17831813;
Main;Dry;70;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T6;Open;Green;G278;2.005;1.755;5.51;1.658;1.824;1.674;1.670;5.93;1.57;21.07.2017;28.09.2017;69;0.081;0.087;6.90;47.96;22.92;29.12;clay;7.88;15;28;O;0;8.8;27.20;-3.299381034;34.84831204;NO;NO;NO;0.14539786;
Main;Dry;71;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T7;Open;Green;G138;1.956;1.706;5.51;1.612;1.782;1.631;1.628;5.18;1.54;21.07.2017;28.09.2017;69;0.075;0.068;6.90;47.96;22.92;29.12;clay;8.88;15.5;32;O;1;9.95;27.60;-3.299242985;34.84790099;NO;NO;NO;;
Main;Dry;72;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T8;Open;Green;G431;2.080;1.830;5.51;1.729;1.876;1.725;1.728;5.69;1.63;21.07.2017;28.09.2017;69;0.105;0.100;6.90;47.96;22.92;29.12;clay;9.88;2.6;44;O;1;9.5;26.35;-3.299654033;34.84815102;NO;NO;NO;0.193111533;
Main;Dry;73;Maswa;Dry;Wild;2;Dry_W2;Dry_W2_T1;Open;Green;G321;1.918;1.668;5.51;1.576;1.354;1.203;1.104;7.76;1.02;21.07.2017;28.09.2017;69;0.465;0.558;6.90;45.27;23.60;31.12;clay;2.05;9.1;10;M;1;9.55;28.35;-3.302586023;34.84804801;NO;NO;NO;0.746808676;
Main;Dry;74;Maswa;Dry;Wild;2;Dry_W2;Dry_W2_T2;Open;Green;G329;1.955;1.705;5.51;1.611;1.785;1.635;1.628;5.47;1.54;21.07.2017;28.09.2017;69;0.071;0.073;6.90;45.27;23.60;31.12;clay;3.05;7.7;9.4;M;1;10.8;28.10;-3.302577976;34.84804197;NO;NO;NO;0.799378835;
Main;Dry;75;Maswa;Dry;Wild;2;Dry_W2;Dry_W2_T3;Open;Green;G215;2.058;1.808;5.51;1.708;1.915;1.764;1.754;5.02;1.67;21.07.2017;28.09.2017;69;0.044;0.042;6.90;45.27;23.60;31.12;clay;4.05;6.1;13.8;O;0;12.3;27.20;-3.302687025;34.84792697;NO;YES;NO;0.735624976;
